Network_Code, Route_Code, Route_Direction, Segment, Sequence, Latitude, Longitude, Elevation

reseau_2012, G, A,7,  1, 6.220213, 46.25138, 0

reseau_2012, G, A,7,  2, 6.220498, 46.25174, 0

reseau_2012, G, A,7,  3, 6.221602, 46.25313, 0

reseau_2012, G, A,7,  4, 6.222619, 46.25435, 0

reseau_2012, G, A,7,  5, 6.223155, 46.25496, 0

reseau_2012, G, A,7,  6, 6.223439, 46.2552, 0

reseau_2012, G, A,8,  0, 6.159236, 46.2062, 0

reseau_2012, G, A,8,  1, 6.15964, 46.2064, 0

reseau_2012, G, A,8,  2, 6.160594, 46.2069, 0

reseau_2012, G, A,8,  3, 6.161662, 46.20737, 0

reseau_2012, G, A,8,  4, 6.162016, 46.20748, 0

reseau_2012, G, A,8,  5, 6.162504, 46.20763, 0

reseau_2012, G, A,8,  6, 6.163519, 46.20786, 0

reseau_2012, G, A,9,  0, 6.163519, 46.20786, 0

reseau_2012, G, A,9,  1, 6.164134, 46.20802, 0

reseau_2012, G, A,9,  2, 6.164951, 46.20835, 0

reseau_2012, G, A,9,  3, 6.165627, 46.20866, 0

reseau_2012, G, A,9,  4, 6.167171, 46.20935, 0

reseau_2012, G, A,9,  5, 6.168161, 46.2098, 0

reseau_2012, G, A,9,  6, 6.171734, 46.21141, 0

reseau_2012, G, A,9,  7, 6.172097, 46.21157, 0

reseau_2012, G, A,10,  0, 6.153189, 46.20184, 0

reseau_2012, G, A,10,  1, 6.153173, 46.20183, 0

reseau_2012, G, A,10,  2, 6.153158, 46.20182, 0

reseau_2012, G, A,10,  3, 6.153144, 46.20181, 0

reseau_2012, G, A,10,  4, 6.153122, 46.2018, 0

reseau_2012, G, A,10,  5, 6.153102, 46.20178, 0

reseau_2012, G, A,10,  6, 6.153085, 46.20176, 0

reseau_2012, G, A,10,  7, 6.153069, 46.20174, 0

reseau_2012, G, A,10,  8, 6.153056, 46.20172, 0

reseau_2012, G, A,10,  9, 6.153045, 46.2017, 0

reseau_2012, G, A,10,  10, 6.153037, 46.20168, 0

reseau_2012, G, A,10,  11, 6.153036, 46.20168, 0

reseau_2012, G, A,10,  12, 6.153032, 46.20166, 0

reseau_2012, G, A,10,  13, 6.153029, 46.20164, 0

reseau_2012, G, A,10,  14, 6.153028, 46.20163, 0

reseau_2012, G, A,11,  0, 6.230443, 46.26175, 0

reseau_2012, G, A,11,  1, 6.230208, 46.26172, 0

reseau_2012, G, A,12,  0, 6.227926, 46.25919, 0

reseau_2012, G, A,12,  1, 6.228237, 46.25945, 0

reseau_2012, G, A,12,  2, 6.228387, 46.25954, 0

reseau_2012, G, A,13,  0, 6.223439, 46.2552, 0

reseau_2012, G, A,13,  1, 6.225793, 46.25733, 0

reseau_2012, G, A,13,  2, 6.227887, 46.25916, 0

reseau_2012, G, A,13,  3, 6.227926, 46.25919, 0

reseau_2012, G, A,14,  0, 6.230208, 46.26172, 0

reseau_2012, G, A,14,  1, 6.229838, 46.26166, 0

reseau_2012, G, A,14,  2, 6.229322, 46.26158, 0

reseau_2012, G, A,14,  3, 6.229093, 46.26157, 0

reseau_2012, G, A,14,  4, 6.228828, 46.26158, 0

reseau_2012, G, A,14,  5, 6.228345, 46.26164, 0

reseau_2012, G, A,14,  6, 6.227744, 46.26185, 0

reseau_2012, G, A,14,  7, 6.226943, 46.26217, 0

reseau_2012, G, A,14,  8, 6.22627, 46.26233, 0

reseau_2012, G, A,14,  9, 6.22595, 46.26243, 0

reseau_2012, G, A,14,  10, 6.22556, 46.26259, 0

reseau_2012, G, A,14,  11, 6.225186, 46.26266, 0

reseau_2012, G, A,14,  12, 6.224896, 46.26268, 0

reseau_2012, G, A,14,  13, 6.224577, 46.26271, 0

reseau_2012, G, A,14,  14, 6.224219, 46.26281, 0

reseau_2012, G, A,14,  15, 6.224061, 46.26286, 0

reseau_2012, G, A,14,  16, 6.224046, 46.26288, 0

reseau_2012, G, A,14,  17, 6.224029, 46.2629, 0

reseau_2012, G, A,14,  18, 6.22401, 46.26292, 0

reseau_2012, G, A,14,  19, 6.223988, 46.26293, 0

reseau_2012, G, A,14,  20, 6.223964, 46.26295, 0

reseau_2012, G, A,14,  21, 6.223939, 46.26296, 0

reseau_2012, G, A,14,  22, 6.22391, 46.26298, 0

reseau_2012, G, A,14,  23, 6.22388, 46.26299, 0

reseau_2012, G, A,14,  24, 6.223849, 46.263, 0

reseau_2012, G, A,14,  25, 6.223816, 46.263, 0

reseau_2012, G, A,14,  26, 6.223783, 46.26301, 0

reseau_2012, G, A,15,  0, 6.223783, 46.26301, 0

reseau_2012, G, A,15,  1, 6.223772, 46.26301, 0

reseau_2012, G, A,15,  2, 6.223761, 46.26301, 0

reseau_2012, G, A,15,  3, 6.22375, 46.26301, 0

reseau_2012, G, A,15,  4, 6.223739, 46.26301, 0

reseau_2012, G, A,15,  5, 6.223728, 46.26301, 0

reseau_2012, G, A,15,  6, 6.223717, 46.263, 0

reseau_2012, G, A,15,  7, 6.223707, 46.263, 0

reseau_2012, G, A,15,  8, 6.223697, 46.263, 0

reseau_2012, G, A,15,  9, 6.223688, 46.26299, 0

reseau_2012, G, A,15,  10, 6.22368, 46.26299, 0

reseau_2012, G, A,15,  11, 6.223671, 46.26298, 0

reseau_2012, G, A,15,  12, 6.223664, 46.26298, 0

reseau_2012, G, A,15,  13, 6.223658, 46.26297, 0

reseau_2012, G, A,15,  14, 6.223651, 46.26296, 0

reseau_2012, G, A,15,  15, 6.223647, 46.26296, 0

reseau_2012, G, A,15,  16, 6.223643, 46.26295, 0

reseau_2012, G, A,15,  17, 6.223639, 46.26294, 0

reseau_2012, G, A,15,  18, 6.223638, 46.26294, 0

reseau_2012, G, A,15,  19, 6.223636, 46.26293, 0

reseau_2012, G, A,15,  20, 6.223636, 46.26292, 0

reseau_2012, G, A,15,  21, 6.223637, 46.26291, 0

reseau_2012, G, A,15,  22, 6.223639, 46.26291, 0

reseau_2012, G, A,15,  23, 6.223641, 46.2629, 0

reseau_2012, G, A,15,  24, 6.223645, 46.26289, 0

reseau_2012, G, A,15,  25, 6.223649, 46.26288, 0

reseau_2012, G, A,15,  26, 6.223654, 46.26287, 0

reseau_2012, G, A,15,  27, 6.22366, 46.26287, 0

reseau_2012, G, A,15,  28, 6.223668, 46.26286, 0

reseau_2012, G, A,15,  29, 6.223675, 46.26286, 0

reseau_2012, G, A,15,  30, 6.223684, 46.26285, 0

reseau_2012, G, A,15,  31, 6.223692, 46.26285, 0

reseau_2012, G, A,15,  32, 6.223702, 46.26284, 0

reseau_2012, G, A,15,  33, 6.223712, 46.26284, 0

reseau_2012, G, A,15,  34, 6.223722, 46.26284, 0

reseau_2012, G, A,15,  35, 6.223733, 46.26284, 0

reseau_2012, G, A,15,  36, 6.223744, 46.26284, 0

reseau_2012, G, A,15,  37, 6.223748, 46.26283, 0

reseau_2012, G, A,15,  38, 6.223839, 46.26283, 0

reseau_2012, G, A,15,  39, 6.22393, 46.26282, 0

reseau_2012, G, A,15,  40, 6.224022, 46.26282, 0

reseau_2012, G, A,15,  41, 6.224129, 46.2628, 0

reseau_2012, G, A,15,  42, 6.224271, 46.26277, 0

reseau_2012, G, A,15,  43, 6.224563, 46.26268, 0

reseau_2012, G, A,15,  44, 6.224677, 46.26266, 0

reseau_2012, G, A,15,  45, 6.224934, 46.26263, 0

reseau_2012, G, A,15,  46, 6.225121, 46.26263, 0

reseau_2012, G, A,15,  47, 6.22521, 46.26263, 0

reseau_2012, G, A,15,  48, 6.225286, 46.26262, 0

reseau_2012, G, A,15,  49, 6.225398, 46.2626, 0

reseau_2012, G, A,15,  50, 6.22565, 46.26254, 0

reseau_2012, G, A,15,  51, 6.226011, 46.26239, 0

reseau_2012, G, A,15,  52, 6.226305, 46.26229, 0

reseau_2012, G, A,15,  53, 6.226702, 46.26221, 0

reseau_2012, G, A,15,  54, 6.22718, 46.26205, 0

reseau_2012, G, A,15,  55, 6.22776, 46.26182, 0

reseau_2012, G, A,15,  56, 6.228009, 46.26174, 0

reseau_2012, G, A,15,  57, 6.2282, 46.26166, 0

reseau_2012, G, A,15,  58, 6.228377, 46.26162, 0

reseau_2012, G, A,15,  59, 6.228613, 46.26158, 0

reseau_2012, G, A,15,  60, 6.228882, 46.26154, 0

reseau_2012, G, A,15,  61, 6.22917, 46.26154, 0

reseau_2012, G, A,15,  62, 6.229561, 46.26158, 0

reseau_2012, G, A,15,  63, 6.230136, 46.26166, 0

reseau_2012, G, A,16,  0, 6.230786, 46.26178, 0

reseau_2012, G, A,16,  1, 6.231305, 46.26226, 0

reseau_2012, G, A,16,  2, 6.23253, 46.26336, 0

reseau_2012, G, A,16,  3, 6.233903, 46.26459, 0

reseau_2012, G, A,16,  4, 6.237089, 46.26754, 0

reseau_2012, G, A,16,  5, 6.238198, 46.26854, 0

reseau_2012, G, A,17,  0, 6.23863, 46.26894, 0

reseau_2012, G, A,17,  1, 6.238955, 46.26913, 0

reseau_2012, G, A,17,  2, 6.239204, 46.26937, 0

reseau_2012, G, A,17,  3, 6.239311, 46.26957, 0

reseau_2012, G, A,17,  4, 6.239515, 46.26979, 0

reseau_2012, G, A,17,  5, 6.241082, 46.27124, 0

reseau_2012, G, A,17,  6, 6.241453, 46.27155, 0

reseau_2012, G, A,17,  7, 6.242745, 46.27275, 0

reseau_2012, G, A,17,  8, 6.245144, 46.27486, 0

reseau_2012, G, A,18,  0, 6.238198, 46.26854, 0

reseau_2012, G, A,18,  1, 6.23863, 46.26894, 0

reseau_2012, G, A,19,  0, 6.228387, 46.25954, 0

reseau_2012, G, A,19,  1, 6.228458, 46.25969, 0

reseau_2012, G, A,19,  2, 6.228728, 46.25994, 0

reseau_2012, G, A,19,  3, 6.230515, 46.26151, 0

reseau_2012, G, A,20,  0, 6.194202, 46.2355, 0

reseau_2012, G, A,20,  1, 6.194366, 46.23568, 0

reseau_2012, G, A,20,  2, 6.194646, 46.23606, 0

reseau_2012, G, A,20,  3, 6.194939, 46.23646, 0

reseau_2012, G, A,20,  4, 6.195106, 46.23669, 0

reseau_2012, G, A,20,  5, 6.195327, 46.23703, 0

reseau_2012, G, A,20,  6, 6.195662, 46.23759, 0

reseau_2012, G, A,20,  7, 6.195989, 46.238, 0

reseau_2012, G, A,20,  8, 6.196294, 46.23837, 0

reseau_2012, G, A,20,  9, 6.196519, 46.23857, 0

reseau_2012, G, A,21,  0, 6.196519, 46.23857, 0

reseau_2012, G, A,21,  1, 6.19653, 46.23859, 0

reseau_2012, G, A,21,  2, 6.196544, 46.23862, 0

reseau_2012, G, A,21,  3, 6.19656, 46.23864, 0

reseau_2012, G, A,21,  4, 6.196579, 46.23866, 0

reseau_2012, G, A,21,  5, 6.196601, 46.23867, 0

reseau_2012, G, A,21,  6, 6.196899, 46.2389, 0

reseau_2012, G, A,21,  7, 6.197231, 46.23914, 0

reseau_2012, G, A,21,  8, 6.197542, 46.23933, 0

reseau_2012, G, A,21,  9, 6.197652, 46.23943, 0

reseau_2012, G, A,22,  0, 6.197652, 46.23943, 0

reseau_2012, G, A,22,  1, 6.197917, 46.23957, 0

reseau_2012, G, A,22,  2, 6.19802, 46.23963, 0

reseau_2012, G, A,22,  3, 6.19811, 46.23969, 0

reseau_2012, G, A,23,  0, 6.191196, 46.23315, 0

reseau_2012, G, A,23,  1, 6.191736, 46.23348, 0

reseau_2012, G, A,23,  2, 6.192457, 46.23397, 0

reseau_2012, G, A,23,  3, 6.192761, 46.23416, 0

reseau_2012, G, A,23,  4, 6.193245, 46.23451, 0

reseau_2012, G, A,23,  5, 6.193696, 46.23491, 0

reseau_2012, G, A,23,  6, 6.193984, 46.23521, 0

reseau_2012, G, A,23,  7, 6.194202, 46.2355, 0

reseau_2012, G, A,24,  0, 6.185631, 46.22768, 0

reseau_2012, G, A,24,  1, 6.186191, 46.22807, 0

reseau_2012, G, A,24,  2, 6.186495, 46.22831, 0

reseau_2012, G, A,24,  3, 6.186718, 46.22852, 0

reseau_2012, G, A,24,  4, 6.186948, 46.2288, 0

reseau_2012, G, A,24,  5, 6.187149, 46.22904, 0

reseau_2012, G, A,24,  6, 6.187452, 46.22938, 0

reseau_2012, G, A,24,  7, 6.188004, 46.23005, 0

reseau_2012, G, A,24,  8, 6.188625, 46.23076, 0

reseau_2012, G, A,24,  9, 6.188935, 46.23112, 0

reseau_2012, G, A,24,  10, 6.189466, 46.23176, 0

reseau_2012, G, A,24,  11, 6.189845, 46.23218, 0

reseau_2012, G, A,24,  12, 6.190499, 46.23267, 0

reseau_2012, G, A,24,  13, 6.190957, 46.23295, 0

reseau_2012, G, A,24,  14, 6.191196, 46.23315, 0

reseau_2012, G, A,25,  0, 6.180535, 46.22159, 0

reseau_2012, G, A,25,  1, 6.181177, 46.22242, 0

reseau_2012, G, A,25,  2, 6.181797, 46.22323, 0

reseau_2012, G, A,25,  3, 6.182406, 46.22403, 0

reseau_2012, G, A,25,  4, 6.182953, 46.2248, 0

reseau_2012, G, A,25,  5, 6.183202, 46.2251, 0

reseau_2012, G, A,26,  0, 6.176754, 46.2164, 0

reseau_2012, G, A,26,  1, 6.176896, 46.21661, 0

reseau_2012, G, A,26,  2, 6.177262, 46.21714, 0

reseau_2012, G, A,26,  3, 6.177633, 46.21765, 0

reseau_2012, G, A,26,  4, 6.178053, 46.21822, 0

reseau_2012, G, A,26,  5, 6.178478, 46.2188, 0

reseau_2012, G, A,26,  6, 6.179083, 46.21963, 0

reseau_2012, G, A,26,  7, 6.179593, 46.22031, 0

reseau_2012, G, A,26,  8, 6.180368, 46.22136, 0

reseau_2012, G, A,26,  9, 6.180535, 46.22159, 0

reseau_2012, G, A,27,  0, 6.172097, 46.21157, 0

reseau_2012, G, A,27,  1, 6.172581, 46.21173, 0

reseau_2012, G, A,27,  2, 6.173031, 46.21193, 0

reseau_2012, G, A,27,  3, 6.173357, 46.2121, 0

reseau_2012, G, A,27,  4, 6.173733, 46.21238, 0

reseau_2012, G, A,27,  5, 6.174122, 46.21275, 0

reseau_2012, G, A,27,  6, 6.174282, 46.21291, 0

reseau_2012, G, A,27,  7, 6.174598, 46.2133, 0

reseau_2012, G, A,27,  8, 6.17486, 46.21369, 0

reseau_2012, G, A,27,  9, 6.175418, 46.21449, 0

reseau_2012, G, A,27,  10, 6.176038, 46.21541, 0

reseau_2012, G, A,27,  11, 6.176581, 46.21615, 0

reseau_2012, G, A,27,  12, 6.176754, 46.2164, 0

reseau_2012, G, A,28,  0, 6.247407, 46.27704, 0

reseau_2012, G, A,28,  1, 6.25222, 46.28022, 0

reseau_2012, G, A,28,  2, 6.255843, 46.28195, 0

reseau_2012, G, A,28,  3, 6.259983, 46.28379, 0

reseau_2012, G, A,28,  4, 6.259989, 46.2838, 0

reseau_2012, G, A,28,  5, 6.259996, 46.28381, 0

reseau_2012, G, A,28,  6, 6.260005, 46.28382, 0

reseau_2012, G, A,28,  7, 6.260014, 46.28382, 0

reseau_2012, G, A,28,  8, 6.260025, 46.28384, 0

reseau_2012, G, A,28,  9, 6.260037, 46.28384, 0

reseau_2012, G, A,28,  10, 6.260049, 46.28385, 0

reseau_2012, G, A,28,  11, 6.260063, 46.28386, 0

reseau_2012, G, A,28,  12, 6.260077, 46.28386, 0

reseau_2012, G, A,28,  13, 6.260092, 46.28387, 0

reseau_2012, G, A,28,  14, 6.260108, 46.28387, 0

reseau_2012, G, A,28,  15, 6.260124, 46.28387, 0

reseau_2012, G, A,28,  16, 6.260139, 46.28387, 0

reseau_2012, G, A,28,  17, 6.260156, 46.28387, 0

reseau_2012, G, A,28,  18, 6.260172, 46.28387, 0

reseau_2012, G, A,28,  19, 6.260188, 46.28387, 0

reseau_2012, G, A,28,  20, 6.260204, 46.28387, 0

reseau_2012, G, A,28,  21, 6.26022, 46.28387, 0

reseau_2012, G, A,28,  22, 6.260234, 46.28386, 0

reseau_2012, G, A,28,  23, 6.260249, 46.28386, 0

reseau_2012, G, A,28,  24, 6.260262, 46.28385, 0

reseau_2012, G, A,28,  25, 6.260275, 46.28384, 0

reseau_2012, G, A,28,  26, 6.260287, 46.28384, 0

reseau_2012, G, A,28,  27, 6.260298, 46.28383, 0

reseau_2012, G, A,28,  28, 6.260308, 46.28382, 0

reseau_2012, G, A,28,  29, 6.260316, 46.28381, 0

reseau_2012, G, A,28,  30, 6.260324, 46.2838, 0

reseau_2012, G, A,28,  31, 6.26033, 46.28379, 0

reseau_2012, G, A,28,  32, 6.260334, 46.28378, 0

reseau_2012, G, A,28,  33, 6.260338, 46.28377, 0

reseau_2012, G, A,28,  34, 6.26034, 46.28376, 0

reseau_2012, G, A,28,  35, 6.26034, 46.28374, 0

reseau_2012, G, A,28,  36, 6.260402, 46.28346, 0

reseau_2012, G, A,28,  37, 6.260534, 46.28191, 0

reseau_2012, G, A,28,  38, 6.260643, 46.28085, 0

reseau_2012, G, A,28,  39, 6.260667, 46.28068, 0

reseau_2012, G, A,28,  40, 6.260257, 46.2794, 0

reseau_2012, G, A,28,  41, 6.260098, 46.27863, 0

reseau_2012, G, A,28,  42, 6.257922, 46.27563, 0

reseau_2012, G, A,29,  0, 6.257922, 46.27563, 0

reseau_2012, G, A,29,  1, 6.257847, 46.27523, 0

reseau_2012, G, A,29,  2, 6.257842, 46.2752, 0

reseau_2012, G, A,29,  3, 6.257839, 46.27518, 0

reseau_2012, G, A,29,  4, 6.25784, 46.27516, 0

reseau_2012, G, A,29,  5, 6.257843, 46.27514, 0

reseau_2012, G, A,29,  6, 6.257848, 46.27512, 0

reseau_2012, G, A,29,  7, 6.257856, 46.2751, 0

reseau_2012, G, A,29,  8, 6.257868, 46.27507, 0

reseau_2012, G, A,29,  9, 6.257881, 46.27505, 0

reseau_2012, G, A,29,  10, 6.257898, 46.27504, 0

reseau_2012, G, A,29,  11, 6.257916, 46.27502, 0

reseau_2012, G, A,29,  12, 6.257937, 46.275, 0

reseau_2012, G, A,29,  13, 6.257961, 46.27499, 0

reseau_2012, G, A,29,  14, 6.258669, 46.27467, 0

reseau_2012, G, A,29,  15, 6.259363, 46.27431, 0

reseau_2012, G, A,29,  16, 6.259601, 46.27408, 0

reseau_2012, G, A,29,  17, 6.259622, 46.27379, 0

reseau_2012, G, A,29,  18, 6.259438, 46.27352, 0

reseau_2012, G, A,29,  19, 6.259016, 46.27288, 0

reseau_2012, G, A,29,  20, 6.258732, 46.27246, 0

reseau_2012, G, A,29,  21, 6.258493, 46.27213, 0

reseau_2012, G, A,29,  22, 6.258185, 46.27179, 0

reseau_2012, G, A,29,  23, 6.257944, 46.27144, 0

reseau_2012, G, A,29,  24, 6.257523, 46.2707, 0

reseau_2012, G, A,30,  0, 6.257523, 46.2707, 0

reseau_2012, G, A,30,  1, 6.25702, 46.27004, 0

reseau_2012, G, A,30,  2, 6.256777, 46.26979, 0

reseau_2012, G, A,30,  3, 6.256769, 46.26976, 0

reseau_2012, G, A,30,  4, 6.256763, 46.26973, 0

reseau_2012, G, A,30,  5, 6.256761, 46.26971, 0

reseau_2012, G, A,30,  6, 6.256762, 46.26968, 0

reseau_2012, G, A,30,  7, 6.256766, 46.26966, 0

reseau_2012, G, A,30,  8, 6.256774, 46.26963, 0

reseau_2012, G, A,30,  9, 6.257769, 46.26911, 0

reseau_2012, G, A,30,  10, 6.257934, 46.2691, 0

reseau_2012, G, A,31,  0, 6.154561, 46.20395, 0

reseau_2012, G, A,31,  1, 6.154866, 46.20409, 0

reseau_2012, G, A,31,  2, 6.155582, 46.20445, 0

reseau_2012, G, A,31,  3, 6.156518, 46.2049, 0

reseau_2012, G, A,31,  4, 6.157297, 46.20527, 0

reseau_2012, G, A,31,  5, 6.158898, 46.20603, 0

reseau_2012, G, A,32,  0, 6.158898, 46.20603, 0

reseau_2012, G, A,32,  1, 6.159092, 46.20612, 0

reseau_2012, G, A,33,  0, 6.15383, 46.20239, 0

reseau_2012, G, A,33,  1, 6.15384, 46.20246, 0

reseau_2012, G, A,33,  2, 6.153912, 46.20269, 0

reseau_2012, G, A,33,  3, 6.154078, 46.20297, 0

reseau_2012, G, A,33,  4, 6.1542, 46.20325, 0

reseau_2012, G, A,33,  5, 6.154428, 46.20382, 0

reseau_2012, G, A,33,  6, 6.154561, 46.20395, 0

reseau_2012, G, A,34,  0, 6.153629, 46.20213, 0

reseau_2012, G, A,34,  1, 6.153565, 46.20198, 0

reseau_2012, G, A,34,  2, 6.153505, 46.20193, 0

reseau_2012, G, A,34,  3, 6.153502, 46.20192, 0

reseau_2012, G, A,34,  4, 6.1535, 46.20192, 0

reseau_2012, G, A,34,  5, 6.153497, 46.20192, 0

reseau_2012, G, A,34,  6, 6.153494, 46.20192, 0

reseau_2012, G, A,34,  7, 6.153491, 46.20191, 0

reseau_2012, G, A,34,  8, 6.153487, 46.20191, 0

reseau_2012, G, A,34,  9, 6.153482, 46.20191, 0

reseau_2012, G, A,34,  10, 6.153478, 46.2019, 0

reseau_2012, G, A,34,  11, 6.153473, 46.2019, 0

reseau_2012, G, A,34,  12, 6.153469, 46.2019, 0

reseau_2012, G, A,34,  13, 6.153464, 46.2019, 0

reseau_2012, G, A,34,  14, 6.153459, 46.2019, 0

reseau_2012, G, A,34,  15, 6.153454, 46.2019, 0

reseau_2012, G, A,34,  16, 6.153449, 46.2019, 0

reseau_2012, G, A,34,  17, 6.153443, 46.2019, 0

reseau_2012, G, A,34,  18, 6.153438, 46.2019, 0

reseau_2012, G, A,34,  19, 6.153433, 46.2019, 0

reseau_2012, G, A,34,  20, 6.153428, 46.2019, 0

reseau_2012, G, A,34,  21, 6.153423, 46.2019, 0

reseau_2012, G, A,34,  22, 6.153419, 46.2019, 0

reseau_2012, G, A,34,  23, 6.153414, 46.20191, 0

reseau_2012, G, A,35,  0, 6.230136, 46.26166, 0

reseau_2012, G, A,35,  1, 6.23033, 46.26169, 0

reseau_2012, G, A,35,  2, 6.23042, 46.26169, 0

reseau_2012, G, A,35,  3, 6.23062, 46.26166, 0

reseau_2012, G, A,35,  4, 6.230674, 46.2617, 0

reseau_2012, G, A,35,  5, 6.23073, 46.26174, 0

reseau_2012, G, A,35,  6, 6.230787, 46.26178, 0

reseau_2012, G, A,36,  0, 6.153212, 46.20142, 0

reseau_2012, G, A,36,  1, 6.153236, 46.2014, 0

reseau_2012, G, A,36,  2, 6.153263, 46.20139, 0

reseau_2012, G, A,36,  3, 6.153291, 46.20138, 0

reseau_2012, G, A,36,  4, 6.15332, 46.20137, 0

reseau_2012, G, A,36,  5, 6.15335, 46.20137, 0

reseau_2012, G, A,36,  6, 6.153381, 46.20136, 0

reseau_2012, G, A,36,  7, 6.153413, 46.20136, 0

reseau_2012, G, A,36,  8, 6.153444, 46.20136, 0

reseau_2012, G, A,36,  9, 6.153476, 46.20136, 0

reseau_2012, G, A,36,  10, 6.153507, 46.20136, 0

reseau_2012, G, A,36,  11, 6.153538, 46.20137, 0

reseau_2012, G, A,36,  12, 6.153568, 46.20137, 0

reseau_2012, G, A,36,  13, 6.1536, 46.20139, 0

reseau_2012, G, A,36,  14, 6.153631, 46.20139, 0

reseau_2012, G, A,36,  15, 6.15366, 46.20141, 0

reseau_2012, G, A,36,  16, 6.153687, 46.20142, 0

reseau_2012, G, A,36,  17, 6.153713, 46.20144, 0

reseau_2012, G, A,36,  18, 6.153737, 46.20145, 0

reseau_2012, G, A,36,  19, 6.15376, 46.20147, 0

reseau_2012, G, A,37,  0, 6.15376, 46.20147, 0

reseau_2012, G, A,37,  1, 6.15378, 46.2015, 0

reseau_2012, G, A,37,  2, 6.153799, 46.20152, 0

reseau_2012, G, A,37,  3, 6.153813, 46.20155, 0

reseau_2012, G, A,37,  4, 6.153825, 46.20158, 0

reseau_2012, G, A,37,  5, 6.153834, 46.20161, 0

reseau_2012, G, A,37,  6, 6.153839, 46.20163, 0

reseau_2012, G, A,37,  7, 6.15384, 46.20166, 0

reseau_2012, G, A,37,  8, 6.153838, 46.20168, 0

reseau_2012, G, A,37,  9, 6.153833, 46.2017, 0

reseau_2012, G, A,37,  10, 6.153827, 46.20172, 0

reseau_2012, G, A,37,  11, 6.153817, 46.20174, 0

reseau_2012, G, A,37,  12, 6.153805, 46.20176, 0

reseau_2012, G, A,37,  13, 6.153791, 46.20177, 0

reseau_2012, G, A,37,  14, 6.153775, 46.20179, 0

reseau_2012, G, A,37,  15, 6.153756, 46.20181, 0

reseau_2012, G, A,37,  16, 6.153735, 46.20182, 0

reseau_2012, G, A,37,  17, 6.153713, 46.20184, 0

reseau_2012, G, A,37,  18, 6.153688, 46.20185, 0

reseau_2012, G, A,37,  19, 6.153663, 46.20186, 0

reseau_2012, G, A,37,  20, 6.153636, 46.20187, 0

reseau_2012, G, A,38,  0, 6.153028, 46.20163, 0

reseau_2012, G, A,38,  1, 6.153028, 46.20161, 0

reseau_2012, G, A,38,  2, 6.15303, 46.20159, 0

reseau_2012, G, A,38,  3, 6.153035, 46.20157, 0

reseau_2012, G, A,38,  4, 6.153042, 46.20155, 0

reseau_2012, G, A,38,  5, 6.153052, 46.20153, 0

reseau_2012, G, A,38,  6, 6.153065, 46.20151, 0

reseau_2012, G, A,38,  7, 6.15308, 46.2015, 0

reseau_2012, G, A,38,  8, 6.153097, 46.20148, 0

reseau_2012, G, A,38,  9, 6.153117, 46.20147, 0

reseau_2012, G, A,38,  10, 6.153138, 46.20145, 0

reseau_2012, G, A,38,  11, 6.153161, 46.20144, 0

reseau_2012, G, A,38,  12, 6.153185, 46.20143, 0

reseau_2012, G, A,38,  13, 6.153212, 46.20142, 0

reseau_2012, G, A,39,  0, 6.19811, 46.23969, 0

reseau_2012, G, A,39,  1, 6.198386, 46.23986, 0

reseau_2012, G, A,40,  0, 6.159092, 46.20612, 0

reseau_2012, G, A,40,  1, 6.159236, 46.2062, 0

reseau_2012, G, A,41,  0, 6.183202, 46.2251, 0

reseau_2012, G, A,41,  1, 6.183651, 46.22569, 0

reseau_2012, G, A,41,  2, 6.184248, 46.2265, 0

reseau_2012, G, A,41,  3, 6.184577, 46.22684, 0

reseau_2012, G, A,41,  4, 6.184916, 46.22712, 0

reseau_2012, G, A,41,  5, 6.185544, 46.22759, 0

reseau_2012, G, A,41,  6, 6.185631, 46.22768, 0

reseau_2012, G, A,42,  0, 6.140051, 46.17048, 0

reseau_2012, G, A,42,  1, 6.139491, 46.17159, 0

reseau_2012, G, A,42,  2, 6.139379, 46.17175, 0

reseau_2012, G, A,42,  3, 6.139131, 46.17214, 0

reseau_2012, G, A,43,  0, 6.198386, 46.23986, 0

reseau_2012, G, A,43,  1, 6.198421, 46.23988, 0

reseau_2012, G, A,43,  2, 6.199286, 46.2404, 0

reseau_2012, G, A,43,  3, 6.200835, 46.24143, 0

reseau_2012, G, A,43,  4, 6.202496, 46.24263, 0

reseau_2012, G, A,43,  5, 6.202802, 46.24285, 0

reseau_2012, G, A,43,  6, 6.202811, 46.2429, 0

reseau_2012, G, A,44,  0, 6.230687, 46.26169, 0

