year,month,day,agencyid,servicedate,routeid,runid,tripstart,direction,stopsequencenr,stopid,stopnameshort,stopname,vehicletypeshort,vehicletype,vehiclenumber,passengerboardingtrip,passengeralightingtrip,passengerdifferencetrip,passengerboardingstop,passengeralightingstop,passengerloadstop
12,10,1,VBZ,20121001,10,17,69804,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3065,129,129,0,2,4,60
12,10,1,VBZ,20121001,10,12,85506,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,26,26,0,0,2,14
12,10,1,VBZ,20121001,10,12,75606,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,64,64,0,1,1,31
12,10,1,VBZ,20121001,10,12,50274,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,170,170,0,12,5,77
12,10,1,VBZ,20121001,10,12,24948,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,191,191,0,1,3,75
12,10,1,VBZ,20121001,10,12,65724,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,239,239,0,3,2,56
12,10,1,VBZ,20121001,10,12,30678,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,280,280,0,4,2,125
12,10,1,VBZ,20121001,10,12,40374,2,4,1100,HEGG,"ZÃ¼rich, Haldenegg",COBRA,VBZ Tram Cobra,3066,129,129,0,3,8,28
12,10,1,VBZ,20121001,10,17,69804,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3065,129,129,0,28,10,78
12,10,1,VBZ,20121001,10,12,30678,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,280,280,0,6,63,68
12,10,1,VBZ,20121001,10,12,65724,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,239,239,0,45,9,92
12,10,1,VBZ,20121001,10,12,24948,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,191,191,0,1,45,31
12,10,1,VBZ,20121001,10,12,59874,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,54,54,0,13,0,22
12,10,1,VBZ,20121001,10,12,75606,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,64,64,0,17,2,46
12,10,1,VBZ,20121001,10,12,40374,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,129,129,0,13,9,32
12,10,1,VBZ,20121001,10,12,85506,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,26,26,0,3,2,15
12,10,1,VBZ,20121001,10,12,50274,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3066,170,170,0,23,41,59
12,10,1,VBZ,20121001,10,17,60324,2,5,736,ETHZ,"ZÃ¼rich, ETH/UniversitÃ¤tsspital",COBRA,VBZ Tram Cobra,3065,236,236,0,30,7,83
12,10,1,VBZ,20121001,10,12,85506,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,26,26,0,0,2,13
12,10,1,VBZ,20121001,10,12,59874,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,54,54,0,9,1,30
12,10,1,VBZ,20121001,10,12,40374,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,129,129,0,0,4,28
12,10,1,VBZ,20121001,10,12,75606,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,64,64,0,2,5,43
12,10,1,VBZ,20121001,10,12,65724,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,239,239,0,13,10,95
12,10,1,VBZ,20121001,10,17,69804,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3065,129,129,0,6,9,75
12,10,1,VBZ,20121001,10,17,60324,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3065,236,236,0,8,6,85
12,10,1,VBZ,20121001,10,12,30678,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,280,280,0,7,18,57
12,10,1,VBZ,20121001,10,12,24948,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,191,191,0,5,17,19
12,10,1,VBZ,20121001,10,12,50274,2,6,1098,HALB,"ZÃ¼rich, Haldenbach",COBRA,VBZ Tram Cobra,3066,170,170,0,3,3,59
12,10,1,VBZ,20121001,10,12,24948,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,191,191,0,7,6,20
12,10,1,VBZ,20121001,10,12,85506,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,26,26,0,2,2,13
12,10,1,VBZ,20121001,10,12,50274,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,170,170,0,1,10,50
12,10,1,VBZ,20121001,10,12,40374,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,129,129,0,5,5,28
12,10,1,VBZ,20121001,10,12,30678,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,280,280,0,4,10,51
12,10,1,VBZ,20121001,10,12,75606,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,64,64,0,1,8,36
12,10,1,VBZ,20121001,10,12,59874,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,54,54,0,0,4,26
12,10,1,VBZ,20121001,10,17,60324,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3065,236,236,0,4,20,69
12,10,1,VBZ,20121001,10,17,69804,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3065,129,129,0,5,16,64
12,10,1,VBZ,20121001,10,12,65724,2,7,2924,WINK,"ZÃ¼rich, Winkelriedstrasse",COBRA,VBZ Tram Cobra,3066,239,239,0,4,15,84
12,10,1,VBZ,20121001,10,12,85506,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,26,26,0,1,0,14
12,10,1,VBZ,20121001,10,12,40374,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,129,129,0,8,5,31
12,10,1,VBZ,20121001,10,12,59874,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,54,54,0,2,3,25
12,10,1,VBZ,20121001,10,12,50274,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,170,170,0,7,7,50
12,10,1,VBZ,20121001,10,12,30678,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,280,280,0,12,3,60
12,10,1,VBZ,20121001,10,12,65724,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,239,239,0,29,22,91
12,10,1,VBZ,20121001,10,17,69804,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3065,129,129,0,3,10,57
12,10,1,VBZ,20121001,10,12,24948,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,191,191,0,8,3,25
12,10,1,VBZ,20121001,10,12,75606,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3066,64,64,0,1,6,31
12,10,1,VBZ,20121001,10,17,60324,2,8,2367,RIGI,"ZÃ¼rich, Seilbahn Rigiblick",COBRA,VBZ Tram Cobra,3065,236,236,0,9,22,56
12,10,1,VBZ,20121001,10,12,40374,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,129,129,0,0,3,28
12,10,1,VBZ,20121001,10,12,59874,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,54,54,0,1,2,24
12,10,1,VBZ,20121001,10,12,50274,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,170,170,0,2,3,49
12,10,1,VBZ,20121001,10,17,60324,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3065,236,236,0,1,6,51
12,10,1,VBZ,20121001,10,12,24948,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,191,191,0,1,0,26
12,10,1,VBZ,20121001,10,12,65724,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,239,239,0,2,3,90
12,10,1,VBZ,20121001,10,17,69804,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3065,129,129,0,0,2,55
12,10,1,VBZ,20121001,10,12,85506,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,26,26,0,0,1,13
12,10,1,VBZ,20121001,10,12,30678,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,280,280,0,2,0,62
12,10,1,VBZ,20121001,10,12,75606,2,9,1399,KINK,"ZÃ¼rich, Kinkelstrasse",COBRA,VBZ Tram Cobra,3066,64,64,0,0,1,30
12,10,1,VBZ,20121001,10,12,24948,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,191,191,0,1,0,27
12,10,1,VBZ,20121001,10,12,75606,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,64,64,0,0,2,28
12,10,1,VBZ,20121001,10,12,59874,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,54,54,0,0,0,24
12,10,1,VBZ,20121001,10,12,50274,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,170,170,0,3,3,49
12,10,1,VBZ,20121001,10,17,60324,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3065,236,236,0,4,4,51
12,10,1,VBZ,20121001,10,12,40374,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,129,129,0,4,4,28
12,10,1,VBZ,20121001,10,17,69804,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3065,129,129,0,0,7,48
12,10,1,VBZ,20121001,10,12,30678,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,280,280,0,0,3,59
12,10,1,VBZ,20121001,10,12,65724,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,239,239,0,4,10,84
12,10,1,VBZ,20121001,10,12,85506,2,10,1550,LETZ,"ZÃ¼rich, Letzistrasse",COBRA,VBZ Tram Cobra,3066,26,26,0,0,3,10
12,10,1,VBZ,20121001,10,12,24948,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,191,191,0,2,1,28
12,10,1,VBZ,20121001,10,12,59874,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,54,54,0,0,0,24
12,10,1,VBZ,20121001,10,12,50274,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,170,170,0,2,5,46
12,10,1,VBZ,20121001,10,12,40374,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,129,129,0,1,5,24
12,10,1,VBZ,20121001,10,12,65724,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,239,239,0,3,7,80
12,10,1,VBZ,20121001,10,17,60324,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3065,236,236,0,1,3,49
12,10,1,VBZ,20121001,10,12,30678,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,280,280,0,4,1,62
12,10,1,VBZ,20121001,10,12,75606,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,64,64,0,0,1,27
12,10,1,VBZ,20121001,10,12,85506,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3066,26,26,0,0,2,8
12,10,1,VBZ,20121001,10,17,69804,2,11,1507,LANM,"ZÃ¼rich, Langmauerstrasse",COBRA,VBZ Tram Cobra,3065,129,129,0,0,4,44
12,10,1,VBZ,20121001,10,12,65724,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,239,239,0,10,6,84
12,10,1,VBZ,20121001,10,12,40374,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,129,129,0,3,3,24
12,10,1,VBZ,20121001,10,12,59874,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,54,54,0,0,2,22
12,10,1,VBZ,20121001,10,12,75606,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,64,64,0,1,1,27
12,10,1,VBZ,20121001,10,12,30678,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,280,280,0,0,26,36
12,10,1,VBZ,20121001,10,12,50274,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,170,170,0,3,5,44
12,10,1,VBZ,20121001,10,17,60324,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3065,236,236,0,11,2,58
12,10,1,VBZ,20121001,10,17,69804,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3065,129,129,0,4,1,47
12,10,1,VBZ,20121001,10,12,85506,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,26,26,0,0,0,8
12,10,1,VBZ,20121001,10,12,24948,2,12,1334,IRCH,"ZÃ¼rich, UniversitÃ¤t Irchel",COBRA,VBZ Tram Cobra,3066,191,191,0,0,3,25
12,10,1,VBZ,20121001,10,12,65724,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,239,239,0,4,12,76
12,10,1,VBZ,20121001,10,12,24948,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,191,191,0,17,6,36
12,10,1,VBZ,20121001,10,12,30678,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,280,280,0,8,5,39
12,10,1,VBZ,20121001,10,12,59874,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,54,54,0,0,8,14
12,10,1,VBZ,20121001,10,12,40374,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,129,129,0,8,4,28
12,10,1,VBZ,20121001,10,17,69804,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3065,129,129,0,5,12,40
12,10,1,VBZ,20121001,10,12,75606,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,64,64,0,0,4,23
12,10,1,VBZ,20121001,10,12,50274,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,170,170,0,13,7,50
12,10,1,VBZ,20121001,10,12,85506,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3066,26,26,0,4,2,10
12,10,1,VBZ,20121001,10,17,60324,2,13,1643,MIBU,"ZÃ¼rich, Milchbuck",COBRA,VBZ Tram Cobra,3065,236,236,0,7,9,56
12,10,1,VBZ,20121001,10,12,24948,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,191,191,0,0,0,36
12,10,1,VBZ,20121001,10,12,50274,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,170,170,0,3,0,53
12,10,1,VBZ,20121001,10,12,30678,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,280,280,0,2,2,39
12,10,1,VBZ,20121001,10,17,60324,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3065,236,236,0,2,2,56
12,10,1,VBZ,20121001,10,12,59874,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,54,54,0,0,1,13
12,10,1,VBZ,20121001,10,12,40374,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,129,129,0,4,1,31
12,10,1,VBZ,20121001,10,17,69804,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3065,129,129,0,1,3,38
12,10,1,VBZ,20121001,10,12,65724,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,239,239,0,0,4,72
12,10,1,VBZ,20121001,10,12,75606,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,64,64,0,0,2,21
12,10,1,VBZ,20121001,10,12,85506,2,14,1215,HIRS,"ZÃ¼rich, Hirschwiesenstrasse",COBRA,VBZ Tram Cobra,3066,26,26,0,0,0,10
12,10,1,VBZ,20121001,10,12,24948,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,191,191,0,4,2,38
12,10,1,VBZ,20121001,10,12,40374,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,129,129,0,7,2,36
12,10,1,VBZ,20121001,10,12,50274,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,170,170,0,8,6,55
12,10,1,VBZ,20121001,10,17,69804,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3065,129,129,0,2,8,32
12,10,1,VBZ,20121001,10,12,65724,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,239,239,0,6,8,70
12,10,1,VBZ,20121001,10,17,60324,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3065,236,236,0,18,3,71
12,10,1,VBZ,20121001,10,12,85506,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,26,26,0,0,1,9
12,10,1,VBZ,20121001,10,12,30678,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,280,280,0,2,12,29
12,10,1,VBZ,20121001,10,12,75606,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,64,64,0,0,4,17
12,10,1,VBZ,20121001,10,12,59874,2,15,465,BERN,"ZÃ¼rich, Berninaplatz",COBRA,VBZ Tram Cobra,3066,54,54,0,1,1,13
12,10,1,VBZ,20121001,10,12,30678,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,280,280,0,4,2,31
12,10,1,VBZ,20121001,10,17,60324,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3065,236,236,0,2,2,71
12,10,1,VBZ,20121001,10,12,59874,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,54,54,0,0,1,12
12,10,1,VBZ,20121001,10,12,50274,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,170,170,0,0,1,54
12,10,1,VBZ,20121001,10,12,85506,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,26,26,0,0,0,9
12,10,1,VBZ,20121001,10,12,75606,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,64,64,0,0,2,15
12,10,1,VBZ,20121001,10,12,24948,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,191,191,0,3,3,38
12,10,1,VBZ,20121001,10,12,40374,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,129,129,0,1,3,34
12,10,1,VBZ,20121001,10,12,65724,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3066,239,239,0,0,5,65
12,10,1,VBZ,20121001,10,17,69804,2,16,2151,SALE,"ZÃ¼rich, Salersteig",COBRA,VBZ Tram Cobra,3065,129,129,0,1,3,30
12,10,1,VBZ,20121001,10,12,24948,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,191,191,0,23,11,50
12,10,1,VBZ,20121001,10,17,60324,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3065,236,236,0,11,45,37
12,10,1,VBZ,20121001,10,12,30678,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,280,280,0,15,6,40
12,10,1,VBZ,20121001,10,17,69804,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3065,129,129,0,5,23,12
12,10,1,VBZ,20121001,10,12,40374,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,129,129,0,13,22,25
12,10,1,VBZ,20121001,10,12,85506,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,26,26,0,0,4,5
12,10,1,VBZ,20121001,10,12,59874,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,54,54,0,2,8,6
12,10,1,VBZ,20121001,10,12,50274,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,170,170,0,7,31,30
12,10,1,VBZ,20121001,10,12,75606,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,64,64,0,0,4,11
12,10,1,VBZ,20121001,10,12,65724,2,17,2572,SOER,"ZÃ¼rich, Sternen Oerlikon",COBRA,VBZ Tram Cobra,3066,239,239,0,8,28,45
12,10,1,VBZ,20121001,10,12,24948,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,191,191,0,16,4,62
12,10,1,VBZ,20121001,10,17,60324,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3065,236,236,0,12,14,35
12,10,1,VBZ,20121001,10,12,50274,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,170,170,0,2,7,25
12,10,1,VBZ,20121001,10,17,69804,2,18,3034,BOER,"ZÃ¼rich, Bahnhof Oerlikon",COBRA,VBZ Tram Cobra,3065,129,129,0,0,12,0
12,10,1,VBZ,20121001,10,12,30678,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,280,280,0,50,6,84
12,10,1,VBZ,20121001,10,12,59874,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,54,54,0,0,2,4
12,10,1,VBZ,20121001,10,12,40374,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,129,129,0,0,7,18
12,10,1,VBZ,20121001,10,12,85506,2,18,3034,BOER,"ZÃ¼rich, Bahnhof Oerlikon",COBRA,VBZ Tram Cobra,3066,26,26,0,0,5,0
12,10,1,VBZ,20121001,10,12,75606,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,64,64,0,2,5,8
12,10,1,VBZ,20121001,10,12,65724,2,18,3447,BOEO,"ZÃ¼rich, Bahnhof Oerlikon Ost",COBRA,VBZ Tram Cobra,3066,239,239,0,12,16,41
12,10,1,VBZ,20121001,10,12,24948,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,191,191,0,2,8,56
12,10,1,VBZ,20121001,10,12,59874,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,54,54,0,3,0,7
12,10,1,VBZ,20121001,10,17,60324,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3065,236,236,0,7,10,32
12,10,1,VBZ,20121001,10,12,50274,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,170,170,0,1,1,25
12,10,1,VBZ,20121001,10,12,40374,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,129,129,0,5,2,21
12,10,1,VBZ,20121001,10,12,75606,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,64,64,0,1,1,8
12,10,1,VBZ,20121001,10,12,30678,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,280,280,0,1,9,76
12,10,1,VBZ,20121001,10,12,65724,2,19,1552,LEUT,"ZÃ¼rich, Leutschenbach",COBRA,VBZ Tram Cobra,3066,239,239,0,3,3,41
12,10,1,VBZ,20121001,10,12,24948,2,20,6459,ZOER,"ZÃ¼rich, Oerlikerhus",COBRA,VBZ Tram Cobra,3066,191,191,0,2,10,48
12,10,1,VBZ,20121001,10,12,59874,2,20,6459,ZOER,"ZÃ¼rich, Oerlikerhus",COBRA,VBZ Tram Cobra,3066,54,54,0,2,0,9
12,10,1,VBZ,20121001,10,12,40374,2,20,6459,ZOER,"ZÃ¼rich, Oerlikerhus",COBRA,VBZ Tram Cobra,3066,129,129,0,1,1,21
