year,month,day,hour,minute,second,delta_time,agencyid,date,route_code,servicevehicle,tripid,vehicleid,patternid,tripdirection,triplength,stopsequencenr,stopcode,stoplength,stoptimeschedule,stoptimereal,passengercounttripup,passengercounttripdown,passengercountstopup,passengercountstopdown,passengerloadstop,passengercountdoor1up,passengercountdoor1down,passengercountdoor2up,passengercountdoor2down,passengercountdoor3up,passengercountdoor3down,passengercountdoor4up,passengercountdoor4down,passengercountdoor5up,passengercountdoor5down,passengercountdoor6up,passengercountdoor6down,isredirection,isdelocalization,isrelocatization
12,10,1,0,7,45,-107,TPG,2012-10-01 00:00:00,7,7-12,27096746,706,56,A,6841,19,CLIG00,6296,2012-10-02 00:05:58,2012-10-02 00:07:45,16,16,1,4,1,0,1,0,1,1,1,0,1,0,0,0,0,N,N,N
12,10,1,0,7,46,-112,TPG,2012-10-01 00:00:00,S,S-10,27099242,20943,34,A,12086,11,PRBE03,4822,2012-10-02 00:05:54,2012-10-02 00:07:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,46,-65,TPG,2012-10-01 00:00:00,22,22-23,27092263,108,29,R,10902,18,ROUS01,8648,2012-10-02 00:06:41,2012-10-02 00:07:46,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,47,93,TPG,2012-10-01 00:00:00,2,6-16,27096435,745,82,R,8353,10,JOCT07,3677,2012-10-02 00:09:20,2012-10-02 00:07:47,12,13,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,47,53,TPG,2012-10-01 00:00:00,22,22-32,27092355,118,32,A,10803,16,ESRT03,6871,2012-10-02 00:08:40,2012-10-02 00:07:47,10,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,49,87,TPG,2012-10-01 00:00:00,9,1-4,27080477,1182,34,A,10774,11,CUIS00,3424,2012-10-01 00:09:16,2012-10-01 00:07:49,16,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,49,31,TPG,2012-10-01 00:00:00,7,7-1,27084745,733,56,A,6841,4,RIVE02,1069,2012-10-01 00:08:20,2012-10-01 00:07:49,7,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,7,49,11,TPG,2012-10-01 00:00:00,15,12-19,27100444,881,3,R,7892,2,SIMO01,257,2012-10-01 00:08:00,2012-10-01 00:07:49,33,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,50,-61,TPG,2012-10-01 00:00:00,8,8-4,27084956,1134,75,R,10871,5,BGOU01,1458,2012-10-01 00:06:49,2012-10-01 00:07:50,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,51,67,TPG,2012-10-01 00:00:00,7,7-7,27096904,731,57,R,6952,12,ORMA01,4147,2012-10-02 00:08:58,2012-10-02 00:07:51,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,51,-16,TPG,2012-10-01 00:00:00,3,3-9,27083292,731,70,R,7626,8,ATHE01,2033,2012-10-01 00:07:35,2012-10-01 00:07:51,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,51,-19,TPG,2012-10-01 00:00:00,K,L-23,27099083,528,25,A,16845,19,PASS00,9938,2012-10-02 00:07:32,2012-10-02 00:07:51,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,51,-31,TPG,2012-10-01 00:00:00,14,14C-60,27090700,894,90,R,13138,15,CVIN10,7230,2012-10-02 00:07:20,2012-10-02 00:07:51,23,20,6,6,9,1,0,2,0,0,0,3,6,0,0,0,0,N,N,N
12,10,1,0,7,51,129,TPG,2012-10-01 00:00:00,14,14-59,27090335,876,23,R,12885,23,ONEX00,11644,2012-10-02 00:10:00,2012-10-02 00:07:51,34,40,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,N,N,N
12,10,1,0,7,52,48,TPG,2012-10-01 00:00:00,12,12-20,27081507,870,6,A,10184,6,CRGE00,2116,2012-10-01 00:08:40,2012-10-01 00:07:52,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,52,114,TPG,2012-10-01 00:00:00,12,12-10,27081217,867,16,A,1178,3,TRBL00,753,2012-10-01 00:09:46,2012-10-01 00:07:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,52,208,TPG,2012-10-01 00:00:00,7,7-5,27084855,762,34,A,3547,4,RIVE02,1069,2012-10-01 00:11:20,2012-10-01 00:07:52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,52,228,TPG,2012-10-01 00:00:00,15,15-83,27091133,878,3,R,7892,10,PLPA07,3391,2012-10-02 00:11:40,2012-10-02 00:07:52,21,23,2,5,7,0,2,1,3,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,52,258,TPG,2012-10-01 00:00:00,14,14C-52,27090578,881,90,R,13138,24,MRCH01,10355,2012-10-02 00:12:10,2012-10-02 00:07:52,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,53,68,TPG,2012-10-01 00:00:00,21,21-51,27091959,1154,33,R,11951,20,GCHN02,9699,2012-10-02 00:09:01,2012-10-02 00:07:53,7,9,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,53,67,TPG,2012-10-01 00:00:00,10,10-4,27080851,786,67,A,6338,7,BOHT03,2152,2012-10-01 00:09:00,2012-10-01 00:07:53,19,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,56,-56,TPG,2012-10-01 00:00:00,14,14-41,27089999,870,6,A,12788,22,BLDO00,10075,2012-10-02 00:07:00,2012-10-02 00:07:56,46,44,3,5,17,0,0,0,3,3,1,0,1,0,0,0,0,N,N,N
12,10,1,0,7,57,3,TPG,2012-10-01 00:00:00,A,A-3,27085336,1105,6,A,5213,1,ROUE03,0,2012-10-01 00:08:00,2012-10-01 00:07:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,57,-17,TPG,2012-10-01 00:00:00,14,14C-65,27082357,872,90,R,13138,2,HTOU01,965,2012-10-01 00:07:40,2012-10-01 00:07:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,57,25,TPG,2012-10-01 00:00:00,14,14-53,27082176,876,21,R,12885,4,JALP01,1603,2012-10-01 00:08:22,2012-10-01 00:07:57,31,32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,7,59,-79,TPG,2012-10-01 00:00:00,14,14-44,27090079,868,21,R,12885,15,BAIR02,7190,2012-10-02 00:06:40,2012-10-02 00:07:59,41,43,4,4,13,0,1,2,2,2,0,0,1,0,0,0,0,N,N,N
12,10,1,0,8,0,0,TPG,2012-10-01 00:00:00,5,5-7,27084275,172,49,R,11541,1,AERO00,0,2012-10-01 00:08:00,2012-10-01 00:08:00,26,21,12,0,12,2,0,10,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,3,-8,TPG,2012-10-01 00:00:00,G,E-3,27085553,1147,55,A,12759,8,BOIS00,4602,2012-10-01 00:07:55,2012-10-01 00:08:03,14,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,4,76,TPG,2012-10-01 00:00:00,14,14-51,27090210,874,23,R,12885,11,POTE00,5796,2012-10-02 00:09:20,2012-10-02 00:08:04,31,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,4,67,TPG,2012-10-01 00:00:00,8,8-7,27097256,185,6,A,10636,29,SACO00,10387,2012-10-02 00:09:11,2012-10-02 00:08:04,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,7,50,TPG,2012-10-01 00:00:00,L,L-21,27085756,1122,27,R,15145,7,REFT01,2645,2012-10-01 00:08:57,2012-10-01 00:08:07,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,7,87,TPG,2012-10-01 00:00:00,2,6-9,27084713,737,80,A,8003,5,RLAC00,1408,2012-10-01 00:09:34,2012-10-01 00:08:07,15,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,8,8,52,TPG,2012-10-01 00:00:00,3,3-1,27092834,757,67,A,7997,13,COUT00,4655,2012-10-02 00:09:00,2012-10-02 00:08:08,17,17,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,8,132,TPG,2012-10-01 00:00:00,5,5-25,27095441,1136,49,R,11541,25,MALA02,9598,2012-10-02 00:10:20,2012-10-02 00:08:08,24,19,0,2,10,0,0,0,0,0,2,0,0,0,0,0,0,N,N,N
12,10,1,0,8,9,78,TPG,2012-10-01 00:00:00,11,11-76,27089260,115,17,A,8883,15,VRNT00,5512,2012-10-02 00:09:27,2012-10-02 00:08:09,9,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,9,31,TPG,2012-10-01 00:00:00,42,42-1,27083607,523,43,R,14301,9,SEVI01,3522,2012-10-01 00:08:40,2012-10-01 00:08:09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,11,-133,TPG,2012-10-01 00:00:00,V,V-8,27099621,20378,8,A,15766,17,CLYS00,5950,2012-10-02 00:05:58,2012-10-02 00:08:11,13,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,12,-95,TPG,2012-10-01 00:00:00,8,8-17,27097080,1178,5,A,11806,11,CPLT00,4004,2012-10-02 00:06:37,2012-10-02 00:08:12,15,18,4,0,7,0,0,3,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,12,8,TPG,2012-10-01 00:00:00,23,22-1,27082811,144,14,R,11995,7,GDLA01,1940,2012-10-01 00:08:20,2012-10-01 00:08:12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,12,-84,TPG,2012-10-01 00:00:00,28,28-4,27092718,20498,4,A,11390,10,SUSE00,3627,2012-10-02 00:06:48,2012-10-02 00:08:12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,14,-14,TPG,2012-10-01 00:00:00,3,3-5,27083230,756,59,R,5148,1,CCHA00,0,2012-10-01 00:08:00,2012-10-01 00:08:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,14,26,TPG,2012-10-01 00:00:00,1,9-73,27097693,121,49,R,7379,11,CIRQ00,3449,2012-10-02 00:08:40,2012-10-02 00:08:14,15,16,0,2,5,0,1,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,8,15,45,TPG,2012-10-01 00:00:00,15,15-81,27114106,871,3,R,7892,22,BHET00,7892,2012-10-02 00:09:00,2012-10-02 00:08:15,38,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,16,-63,TPG,2012-10-01 00:00:00,22,22-23,27092263,108,29,R,10902,19,MERV01,8837,2012-10-02 00:07:13,2012-10-02 00:08:16,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,17,43,TPG,2012-10-01 00:00:00,12,15-85,27091187,879,22,R,10413,17,PLPA02,6016,2012-10-02 00:09:00,2012-10-02 00:08:17,48,34,4,10,16,1,3,1,6,2,1,0,0,0,0,0,0,N,N,N
12,10,1,0,8,19,-56,TPG,2012-10-01 00:00:00,8,8-4,27084956,1134,75,R,10871,6,SVEY02,1746,2012-10-01 00:07:23,2012-10-01 00:08:19,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,20,36,TPG,2012-10-01 00:00:00,3,3-4,27093131,759,70,R,7626,20,PSAC01,6106,2012-10-02 00:08:56,2012-10-02 00:08:20,27,28,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,8,21,-44,TPG,2012-10-01 00:00:00,15,12-7,27081845,1808,1,A,6832,6,JPTH01,1940,2012-10-01 00:07:37,2012-10-01 00:08:21,15,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,21,-81,TPG,2012-10-01 00:00:00,28,28-7,27092793,20482,7,R,12355,11,BLDO02,3612,2012-10-02 00:07:00,2012-10-02 00:08:21,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,21,19,TPG,2012-10-01 00:00:00,5,5-26,27095459,195,49,R,11541,13,CVIN01,5586,2012-10-02 00:08:40,2012-10-02 00:08:21,14,12,1,1,6,0,0,0,1,0,0,1,0,0,0,0,0,N,Y,Y
12,10,1,0,8,21,-41,TPG,2012-10-01 00:00:00,11,11-21,27088887,1162,18,R,8598,12,SEUJ01,4985,2012-10-02 00:07:40,2012-10-02 00:08:21,7,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,22,38,TPG,2012-10-01 00:00:00,21,21-54,27082748,514,31,A,11616,10,GETE01,2997,2012-10-01 00:09:00,2012-10-01 00:08:22,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,22,68,TPG,2012-10-01 00:00:00,12,12-11,27089409,1812,27,R,8101,21,ANCI01,7208,2012-10-02 00:09:30,2012-10-02 00:08:22,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,23,-143,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,18,CIPO00,8699,2012-10-02 00:06:00,2012-10-02 00:08:23,11,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,25,121,TPG,2012-10-01 00:00:00,21,21-64,27092146,1133,33,R,11951,9,FONT01,3662,2012-10-02 00:10:26,2012-10-02 00:08:25,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,27,-27,TPG,2012-10-01 00:00:00,151,151-2,27091196,537,2,A,16619,3,GZIM01,6867,2012-10-02 00:08:00,2012-10-02 00:08:27,23,26,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,8,29,32,TPG,2012-10-01 00:00:00,15,15-74,27090892,862,1,A,6832,13,GOUL00,4458,2012-10-02 00:09:01,2012-10-02 00:08:29,40,40,0,4,17,0,1,0,3,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,29,89,TPG,2012-10-01 00:00:00,12,14-43a,27114192,892,22,R,10413,11,VILL01,4069,2012-10-02 00:09:58,2012-10-02 00:08:29,20,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,30,-70,TPG,2012-10-01 00:00:00,14,14C-67,27090749,865,59,A,8298,16,HTOU00,7326,2012-10-02 00:07:20,2012-10-02 00:08:30,13,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,31,-13,TPG,2012-10-01 00:00:00,K,L-23,27099083,528,25,A,16845,20,CEAU00,10444,2012-10-02 00:08:18,2012-10-02 00:08:31,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,32,-88,TPG,2012-10-01 00:00:00,28,28-4,27092718,20498,4,A,11390,11,PR4700,3747,2012-10-02 00:07:04,2012-10-02 00:08:32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,32,-8,TPG,2012-10-01 00:00:00,G,E-3,27085553,1147,55,A,12759,9,BLTE00,4952,2012-10-01 00:08:24,2012-10-01 00:08:32,14,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,32,68,TPG,2012-10-01 00:00:00,8,8-7,27097256,185,6,A,10636,30,VRDO00,10636,2012-10-02 00:09:40,2012-10-02 00:08:32,9,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,8,33,24,TPG,2012-10-01 00:00:00,12,12-21,27081557,862,35,R,9607,7,AMDO01,2527,2012-10-01 00:08:57,2012-10-01 00:08:33,10,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,33,,TPG,2012-10-01 00:00:00,9,1-54,27088175,140,34,A,10774,12,MTCH00,3768,,2012-10-02 00:08:33,19,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,8,33,-13,TPG,2012-10-01 00:00:00,V,V-5,27099571,20390,9,R,15484,34,NATI14,14301,2012-10-02 00:08:20,2012-10-02 00:08:33,6,8,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,N,N,N
12,10,1,0,8,34,46,TPG,2012-10-01 00:00:00,15,15-71,27090786,869,3,R,7892,15,ETOI02,5186,2012-10-02 00:09:20,2012-10-02 00:08:34,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,36,2,TPG,2012-10-01 00:00:00,3,3-9,27083292,731,70,R,7626,9,PLEY01,2281,2012-10-01 00:08:38,2012-10-01 00:08:36,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,36,-136,TPG,2012-10-01 00:00:00,10,10-3,27088614,788,72,R,6689,13,BOHT00,4488,2012-10-02 00:06:20,2012-10-02 00:08:36,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,36,24,TPG,2012-10-01 00:00:00,1,1-9,27080675,1161,49,R,7379,1,JARB00,0,2012-10-01 00:09:00,2012-10-01 00:08:36,16,17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,37,-35,TPG,2012-10-01 00:00:00,12,12-1,27081185,875,22,R,10413,2,GSON01,588,2012-10-01 00:08:02,2012-10-01 00:08:37,19,21,3,0,4,0,0,0,0,1,0,2,0,0,0,0,0,N,N,N
12,10,1,0,8,39,-89,TPG,2012-10-01 00:00:00,S,S-10,27099242,20943,34,A,12086,12,VUIL00,5105,2012-10-02 00:07:10,2012-10-02 00:08:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,39,-136,TPG,2012-10-01 00:00:00,2,2-11,27091727,756,80,A,8003,18,CBAC02,6516,2012-10-02 00:06:23,2012-10-02 00:08:39,24,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,39,71,TPG,2012-10-01 00:00:00,21,21-55,27092048,1134,31,A,11616,27,PMEY00,10844,2012-10-02 00:09:50,2012-10-02 00:08:39,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,41,79,TPG,2012-10-01 00:00:00,10,10-5,27080891,784,72,R,6689,2,PLEV00,382,2012-10-01 00:10:00,2012-10-01 00:08:41,19,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,41,-3,TPG,2012-10-01 00:00:00,6,6-14,27096366,764,32,A,9086,16,MTBL00,6097,2012-10-02 00:08:38,2012-10-02 00:08:41,15,14,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,N,N,N
12,10,1,0,8,41,102,TPG,2012-10-01 00:00:00,7,7-7,27096904,731,57,R,6952,13,ISAM01,4432,2012-10-02 00:10:23,2012-10-02 00:08:41,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,43,1,TPG,2012-10-01 00:00:00,9,1-11,27080358,1149,36,R,11207,3,BARD00,996,2012-10-01 00:08:44,2012-10-01 00:08:43,21,17,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,44,4,TPG,2012-10-01 00:00:00,1,9-18,27097347,1137,46,A,5929,13,MOTU00,4116,2012-10-02 00:08:48,2012-10-02 00:08:44,15,15,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,47,-67,TPG,2012-10-01 00:00:00,21,21-56,27082779,521,33,R,11951,7,BMON01,2711,2012-10-01 00:07:40,2012-10-01 00:08:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,47,13,TPG,2012-10-01 00:00:00,14,14-46,27082043,886,93,R,12415,1,GRVI02,0,2012-10-01 00:09:00,2012-10-01 00:08:47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,47,13,TPG,2012-10-01 00:00:00,5,5-9,27084335,197,71,A,11960,1,TVDO00,0,2012-10-01 00:09:00,2012-10-01 00:08:47,10,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,47,-147,TPG,2012-10-01 00:00:00,4,4-8,27094049,511,33,A,9083,6,ETOI00,3356,2012-10-02 00:06:20,2012-10-02 00:08:47,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,49,-9,TPG,2012-10-01 00:00:00,12,15-79,27091034,1807,6,A,10184,20,ROCH00,6620,2012-10-02 00:08:40,2012-10-02 00:08:49,56,56,0,3,35,0,0,0,0,0,3,0,0,0,0,0,0,N,N,N
12,10,1,0,8,49,31,TPG,2012-10-01 00:00:00,14,14C-49,27090530,880,90,R,13138,8,AVAN01,4152,2012-10-02 00:09:20,2012-10-02 00:08:49,31,27,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,49,113,TPG,2012-10-01 00:00:00,3,3-4,27083197,751,67,A,7997,4,CODN00,1392,2012-10-01 00:10:42,2012-10-01 00:08:49,17,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,49,55,TPG,2012-10-01 00:00:00,12,12-20,27081507,870,6,A,10184,7,ANCI00,2375,2012-10-01 00:09:44,2012-10-01 00:08:49,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,50,35,TPG,2012-10-01 00:00:00,7,7-1,27084745,733,56,A,6841,5,METR00,1379,2012-10-01 00:09:25,2012-10-01 00:08:50,7,7,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,50,90,TPG,2012-10-01 00:00:00,2,6-9,27084713,737,80,A,8003,6,PLEV00,1639,2012-10-01 00:10:20,2012-10-01 00:08:50,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,51,29,TPG,2012-10-01 00:00:00,15,12-19,27100444,881,3,R,7892,3,FRCE03,597,2012-10-01 00:09:20,2012-10-01 00:08:51,33,31,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,51,76,TPG,2012-10-01 00:00:00,14,14-44,27082016,883,91,A,10880,7,PTLA01,2931,2012-10-01 00:10:07,2012-10-01 00:08:51,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,51,-139,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,19,PPAL00,9007,2012-10-02 00:06:32,2012-10-02 00:08:51,11,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,51,-34,TPG,2012-10-01 00:00:00,5,5-27,27095480,538,71,A,11960,14,MLRD00,4737,2012-10-02 00:08:17,2012-10-02 00:08:51,33,26,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,51,212,TPG,2012-10-01 00:00:00,7,7-5,27084855,762,34,A,3547,5,METR00,1379,2012-10-01 00:12:23,2012-10-01 00:08:51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,51,-4,TPG,2012-10-01 00:00:00,6,6-23,27096571,753,34,R,8610,11,DOLE00,3765,2012-10-02 00:08:47,2012-10-02 00:08:51,23,21,1,0,15,0,0,0,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,8,53,25,TPG,2012-10-01 00:00:00,42,42-1,27083607,523,43,R,14301,10,CTNT01,3797,2012-10-01 00:09:18,2012-10-01 00:08:53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,55,37,TPG,2012-10-01 00:00:00,3,3-4,27093131,759,70,R,7626,21,TOUR01,6282,2012-10-02 00:09:32,2012-10-02 00:08:55,27,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,56,73,TPG,2012-10-01 00:00:00,21,21-51,27091959,1154,33,R,11951,21,VDUR00,10070,2012-10-02 00:10:09,2012-10-02 00:08:56,7,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,58,-59,TPG,2012-10-01 00:00:00,28,28-7,27092793,20482,7,R,12355,12,GDHA01,3934,2012-10-02 00:07:59,2012-10-02 00:08:58,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,8,59,-99,TPG,2012-10-01 00:00:00,V,V-8,27099621,20378,8,A,15766,18,COLO00,6609,2012-10-02 00:07:20,2012-10-02 00:08:59,13,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,0,20,TPG,2012-10-01 00:00:00,L,L-21,27085756,1122,27,R,15145,8,SEZG01,2822,2012-10-01 00:09:20,2012-10-01 00:09:00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,0,-137,TPG,2012-10-01 00:00:00,5,5-30,27095549,1168,71,A,11960,24,INTR00,8253,2012-10-02 00:06:43,2012-10-02 00:09:00,24,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,0,-100,TPG,2012-10-01 00:00:00,7,7-12,27096746,706,56,A,6841,20,TLIG00,6841,2012-10-02 00:07:20,2012-10-02 00:09:00,16,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,9,1,-8,TPG,2012-10-01 00:00:00,V,V-5,27099571,20390,9,R,15484,35,VRBE02,14500,2012-10-02 00:08:53,2012-10-02 00:09:01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,1,29,TPG,2012-10-01 00:00:00,21,21-54,27082748,514,31,A,11616,11,UBER01,3191,2012-10-01 00:09:30,2012-10-01 00:09:01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,2,-22,TPG,2012-10-01 00:00:00,1,1-10,27080332,179,46,A,5929,5,CLAP00,1163,2012-10-01 00:08:40,2012-10-01 00:09:02,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,9,3,35,TPG,2012-10-01 00:00:00,22,22-32,27092355,118,32,A,10803,17,PRMO00,7232,2012-10-02 00:09:38,2012-10-02 00:09:03,10,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
