year,month,day,hour,minute,second,delta_time,agencyid,date,route_code,servicevehicle,tripid,vehicleid,patternid,tripdirection,triplength,stopsequencenr,stopcode,stoplength,stoptimeschedule,stoptimereal,passengercounttripup,passengercounttripdown,passengercountstopup,passengercountstopdown,passengerloadstop,passengercountdoor1up,passengercountdoor1down,passengercountdoor2up,passengercountdoor2down,passengercountdoor3up,passengercountdoor3down,passengercountdoor4up,passengercountdoor4down,passengercountdoor5up,passengercountdoor5down,passengercountdoor6up,passengercountdoor6down,isredirection,isdelocalization,isrelocatization
12,10,1,0,6,13,67,TPG,2012-10-01 00:00:00,21,21-64,27092146,1133,33,R,11951,7,BMON01,2711,2012-10-02 00:07:20,2012-10-02 00:06:13,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,14,-122,TPG,2012-10-01 00:00:00,14,14C-67,27090749,865,59,A,8298,14,BOLA00,6401,2012-10-02 00:04:12,2012-10-02 00:06:14,13,13,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,6,15,45,TPG,2012-10-01 00:00:00,10,10-5,27080891,784,72,R,6689,1,RIVE01,0,2012-10-01 00:07:00,2012-10-01 00:06:15,19,17,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,15,5,TPG,2012-10-01 00:00:00,3,3-4,27093131,759,70,R,7626,18,TRMB01,5352,2012-10-02 00:06:20,2012-10-02 00:06:15,27,28,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,16,44,TPG,2012-10-01 00:00:00,12,12-20,27081507,870,6,A,10184,5,STAL00,1491,2012-10-01 00:07:00,2012-10-01 00:06:16,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,16,46,TPG,2012-10-01 00:00:00,15,15-71,27090786,869,3,R,7892,13,INDT00,4570,2012-10-02 00:07:02,2012-10-02 00:06:16,30,35,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,N,N,N
12,10,1,0,6,17,63,TPG,2012-10-01 00:00:00,22,22-32,27092355,118,32,A,10803,14,CBAC00,6173,2012-10-02 00:07:20,2012-10-02 00:06:17,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,17,-12,TPG,2012-10-01 00:00:00,14,14C-60,27090700,894,90,R,13138,14,LYON00,6937,2012-10-02 00:06:05,2012-10-02 00:06:17,23,20,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,6,18,51,TPG,2012-10-01 00:00:00,21,21-55,27092048,1134,31,A,11616,24,CCHA01,9766,2012-10-02 00:07:09,2012-10-02 00:06:18,5,6,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,21,-78,TPG,2012-10-01 00:00:00,21,21-56,27082779,521,33,R,11951,5,BSOL01,1531,2012-10-01 00:05:03,2012-10-01 00:06:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,22,-21,TPG,2012-10-01 00:00:00,14,14C-65,27082357,872,90,R,13138,1,MAIX01,372,2012-10-01 00:06:01,2012-10-01 00:06:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,Y
12,10,1,0,6,22,-119,TPG,2012-10-01 00:00:00,V,V-8,27099621,20378,8,A,15766,15,MACH00,5174,2012-10-02 00:04:23,2012-10-02 00:06:22,13,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,22,-138,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,15,RSMA00,7661,2012-10-02 00:04:04,2012-10-02 00:06:22,11,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,23,117,TPG,2012-10-01 00:00:00,14,14-59,27090335,876,23,R,12885,22,BNDL00,11082,2012-10-02 00:08:20,2012-10-02 00:06:23,34,40,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,6,24,16,TPG,2012-10-01 00:00:00,15,15-84,27091162,872,1,A,6832,18,SIMO00,6502,2012-10-02 00:06:40,2012-10-02 00:06:24,25,23,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,6,25,-135,TPG,2012-10-01 00:00:00,9,1-62,27088371,110,36,R,11207,16,CPLT00,5347,2012-10-02 00:04:10,2012-10-02 00:06:25,12,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,27,113,TPG,2012-10-01 00:00:00,5,5-25,27095441,1136,49,R,11541,23,RIEU01,8727,2012-10-02 00:08:20,2012-10-02 00:06:27,24,19,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,6,28,-88,TPG,2012-10-01 00:00:00,8,8-17,27097080,1178,5,A,11806,10,CVIN01,3662,2012-10-02 00:05:00,2012-10-02 00:06:28,15,18,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,6,29,-30,TPG,2012-10-01 00:00:00,12,12-21,27081557,862,35,R,9607,5,ERMT01,1549,2012-10-01 00:05:59,2012-10-01 00:06:29,10,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,29,-173,TPG,2012-10-01 00:00:00,4,4-8,27094049,511,33,A,9083,5,FDUS01,2378,2012-10-02 00:03:36,2012-10-02 00:06:29,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,31,109,TPG,2012-10-01 00:00:00,12,12-31,27089840,861,6,A,10184,28,GSON00,9741,2012-10-02 00:08:20,2012-10-02 00:06:31,59,60,0,7,12,0,0,0,4,0,1,0,2,0,0,0,0,N,N,N
12,10,1,0,6,31,34,TPG,2012-10-01 00:00:00,21,21-54,27082748,514,31,A,11616,8,GCHN03,2337,2012-10-01 00:07:05,2012-10-01 00:06:31,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,32,-94,TPG,2012-10-01 00:00:00,7,7-12,27096746,706,56,A,6841,18,GCMP00,5899,2012-10-02 00:04:58,2012-10-02 00:06:32,16,16,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,33,27,TPG,2012-10-01 00:00:00,15,12-19,27100444,881,3,R,7892,1,NATI01,0,2012-10-01 00:07:00,2012-10-01 00:06:33,33,32,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,34,118,TPG,2012-10-01 00:00:00,12,12-10,27081217,867,16,A,1178,2,PONT01,417,2012-10-01 00:08:32,2012-10-01 00:06:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,34,-120,TPG,2012-10-01 00:00:00,14,14-44,27090079,868,21,R,12885,14,COUT02,6861,2012-10-02 00:04:34,2012-10-02 00:06:34,41,43,3,0,13,0,0,2,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,34,-78,TPG,2012-10-01 00:00:00,8,8-4,27084956,1134,75,R,10871,3,SLSI03,658,2012-10-01 00:05:16,2012-10-01 00:06:34,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,35,55,TPG,2012-10-01 00:00:00,12,14-69,27090441,867,22,R,10413,23,ANCI01,8014,2012-10-02 00:07:30,2012-10-02 00:06:35,35,36,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,36,-12,TPG,2012-10-01 00:00:00,7,7-1,27084745,733,56,A,6841,3,JADA00,743,2012-10-01 00:06:24,2012-10-01 00:06:36,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,37,44,TPG,2012-10-01 00:00:00,12,15-85,27091187,879,22,R,10413,16,PNEV03,5668,2012-10-02 00:07:21,2012-10-02 00:06:37,48,34,2,1,22,0,0,0,0,2,1,0,0,0,0,0,0,N,N,N
12,10,1,0,6,37,-137,TPG,2012-10-01 00:00:00,2,2-11,27091727,756,80,A,8003,16,MARB00,5853,2012-10-02 00:04:20,2012-10-02 00:06:37,24,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,41,-111,TPG,2012-10-01 00:00:00,10,10-3,27088614,788,72,R,6689,12,FRAN01,4075,2012-10-02 00:04:50,2012-10-02 00:06:41,20,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,42,38,TPG,2012-10-01 00:00:00,1,9-18,27097347,1137,46,A,5929,12,CVIN14,3634,2012-10-02 00:07:20,2012-10-02 00:06:42,15,15,3,4,7,0,2,0,0,0,0,3,2,0,0,0,0,N,N,N
12,10,1,0,6,44,-137,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,16,SVON00,7866,2012-10-02 00:04:27,2012-10-02 00:06:44,11,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,44,-20,TPG,2012-10-01 00:00:00,G,E-3,27085553,1147,55,A,12759,6,TCRE00,3512,2012-10-01 00:06:24,2012-10-01 00:06:44,14,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,45,203,TPG,2012-10-01 00:00:00,15,15-83,27091133,878,3,R,7892,9,CIRQ02,3128,2012-10-02 00:10:08,2012-10-02 00:06:45,21,23,1,2,10,0,0,0,0,1,1,0,1,0,0,0,0,N,N,N
12,10,1,0,6,45,195,TPG,2012-10-01 00:00:00,1,9-70,27097588,127,49,R,7379,25,RIVE11,7379,2012-10-02 00:10:00,2012-10-02 00:06:45,21,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,46,158,TPG,2012-10-01 00:00:00,7,7-5,27084855,762,34,A,3547,3,JADA00,743,2012-10-01 00:09:24,2012-10-01 00:06:46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,46,-26,TPG,2012-10-01 00:00:00,23,22-1,27082811,144,14,R,11995,5,PALE01,1331,2012-10-01 00:06:20,2012-10-01 00:06:46,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,47,-27,TPG,2012-10-01 00:00:00,11,11-21,27088887,1162,18,R,8598,11,JOCT01,4597,2012-10-02 00:06:20,2012-10-02 00:06:47,7,9,3,1,5,0,1,2,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,6,48,73,TPG,2012-10-01 00:00:00,2,6-9,27084713,737,80,A,8003,3,AUBI00,930,2012-10-01 00:08:01,2012-10-01 00:06:48,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,50,39,TPG,2012-10-01 00:00:00,9,1-4,27080477,1182,34,A,10774,10,FRON00,2882,2012-10-01 00:07:29,2012-10-01 00:06:50,16,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,50,74,TPG,2012-10-01 00:00:00,21,21-51,27091959,1154,33,R,11951,19,ONMA00,9383,2012-10-02 00:08:04,2012-10-02 00:06:50,7,9,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,53,127,TPG,2012-10-01 00:00:00,8,8-16,27097056,175,79,R,10509,19,CVIN07,6744,2012-10-02 00:09:00,2012-10-02 00:06:53,6,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,53,61,TPG,2012-10-01 00:00:00,8,8-7,27097256,185,6,A,10636,27,LQUI00,9729,2012-10-02 00:07:54,2012-10-02 00:06:53,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,54,-32,TPG,2012-10-01 00:00:00,12,15-79,27091034,1807,6,A,10184,18,TRSI00,6138,2012-10-02 00:06:22,2012-10-02 00:06:54,56,56,1,2,39,0,1,0,0,0,0,1,1,0,0,0,0,N,N,N
12,10,1,0,6,54,26,TPG,2012-10-01 00:00:00,7,7-7,27096904,731,57,R,6952,11,DELC01,3819,2012-10-02 00:07:20,2012-10-02 00:06:54,7,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,54,-50,TPG,2012-10-01 00:00:00,1,1-10,27080332,179,46,A,5929,3,TRAN00,637,2012-10-01 00:06:04,2012-10-01 00:06:54,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,55,241,TPG,2012-10-01 00:00:00,14,14C-52,27090578,881,90,R,13138,23,ARME01,10074,2012-10-02 00:10:56,2012-10-02 00:06:55,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,56,-96,TPG,2012-10-01 00:00:00,5,5-30,27095549,1168,71,A,11960,23,NATI10,7701,2012-10-02 00:05:20,2012-10-02 00:06:56,24,25,3,1,14,0,0,3,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,6,57,-137,TPG,2012-10-01 00:00:00,C,5-9,27095770,1107,20,A,12017,32,JUMR01,12017,2012-10-02 00:04:40,2012-10-02 00:06:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,57,43,TPG,2012-10-01 00:00:00,42,42-5,27094289,512,47,A,9735,22,CETX00,7986,2012-10-02 00:07:40,2012-10-02 00:06:57,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,6,59,43,TPG,2012-10-01 00:00:00,10,10-4,27080851,786,67,A,6338,6,PAIL00,1754,2012-10-01 00:07:42,2012-10-01 00:06:59,19,19,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,0,50,TPG,2012-10-01 00:00:00,12,12-11,27089409,1812,27,R,8101,20,MRCH01,6824,2012-10-02 00:07:50,2012-10-02 00:07:00,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,0,40,TPG,2012-10-01 00:00:00,14,14C-49,27090530,880,90,R,13138,7,BLDO03,3451,2012-10-02 00:07:40,2012-10-02 00:07:00,31,27,7,0,13,1,0,0,0,3,0,3,0,0,0,0,0,N,N,N
12,10,1,0,7,0,60,TPG,2012-10-01 00:00:00,14,14-51,27090210,874,23,R,12885,10,SERV00,5478,2012-10-02 00:08:00,2012-10-02 00:07:00,31,34,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,N,N,N
12,10,1,0,7,1,52,TPG,2012-10-01 00:00:00,11,11-76,27089260,115,17,A,8883,14,QARV00,4997,2012-10-02 00:07:53,2012-10-02 00:07:01,9,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,2,30,TPG,2012-10-01 00:00:00,L,L-21,27085756,1122,27,R,15145,6,TUIL01,1993,2012-10-01 00:07:32,2012-10-01 00:07:02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,2,-82,TPG,2012-10-01 00:00:00,12,15-80,27091066,883,22,R,10413,29,PALE06,10413,2012-10-02 00:05:40,2012-10-02 00:07:02,57,54,0,3,3,0,1,0,2,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,2,-82,TPG,2012-10-01 00:00:00,28,28-7,27092793,20482,7,R,12355,10,RENF02,3272,2012-10-02 00:05:40,2012-10-02 00:07:02,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,2,65,TPG,2012-10-01 00:00:00,21,21-55,27092048,1134,31,A,11616,25,BSOL00,10184,2012-10-02 00:08:07,2012-10-02 00:07:02,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,3,-43,TPG,2012-10-01 00:00:00,15,12-7,27081845,1808,1,A,6832,5,ETOI03,1611,2012-10-01 00:06:20,2012-10-01 00:07:03,15,13,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,4,-3,TPG,2012-10-01 00:00:00,V,V-5,27099571,20390,9,R,15484,33,APIA03,13700,2012-10-02 00:07:01,2012-10-02 00:07:04,6,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,6,14,TPG,2012-10-01 00:00:00,6,6-14,27096366,764,32,A,9086,15,CPLT00,5772,2012-10-02 00:07:20,2012-10-02 00:07:06,15,14,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,6,11,TPG,2012-10-01 00:00:00,15,15-81,27114106,871,3,R,7892,21,TRBL00,7467,2012-10-02 00:07:17,2012-10-02 00:07:06,38,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,7,-81,TPG,2012-10-01 00:00:00,8,8-4,27084956,1134,75,R,10871,4,RPOS01,916,2012-10-01 00:05:46,2012-10-01 00:07:07,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,7,-87,TPG,2012-10-01 00:00:00,28,28-4,27092718,20498,4,A,11390,9,GSAC00,3120,2012-10-02 00:05:40,2012-10-02 00:07:07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,8,-68,TPG,2012-10-01 00:00:00,22,22-23,27092263,108,29,R,10902,17,BOHT05,8400,2012-10-02 00:06:00,2012-10-02 00:07:08,7,6,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,8,-81,TPG,2012-10-01 00:00:00,21,21-56,27082779,521,33,R,11951,6,CCHA02,1868,2012-10-01 00:05:47,2012-10-01 00:07:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,9,-16,TPG,2012-10-01 00:00:00,G,E-3,27085553,1147,55,A,12759,7,RUTH00,3855,2012-10-01 00:06:53,2012-10-01 00:07:09,14,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,10,-30,TPG,2012-10-01 00:00:00,Y,Y-9,27099883,20966,59,A,23306,27,SHUM00,14146,2012-10-02 00:06:40,2012-10-02 00:07:10,17,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,10,40,TPG,2012-10-01 00:00:00,21,21-54,27082748,514,31,A,11616,9,ONMA01,2597,2012-10-01 00:07:50,2012-10-01 00:07:10,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,12,51,TPG,2012-10-01 00:00:00,15,15-71,27090786,869,3,R,7892,14,JPTH00,4841,2012-10-02 00:08:03,2012-10-02 00:07:12,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,14,-97,TPG,2012-10-01 00:00:00,9,1-62,27088371,110,36,R,11207,17,MTBL00,5672,2012-10-02 00:05:37,2012-10-02 00:07:14,12,12,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,16,-16,TPG,2012-10-01 00:00:00,K,L-23,27099083,528,25,A,16845,18,CTGY00,9587,2012-10-02 00:07:00,2012-10-02 00:07:16,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,19,124,TPG,2012-10-01 00:00:00,5,5-25,27095441,1136,49,R,11541,24,FLCE01,9190,2012-10-02 00:09:23,2012-10-02 00:07:19,24,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,19,81,TPG,2012-10-01 00:00:00,12,15-75,27090926,875,6,A,10184,13,PLPA00,4383,2012-10-02 00:08:40,2012-10-02 00:07:19,37,39,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,19,81,TPG,2012-10-01 00:00:00,14,14-44,27082016,883,91,A,10880,6,ESRT01,2379,2012-10-01 00:08:40,2012-10-01 00:07:19,5,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,19,,TPG,2012-10-01 00:00:00,5,5-27,27095480,538,71,A,11960,13,METR00,4496,,2012-10-02 00:07:19,33,26,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,Y,Y
12,10,1,0,7,19,56,TPG,2012-10-01 00:00:00,22,22-32,27092355,118,32,A,10803,15,BSSN00,6658,2012-10-02 00:08:15,2012-10-02 00:07:19,10,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,21,76,TPG,2012-10-01 00:00:00,2,6-9,27084713,737,80,A,8003,4,VOLL00,1114,2012-10-01 00:08:37,2012-10-01 00:07:21,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,23,-83,TPG,2012-10-01 00:00:00,14,14C-67,27090749,865,59,A,8298,15,MYRN00,6916,2012-10-02 00:06:00,2012-10-02 00:07:23,13,13,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,7,23,82,TPG,2012-10-01 00:00:00,9,1-54,27088175,140,34,A,10774,11,CUIS00,3424,2012-10-02 00:08:45,2012-10-02 00:07:23,19,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,23,67,TPG,2012-10-01 00:00:00,8,8-7,27097256,185,6,A,10636,28,PVEY00,10042,2012-10-02 00:08:30,2012-10-02 00:07:23,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,24,-4,TPG,2012-10-01 00:00:00,12,12-21,27081557,862,35,R,9607,6,GCAN01,2000,2012-10-01 00:07:20,2012-10-01 00:07:24,10,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,25,55,TPG,2012-10-01 00:00:00,12,14-43a,27114192,892,22,R,10413,10,ROCH01,3778,2012-10-02 00:08:20,2012-10-02 00:07:25,20,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,26,-138,TPG,2012-10-01 00:00:00,V,V-8,27099621,20378,8,A,15766,16,NANT00,5544,2012-10-02 00:05:08,2012-10-02 00:07:26,13,12,0,3,6,0,0,0,2,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,7,28,67,TPG,2012-10-01 00:00:00,14,14-46,27090108,1811,6,A,12788,10,PLDI01,4804,2012-10-02 00:08:35,2012-10-02 00:07:28,42,44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,29,-8,TPG,2012-10-01 00:00:00,23,22-1,27082811,144,14,R,11995,6,PICY01,1644,2012-10-01 00:07:21,2012-10-01 00:07:29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,30,107,TPG,2012-10-01 00:00:00,21,21-64,27092146,1133,33,R,11951,8,VARV01,3310,2012-10-02 00:09:17,2012-10-02 00:07:30,5,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,30,-149,TPG,2012-10-01 00:00:00,E,E-8,27098422,1167,4,A,13331,17,GAIU00,8173,2012-10-02 00:05:01,2012-10-02 00:07:30,11,9,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,7,32,32,TPG,2012-10-01 00:00:00,3,3-4,27093131,759,70,R,7626,19,MLBA01,5853,2012-10-02 00:08:04,2012-10-02 00:07:32,27,28,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,33,-48,TPG,2012-10-01 00:00:00,14,14-54,27090237,890,6,A,12788,15,LYON01,6610,2012-10-02 00:06:45,2012-10-02 00:07:33,59,55,6,1,45,0,0,2,0,2,1,2,0,0,0,0,0,N,N,N
12,10,1,0,7,34,106,TPG,2012-10-01 00:00:00,3,3-4,27083197,751,67,A,7997,3,MPAR00,1003,2012-10-01 00:09:20,2012-10-01 00:07:34,17,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,34,46,TPG,2012-10-01 00:00:00,15,15-84,27091162,872,1,A,6832,19,NATI01,6832,2012-10-02 00:08:20,2012-10-02 00:07:34,25,23,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,N,N,N
12,10,1,0,7,34,106,TPG,2012-10-01 00:00:00,12,12-31,27089840,861,6,A,10184,29,MOIL01,10184,2012-10-02 00:09:20,2012-10-02 00:07:34,59,60,0,13,0,0,3,0,3,0,3,0,4,0,0,0,0,N,N,N
12,10,1,0,7,35,65,TPG,2012-10-01 00:00:00,21,21-55,27092048,1134,31,A,11616,26,LAUB02,10424,2012-10-02 00:08:40,2012-10-02 00:07:35,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,38,2,TPG,2012-10-01 00:00:00,9,1-11,27080358,1149,36,R,11207,2,CLIG01,611,2012-10-01 00:07:40,2012-10-01 00:07:38,21,17,5,0,8,0,0,4,0,0,0,1,0,0,0,0,0,N,N,N
12,10,1,0,7,40,-153,TPG,2012-10-01 00:00:00,2,2-11,27091727,756,80,A,8003,17,CIMT00,6109,2012-10-02 00:05:07,2012-10-02 00:07:40,24,27,2,0,7,0,0,0,0,2,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,40,60,TPG,2012-10-01 00:00:00,12,14-69,27090441,867,22,R,10413,24,CRGE01,8280,2012-10-02 00:08:40,2012-10-02 00:07:40,35,36,0,4,1,0,0,0,0,0,2,0,2,0,0,0,0,N,N,N
12,10,1,0,7,42,-142,TPG,2012-10-01 00:00:00,E,G-28,27098834,1121,7,R,13561,27,PLGE03,11664,2012-10-02 00:05:20,2012-10-02 00:07:42,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,42,-102,TPG,2012-10-01 00:00:00,2,19-31,27091299,765,82,R,8353,24,PLGE00,8353,2012-10-02 00:06:00,2012-10-02 00:07:42,24,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,42,-40,TPG,2012-10-01 00:00:00,1,1-10,27080332,179,46,A,5929,4,FLRI00,832,2012-10-01 00:07:02,2012-10-01 00:07:42,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,43,-43,TPG,2012-10-01 00:00:00,47,47-2,27084034,21903,13,A,2000,1,CRCO05,0,2012-10-01 00:07:00,2012-10-01 00:07:43,3,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,44,-29,TPG,2012-10-01 00:00:00,12,15-79,27091034,1807,6,A,10184,19,VILL00,6323,2012-10-02 00:07:15,2012-10-02 00:07:44,56,56,0,1,38,0,0,0,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,44,-21,TPG,2012-10-01 00:00:00,6,6-23,27096571,753,34,R,8610,10,PRRI00,3442,2012-10-02 00:07:23,2012-10-02 00:07:44,23,21,3,1,14,1,0,2,1,0,0,0,0,0,0,0,0,N,N,N
12,10,1,0,7,45,-5,TPG,2012-10-01 00:00:00,33,A-3,27085335,1105,11,A,1347,2,ROUE03,1347,2012-10-01 00:07:40,2012-10-01 00:07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N
