serviceDate;routeId;runId;tripStart;direction;stopSequenceNr;stopId;stopNameShort;stopName;vehicleTypeShort;vehicleType;vehicleNumber;passengersBoardingTrip;passengersAlightingTrip;passengersDifferenceTrip;passengersBoardingStop;passengersAlightingStop;passengerLoadStop
20121001;"3";"04";24150;1;7;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;5;2;53
20121001;"3";"04";24150;1;8;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;9;4;58
20121001;"3";"04";24150;1;9;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;15;6;67
20121001;"3";"04";24150;1;10;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;8;4;71
20121001;"3";"04";24150;1;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;6;11;66
20121001;"3";"04";24150;1;12;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;1;25;42
20121001;"3";"04";24150;1;13;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;0;1;41
20121001;"3";"04";24150;1;14;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;39;29;51
20121001;"3";"04";24150;1;15;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;9;5;55
20121001;"3";"04";24150;1;16;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;0;7;48
20121001;"3";"04";24150;1;17;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;0;10;38
20121001;"3";"04";24150;1;18;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;1;20;19
20121001;"3";"04";24150;1;19;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;0;6;13
20121001;"3";"04";24150;1;20;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;0;1;12
20121001;"3";"04";24150;1;21;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";158;158;0;0;12;0
20121001;"3";"04";26340;2;1;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;78;0;78
20121001;"3";"04";26340;2;2;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;9;0;87
20121001;"3";"04";26340;2;3;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;10;2;95
20121001;"3";"04";26340;2;4;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;18;15;98
20121001;"3";"04";26340;2;5;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;5;21;82
20121001;"3";"04";26340;2;6;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;5;0;87
20121001;"3";"04";26340;2;7;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;10;20;77
20121001;"3";"04";26340;2;8;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;78;52;103
20121001;"3";"04";26340;2;9;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;5;1;107
20121001;"3";"04";26340;2;10;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;40;7;140
20121001;"3";"04";26340;2;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;9;62;87
20121001;"3";"04";26340;2;12;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;0;17;70
20121001;"3";"04";26340;2;13;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;20;10;80
20121001;"3";"04";26340;2;14;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;6;8;78
20121001;"3";"04";26340;2;15;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;2;7;73
20121001;"3";"04";26340;2;16;48;"ALBP";"Zürich, Albisriederplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;7;26;54
20121001;"3";"04";26340;2;17;1446;"KSIH";"Zürich, Krematorium Sihlfeld";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;6;4;56
20121001;"3";"04";26340;2;18;1252;"HUBE";"Zürich, Hubertus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;10;9;57
20121001;"3";"04";26340;2;19;2385;"SIEM";"Zürich, Siemens";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;1;36;22
20121001;"3";"04";26340;2;20;840;"FELL";"Zürich, Fellenbergstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;1;16;7
20121001;"3";"04";26340;2;21;47;"ALBR";"Zürich, Albisrieden";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";320;320;0;0;7;0
20121001;"3";"04";28590;1;1;47;"ALBR";"Zürich, Albisrieden";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;13;0;13
20121001;"3";"04";28590;1;2;840;"FELL";"Zürich, Fellenbergstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;15;0;28
20121001;"3";"04";28590;1;3;2385;"SIEM";"Zürich, Siemens";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;12;3;37
20121001;"3";"04";28590;1;4;1252;"HUBE";"Zürich, Hubertus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;20;0;57
20121001;"3";"04";28590;1;5;1446;"KSIH";"Zürich, Krematorium Sihlfeld";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;3;9;51
20121001;"3";"04";28590;1;6;48;"ALBP";"Zürich, Albisriederplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;23;9;65
20121001;"3";"04";28590;1;7;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;11;2;74
20121001;"3";"04";28590;1;8;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;14;2;86
20121001;"3";"04";28590;1;9;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;5;16;75
20121001;"3";"04";28590;1;10;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;7;1;81
20121001;"3";"04";28590;1;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;28;32;77
20121001;"3";"04";28590;1;12;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;7;23;61
20121001;"3";"04";28590;1;13;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;2;15;48
20121001;"3";"04";28590;1;14;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;24;17;55
20121001;"3";"04";28590;1;15;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;34;12;77
20121001;"3";"04";28590;1;16;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;3;13;67
20121001;"3";"04";28590;1;17;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;7;26;48
20121001;"3";"04";28590;1;18;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;0;22;26
20121001;"3";"04";28590;1;19;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;1;11;16
20121001;"3";"04";28590;1;20;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;1;2;15
20121001;"3";"04";28590;1;21;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";230;230;0;0;15;0
20121001;"3";"04";30840;2;1;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;40;0;40
20121001;"3";"04";30840;2;2;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;7;0;47
20121001;"3";"04";30840;2;3;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;15;4;58
20121001;"3";"04";30840;2;4;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;16;6;68
20121001;"3";"04";30840;2;5;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;7;11;64
20121001;"3";"04";30840;2;6;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;3;3;64
20121001;"3";"04";30840;2;7;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;4;25;43
20121001;"3";"04";30840;2;8;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;41;23;61
20121001;"3";"04";30840;2;9;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;8;6;63
20121001;"3";"04";30840;2;10;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;15;6;72
20121001;"3";"04";30840;2;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;11;46;37
20121001;"3";"04";30840;2;12;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;3;4;36
20121001;"3";"04";30840;2;13;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;26;8;54
20121001;"3";"04";30840;2;14;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;6;7;53
20121001;"3";"04";30840;2;15;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;3;14;42
20121001;"3";"04";30840;2;16;48;"ALBP";"Zürich, Albisriederplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;11;20;33
20121001;"3";"04";30840;2;17;1446;"KSIH";"Zürich, Krematorium Sihlfeld";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;1;1;33
20121001;"3";"04";30840;2;18;1252;"HUBE";"Zürich, Hubertus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;0;6;27
20121001;"3";"04";30840;2;19;2385;"SIEM";"Zürich, Siemens";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;2;12;17
20121001;"3";"04";30840;2;20;840;"FELL";"Zürich, Fellenbergstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;4;8;13
20121001;"3";"04";30840;2;21;47;"ALBR";"Zürich, Albisrieden";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";223;223;0;0;13;0
20121001;"3";"04";33090;1;1;47;"ALBR";"Zürich, Albisrieden";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;11;0;11
20121001;"3";"04";33090;1;2;840;"FELL";"Zürich, Fellenbergstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;15;0;26
20121001;"3";"04";33090;1;3;2385;"SIEM";"Zürich, Siemens";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;10;0;36
20121001;"3";"04";33090;1;4;1252;"HUBE";"Zürich, Hubertus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;9;0;45
20121001;"3";"04";33090;1;5;1446;"KSIH";"Zürich, Krematorium Sihlfeld";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;6;3;48
20121001;"3";"04";33090;1;6;48;"ALBP";"Zürich, Albisriederplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;37;9;76
20121001;"3";"04";33090;1;7;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;9;4;81
20121001;"3";"04";33090;1;8;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;11;6;86
20121001;"3";"04";33090;1;9;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;7;4;89
20121001;"3";"04";33090;1;10;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;2;2;89
20121001;"3";"04";33090;1;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;27;21;95
20121001;"3";"04";33090;1;12;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;2;11;86
20121001;"3";"04";33090;1;13;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;4;25;65
20121001;"3";"04";33090;1;14;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;73;30;108
20121001;"3";"04";33090;1;15;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;8;26;90
20121001;"3";"04";33090;1;16;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;2;21;71
20121001;"3";"04";33090;1;17;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;4;18;57
20121001;"3";"04";33090;1;18;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;1;23;35
20121001;"3";"04";33090;1;19;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;0;6;29
20121001;"3";"04";33090;1;20;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;0;11;18
20121001;"3";"04";33090;1;21;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";238;238;0;0;18;0
20121001;"3";"04";35340;2;1;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;63;0;63
20121001;"3";"04";35340;2;2;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;4;0;67
20121001;"3";"04";35340;2;3;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;4;2;69
20121001;"3";"04";35340;2;4;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;9;10;68
20121001;"3";"04";35340;2;5;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;14;21;61
20121001;"3";"04";35340;2;6;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;3;6;58
20121001;"3";"04";35340;2;7;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;5;20;43
20121001;"3";"04";35340;2;8;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;34;27;50
20121001;"3";"04";35340;2;9;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;10;11;49
20121001;"3";"04";35340;2;10;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;11;2;58
20121001;"3";"04";35340;2;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;6;25;39
20121001;"3";"04";35340;2;12;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;0;1;38
20121001;"3";"04";35340;2;13;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;16;8;46
20121001;"3";"04";35340;2;14;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;1;8;39
20121001;"3";"04";35340;2;15;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;2;4;37
20121001;"3";"04";35340;2;16;48;"ALBP";"Zürich, Albisriederplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;3;19;21
20121001;"3";"04";35340;2;17;1446;"KSIH";"Zürich, Krematorium Sihlfeld";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;3;0;24
20121001;"3";"04";35340;2;18;1252;"HUBE";"Zürich, Hubertus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;0;7;17
20121001;"3";"04";35340;2;19;2385;"SIEM";"Zürich, Siemens";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;0;5;12
20121001;"3";"04";35340;2;20;840;"FELL";"Zürich, Fellenbergstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;0;8;4
20121001;"3";"04";35340;2;21;47;"ALBR";"Zürich, Albisrieden";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";188;188;0;0;4;0
20121001;"3";"04";37590;1;1;47;"ALBR";"Zürich, Albisrieden";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;4;0;4
20121001;"3";"04";37590;1;2;840;"FELL";"Zürich, Fellenbergstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;11;0;15
20121001;"3";"04";37590;1;3;2385;"SIEM";"Zürich, Siemens";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;4;0;19
20121001;"3";"04";37590;1;4;1252;"HUBE";"Zürich, Hubertus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;6;1;24
20121001;"3";"04";37590;1;5;1446;"KSIH";"Zürich, Krematorium Sihlfeld";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;1;1;24
20121001;"3";"04";37590;1;6;48;"ALBP";"Zürich, Albisriederplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;20;5;39
20121001;"3";"04";37590;1;7;3019;"ZYPR";"Zürich, Zypressenstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;11;2;48
20121001;"3";"04";37590;1;8;1579;"LOCH";"Zürich, Lochergut";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;11;4;55
20121001;"3";"04";37590;1;9;1357;"KALK";"Zürich, Kalkbreite";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;11;11;55
20121001;"3";"04";37590;1;10;478;"BEZI";"Zürich, Bezirksgebäude";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;8;4;59
20121001;"3";"04";37590;1;11;2556;"STAU";"Zürich, Stauffacher";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;30;10;79
20121001;"3";"04";37590;1;12;1366;"SIHP";"Zürich, Sihlpost";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;1;7;73
20121001;"3";"04";37590;1;13;1608;"LOEW";"Zürich, Löwenplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;11;28;56
20121001;"3";"04";37590;1;14;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;14;30;40
20121001;"3";"04";37590;1;15;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;11;14;37
20121001;"3";"04";37590;1;16;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;3;4;36
20121001;"3";"04";37590;1;17;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;2;5;33
20121001;"3";"04";37590;1;18;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;1;10;24
20121001;"3";"04";37590;1;19;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;0;13;11
20121001;"3";"04";37590;1;20;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;0;2;9
20121001;"3";"04";37590;1;21;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";160;160;0;0;9;0
20121001;"3";"04";39840;2;1;1430;"KLUS";"Zürich, Klusplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;22;0;22
20121001;"3";"04";39840;2;2;1278;"HOEL";"Zürich, Hölderlinstrasse";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;0;1;21
20121001;"3";"04";39840;2;3;2124;"ROEM";"Zürich, Römerhof";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;11;1;31
20121001;"3";"04";39840;2;4;1251;"HOTT";"Zürich, Hottingerplatz";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;8;3;36
20121001;"3";"04";39840;2;5;1472;"KUNS";"Zürich, Kunsthaus";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;10;6;40
20121001;"3";"04";39840;2;6;1724;"NEUM";"Zürich, Neumarkt";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;6;2;44
20121001;"3";"04";39840;2;7;619;"CENT";"Zürich, Central";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;7;15;36
20121001;"3";"04";39840;2;8;412;"BPLA";"Zürich, Bahnhofplatz/HB";"2.16M-2.21M";"VBZ Tram 2000 mit Anhänger 16m";"2074-2404";129;129;0;13;15;34
