routeNumber,runNumber,stopSequenceNr,stopId,stopNumber,stopNameShort,arrivalScheduled,arrivalActual,departureActual,mileage,vehicleId,vehicleNumber,latitude,longitude
12,8,1,2300,6033,DEP8,16620,16632,16632,301592440,867,3062,8.54845833333333,47.4095502777778
12,8,2,1311,2572,SOER,16776,16770,16793,301592846,867,3062,8.54697472222222,47.4102122222222
12,8,1,1311,2572,SOER,16800,16802,16802,301592864,867,3062,8.54697472222222,47.4102122222222
12,8,2,1919,3447,BOEO,16860,16889,16894,301593273,867,3062,8.54788388888889,47.4137744444444
10,4,1,2299,6031,DEP5,16920,16891,16891,261586250,878,3073,8.52145805555556,47.3914925
12,8,3,1443,1552,LEUT,16968,16995,17001,301593718,867,3062,8.55151027777778,47.4148369444444
12,8,4,2257,6459,ZOER,17028,17052,17055,301594106,867,3062,8.55418222222222,47.4177616666667
2,8,1,2254,6425,ZW,17040,17045,17045,1460022441,720,2071,8.49138388888889,47.3838097222222
10,4,2,2290,648,DAMM,17088,17041,17053,261586744,878,3073,8.52623944444444,47.3882272222222
11,2,1,2299,6031,DEP5,17100,17254,17254,2014745415,546,2011,8.52145805555556,47.3914925
12,8,5,1931,6461,GGLA07,17118,17141,17146,301594514,867,3062,8.55738333333333,47.4200066666667
10,4,3,2298,2014,QUEL,17142,17097,17111,261587024,878,3073,8.52890805555556,47.3866008333333
2,6,1,2254,6425,ZW,17160,17227,17227,1462589076,714,2065,8.49138388888889,47.3838097222222
12,8,6,1928,6460,ZFER,17166,17195,17198,301594917,867,3062,8.56190277777778,47.4181277777778
10,4,4,2287,1557,LIMM,17214,17158,17192,261587348,878,3073,8.53227916666667,47.384995
11,2,1,1574,799,EWYS,17220,17365,17365,2014745646,546,2011,8.52358638888889,47.3899791666667
2,8,2,2244,1364,KAPP,17250,17125,17641,1460022639,720,2071,8.49511694444444,47.3850619444444
12,8,7,2083,132,ZAUZ,17256,17279,17284,301595516,867,3062,8.56907694444445,47.4170863888889
11,2,2,2290,648,DAMM,17268,17399,17408,2014745890,546,2011,8.52623944444444,47.3882272222222
2,8,1,2244,1364,KAPP,17280,17609,17609,1462590688,714,2065,8.49511694444444,47.3850619444444
2,8,2,2253,883,FREI,17322,17807,17808,1460023581,720,2071,8.49987083333333,47.3830302777778
10,4,6,2289,2395,SIHL,17352,17331,17354,261588074,878,3073,8.53748972222222,47.3801241666667
2,6,2,2244,1364,KAPP,17370,17441,17442,1462589547,714,2065,8.49511694444444,47.3850619444444
2,8,3,2245,1548,LETG,17388,17855,17859,1460023954,720,2071,8.50382,47.3811588888889
11,2,4,2287,1557,LIMM,17394,17502,17510,2014746490,546,2011,8.53227916666667,47.384995
2,6,2,2253,883,FREI,17412,17511,17512,1462589975,714,2065,8.49987083333333,47.3830302777778
12,8,9,1920,439,BELA07,17454,17466,17474,301596990,867,3062,8.58486277777778,47.4134947222222
11,2,5,2294,1667,MUFG,17460,17570,17579,2014746863,546,2011,8.53505277777778,47.3820452777778
2,8,4,1535,48,ALBP,17466,17651,17652,1462590951,714,2065,8.51051388888889,47.3781736111111
10,4,7,1542,413,BQUA,17484,17456,17477,261588573,878,3073,8.54203305555555,47.3776161111111
12,10,1,2300,6033,DEP8,17520,17536,17536,218911626,1016,3078,8.54845833333333,47.4095502777778
12,8,10,1687,2820,BWAL07,17526,17540,17557,301597601,867,3062,8.59327777777778,47.4125597222222
11,2,6,2289,2395,SIHL,17532,17640,17656,2014747196,546,2011,8.53748972222222,47.3801241666667
2,8,5,2250,3019,ZYPR,17538,17705,17706,1462591274,714,2065,8.51399138888889,47.3765941666667
13,3,2,2145,2950,WOLL,17562,17551,17583,225551720,950,3003,8.53079277777778,47.3383058333333
2,2,1,2251,6030,DEP4,17580,17584,17584,1519574031,700,2049,8.52163222222222,47.3733386111111
2,8,6,2248,1579,LOCH,17604,17757,17768,1462591590,714,2065,8.51772777777778,47.3753444444444
12,8,11,2187,6735,WGLA07,17610,17629,17640,301598237,867,3062,8.59811388888889,47.4091977777778
14,8,2,1311,2572,SOER,17616,17634,17634,2023034760,544,2009,8.54697472222222,47.4102122222222
2,2,1,1906,1357,KALK,17640,17663,17663,1519574200,700,2049,8.52153222222222,47.3742838888889
11,2,7,1542,413,BQUA,17664,17765,17770,2014747698,546,2011,8.54203305555555,47.3776161111111
12,10,2,1311,2572,SOER,17676,17676,17724,218912010,1016,3078,8.54697472222222,47.4102122222222
2,2,2,2248,1579,LOCH,17682,17715,17732,1519574457,700,2049,8.51772777777778,47.3753444444444
13,3,2,2488,586,BUTZ,17688,17663,17672,225552070,950,3003,8.53037333333333,47.3410805555556
2,8,7,1906,1357,KALK,17694,17828,17839,1462591874,714,2065,8.52153222222222,47.3742838888889
4,7,1,2299,6031,DEP5,17700,17723,17723,339639165,844,3037,8.52145805555556,47.3914925
12,8,12,2078,6659,WNEU07,17706,17722,17731,301598993,867,3062,8.60450888888889,47.404735
10,4,9,1816,972,GESS,17712,17613,17613,261588982,878,3073,8.53685416666667,47.3769188888889
14,8,3,1829,3034,BOER,17718,17689,17773,2023034984,544,2009,8.54453333333333,47.4113238888889
13,3,3,1511,1660,MORG,17742,17730,17740,225552364,950,3003,8.530365,47.3432575
2,2,3,2250,3019,ZYPR,17748,17776,17786,1519574767,700,2049,8.51399138888889,47.3765941666667
2,8,8,1306,478,BEZI,17760,17908,17917,1462592239,714,2065,8.52586861111111,47.3739463888889
17,6,2,2244,1364,KAPP,17790,17783,17784,1541452134,701,2050,8.49511694444444,47.3850619444444
12,8,13,2079,6660,DGIE07,17796,17811,17819,301599469,867,3062,8.60786138888889,47.4023352777778
14,8,4,1311,2572,SOER,17802,17869,17907,2023035299,544,2009,8.54697472222222,47.4102122222222
11,2,8,1895,416,BSTR,17808,17849,17862,2014747967,546,2011,8.53957,47.3763352777778
4,7,1,1574,799,EWYS,17820,17886,17886,339639411,844,3037,8.52358638888889,47.3899791666667
2,2,4,1535,48,ALBP,17826,17843,17855,1519575090,700,2049,8.51051388888889,47.3781736111111
2,8,9,1502,2556,STAU,17850,17999,18008,1462592599,714,2065,8.53029722222222,47.3735897222222
13,1,2,2145,2950,WOLL,17862,17904,17930,213857328,811,3001,8.53079277777778,47.3383058333333
4,7,2,2290,648,DAMM,17868,17921,17925,339639656,844,3037,8.52623944444444,47.3882272222222
12,8,14,2082,3785,RINW,17874,17896,17906,301600059,867,3062,8.60431527777778,47.3977025
13,5,1,2254,6425,ZW,17880,17879,17879,370248799,819,3010,8.49138388888889,47.3838097222222
11,2,9,2035,2054,RAUG,17892,17937,17945,2014748336,546,2011,8.5383025,47.3732980555556
13,1,1,2145,2950,WOLL,17904,17970,17970,213857435,811,3001,8.53079277777778,47.3383058333333
4,7,3,2298,2014,QUEL,17922,17969,17995,339639935,844,3037,8.52890805555556,47.3866008333333
2,2,5,2245,1548,LETG,17928,17940,17949,1519575695,700,2049,8.50382,47.3811588888889
8,7,1,2254,6425,ZW,17940,17990,17990,573831507,730,2082,8.49138388888889,47.3838097222222
13,3,6,2404,488,BILO,17946,17950,17954,225553475,950,3003,8.53197,47.3518325
17,2,3,2750,857,FWEG,17958,17973,17978,1515288369,729,2081,8.51209805555555,47.3937113888889
11,7,1,1884,3154,MEHA,17970,17942,17942,265845408,864,3059,8.55282777777778,47.4106597222222
10,9,2,1311,2572,SOER,17976,18112,18116,284789447,876,3071,8.54697472222222,47.4102122222222
13,1,2,2488,586,BUTZ,17982,18014,18017,213857680,811,3001,8.53037333333333,47.3410805555556
10,7,2,2290,648,DAMM,17988,17990,18004,280825693,872,3067,8.52623944444444,47.3882272222222
2,2,6,2253,883,FREI,17994,18007,18015,1519576064,700,2049,8.49987083333333,47.3830302777778
7,6,1,2081,6032,DEP7,18000,18022,18022,1478104300,737,2091,8.54397083333333,47.3950752777778
2,8,10,2657,2396,SIHS,18006,18100,18104,1462592997,714,2065,8.53512555555556,47.37206
17,2,4,2645,467,BERO,18012,18020,18023,1515288650,729,2081,8.50889444444444,47.3938130555556
12,10,5,1931,6461,GGLA07,18018,18082,18091,218913679,1016,3078,8.55738333333333,47.4200066666667
10,4,3,1541,412,BPLA,18024,17993,18028,261589496,878,3073,8.54050777777778,47.3768480555556
11,6,1,1311,2572,SOER,18030,18017,18017,1348792130,707,2056,8.54697472222222,47.4102122222222
13,1,3,1511,1660,MORG,18036,18073,18092,213857978,811,3001,8.530365,47.3432575
10,7,3,2298,2014,QUEL,18042,18056,18063,280825972,872,3067,8.52890805555556,47.3866008333333
11,2,11,2228,601,BOES,18054,18069,18075,2014748912,546,2011,8.53984277777778,47.3683719444444
2,2,7,2244,1364,KAPP,18060,18097,18102,1519576497,700,2049,8.49511694444444,47.3850619444444
12,10,6,1928,6460,ZFER,18066,18140,18142,218914081,1016,3078,8.56190277777778,47.4181277777778
14,8,4,1532,1215,HIRS,18072,18120,18131,2023036544,544,2009,8.54368333333333,47.4003761111111
10,9,3,1829,3034,BOER,18078,18184,18215,284789711,876,3071,8.54453333333333,47.4113238888889
17,2,5,2572,2447,SPOH,18084,18081,18100,1515289001,729,2081,8.50443805555556,47.3941961111111
11,7,3,2257,6459,ZOER,18090,18068,18074,265846189,864,3059,8.55418222222222,47.4177616666667
11,6,2,1829,3034,BOER,18096,18085,18120,1348792371,707,2056,8.54453333333333,47.4113238888889
2,8,11,1528,1861,PARA,18102,18191,18194,1462593452,714,2065,8.53938055555555,47.3697255555556
12,8,16,2316,2575,BSTE,18108,18113,18212,301601074,867,3062,8.59663166666667,47.3970961111111
10,7,4,2287,1557,LIMM,18114,18114,18123,280826294,872,3067,8.53227916666667,47.384995
13,9,1,2299,6031,DEP5,18120,18164,18164,308059965,833,3025,8.52145805555556,47.3914925
4,7,6,2289,2395,SIHL,18132,18172,18185,339640973,844,3037,8.53748972222222,47.3801241666667
3,7,2,1306,478,BEZI,18138,18274,18275,210686656,812,3002,8.52586861111111,47.3739463888889
2,2,8,2770,1026,GRIM,18144,18186,18196,1519576921,700,2049,8.49031888888889,47.3868955555556
7,6,1,1504,1643,MIBU,18150,18180,18180,1478104827,737,2091,8.54311194444444,47.3990141666667
12,10,7,2083,132,ZAUZ,18156,18221,18226,218914679,1016,3078,8.56907694444445,47.4170863888889
14,8,5,1504,1643,MIBU,18162,18194,18240,2023036881,544,2009,8.54311194444444,47.3990141666667
13,1,5,2025,3044,BWOL,18168,18213,18224,213858565,811,3001,8.53291388888889,47.3468763888889
13,3,9,1893,3026,ENGE,18174,18231,18242,225554909,950,3003,8.53190444444444,47.3641386111111
3,7,1,1306,478,BEZI,18180,18352,18370,210687024,812,3002,8.52586861111111,47.3739463888889
2,8,12,2228,601,BOES,18186,18248,18257,1462593637,714,2065,8.53984277777778,47.3683719444444
8,7,1,2244,1364,KAPP,18198,18215,18215,573832050,730,2082,8.49511694444444,47.3850619444444
11,4,3,2298,2014,QUEL,18204,18195,18205,1790479310,960,2030,8.52890805555556,47.3866008333333
4,10,1,1574,799,EWYS,18210,18083,18083,345645652,836,3028,8.52358638888889,47.3899791666667
2,2,9,2535,1570,LIND,18216,18302,18312,1519577237,700,2049,8.48684527777778,47.3887352777778
7,6,2,2406,2666,TIER,18222,18290,18292,1478105723,737,2091,8.55338166666667,47.4023069444444
11,7,5,1928,6460,ZFER,18228,18210,18213,265847001,864,3059,8.56190277777778,47.4181277777778
3,7,2,1502,2556,STAU,18240,18381,18381,210687051,812,3002,8.53029722222222,47.3735897222222
10,9,2,1311,2572,SOER,18246,18316,18333,284790031,876,3071,8.54697472222222,47.4102122222222
10,7,6,2289,2395,SIHL,18252,18274,18292,280826999,872,3067,8.53748972222222,47.3801241666667
4,10,2,2893,6759,SBAU,18258,18124,18352,345645773,836,3028,8.5201875,47.3882838888889
4,7,7,1542,413,BQUA,18264,18318,18339,339641463,844,3037,8.54203305555555,47.3776161111111
2,2,10,2818,137,BACH,18270,18356,18367,1519577524,700,2049,8.48299583333333,47.3889858333333
11,4,4,2287,1557,LIMM,18276,18250,18254,1790479636,960,2030,8.53227916666667,47.384995
7,6,3,2375,2814,WALD,18282,18353,18357,1478106188,737,2091,8.55716166666667,47.4037544444444
2,11,1,2251,6030,DEP4,18300,18240,18240,333180629,840,3033,8.52163222222222,47.3733386111111
8,7,3,2245,1548,LETG,18306,18322,18331,573832804,730,2082,8.50382,47.3811588888889
11,7,6,2083,132,ZAUZ,18318,18310,18322,265847601,864,3059,8.56907694444445,47.4170863888889
11,6,5,1525,2017,RADI,18324,18338,18349,1348793707,707,2056,8.53528333333333,47.4022641666667
17,6,8,1306,478,BEZI,18330,18341,18345,1541454825,701,2050,8.52586861111111,47.3739463888889
2,2,11,1310,821,FARB,18336,18437,18456,1519577897,700,2049,8.47936138888889,47.3907547222222
8,4,2,2145,2950,WOLL,18342,18342,18386,1484747902,715,2066,8.53079277777778,47.3383058333333
7,6,4,2046,2326,SCHO,18348,18430,18440,1478106785,737,2091,8.56428722222222,47.40615
12,10,9,1920,439,BELA07,18354,18410,18421,218916157,1016,3078,8.58486277777778,47.4134947222222
3,2,1,2251,6030,DEP4,18360,18380,18380,1496049847,713,2064,8.52163222222222,47.3733386111111
11,2,14,2111,3039,BSTA,18366,18331,18374,2014749776,546,2011,8.54811083333333,47.3661341666667
2,8,14,1565,440,BELL,18372,18394,18415,1462594197,714,2065,8.54582055555556,47.3667766666667
2,11,2,1306,478,BEZI,18378,18442,18443,333181098,840,3033,8.52586861111111,47.3739463888889
8,7,4,1535,48,ALBP,18384,18408,18422,573833402,730,2082,8.51051388888889,47.3781736111111
2,11,1,1306,478,BEZI,18390,18526,18542,333181414,840,3033,8.52586861111111,47.3739463888889
4,7,8,1938,619,CENT,18396,18440,18458,339641670,844,3037,8.544565,47.3764586111111
3,7,3,2262,1366,SIHP,18402,18468,18482,210687536,812,3002,8.53456472222222,47.3763380555556
4,10,4,2630,718,TONA,18408,18470,18482,345646907,836,3028,8.51087277777778,47.3900888888889
11,4,6,2289,2395,SIHL,18414,18399,18411,1790480339,960,2030,8.53748972222222,47.3801241666667
2,2,1,1310,821,FARB,18420,18470,18470,1519577930,700,2049,8.47936138888889,47.3907547222222
12,10,10,1687,2820,BWAL07,18426,18484,18497,218916771,1016,3078,8.59327777777778,47.4125597222222
11,7,2,2083,132,ZAUZ,18432,18384,18435,265847783,864,3059,8.56907694444445,47.4170863888889
7,6,5,1501,2294,SCHW,18438,18525,18537,1478107453,737,2091,8.57286111111111,47.4049688888889
10,4,7,2258,1098,HALB,18444,18415,18436,261591003,878,3073,8.54818194444444,47.3803638888889
2,11,2,1502,2556,STAU,18450,18579,18579,333181488,840,3033,8.53029722222222,47.3735897222222
8,7,5,2250,3019,ZYPR,18456,18478,18499,573833725,730,2082,8.51399138888889,47.3765941666667
3,2,2,2248,1579,LOCH,18462,18513,18522,1496050279,713,2064,8.51772777777778,47.3753444444444
2,2,2,2818,137,BACH,18468,18513,18522,1519578260,700,2049,8.48299583333333,47.3889858333333
2,8,15,2104,1845,OPER,18474,18477,18487,1462594457,714,2065,8.54772305555556,47.3653102777778
2,4,1,2251,6030,DEP4,18480,18287,18287,1438839517,961,2062,8.52163222222222,47.3733386111111
3,7,4,2256,1608,LOEW,18498,18565,18570,210687807,812,3002,8.537525,47.3760488888889
10,7,8,1541,412,BPLA,18504,18481,18486,280827703,872,3067,8.54050777777778,47.3768480555556
2,2,3,2535,1570,LIND,18510,18566,18577,1519578548,700,2049,8.48684527777778,47.3887352777778
10,2,2,1311,2572,SOER,18516,18504,18759,299756842,868,3063,8.54697472222222,47.4102122222222
8,4,3,1511,1660,MORG,18522,18536,18542,1484748555,715,2066,8.530365,47.3432575
3,2,3,2250,3019,ZYPR,18528,18569,18590,1496050591,713,2064,8.51399138888889,47.3765941666667
2,8,16,2612,1456,KRES,18534,18532,18541,1462594715,714,2065,8.54991055555556,47.3629144444444
2,4,1,1906,1357,KALK,18540,18585,18585,1438839748,961,2062,8.52153222222222,47.3742838888889
11,4,7,1542,413,BQUA,18546,18549,18613,1790480828,960,2030,8.54203305555555,47.3776161111111
10,4,9,2260,2367,RIGI,18552,18540,18551,261591659,878,3073,8.54843861111111,47.3856955555556
10,9,6,1504,1643,MIBU,18564,18614,18632,284791630,876,3071,8.54311194444444,47.3990141666667
9,1,1,1504,1643,MIBU,18570,18570,18570,1124536041,756,2111,8.54311194444444,47.3990141666667
11,6,8,1539,2158,SPLA,18576,18598,18612,1348795025,707,2056,8.53884166666667,47.3923805555556
2,2,4,2770,1026,GRIM,18582,18637,18649,1519578861,700,2049,8.49031888888889,47.3868955555556
4,8,2,2290,648,DAMM,18588,18612,18617,1417164176,706,2055,8.52623944444444,47.3882272222222
13,5,8,1306,478,BEZI,18594,18590,18601,370251986,819,3010,8.52586861111111,47.3739463888889
2,6,1,1565,440,BELL,18600,18749,18749,1460027872,720,2071,8.54582055555556,47.3667766666667
2,11,3,2657,2396,SIHS,18606,18652,18662,333181855,840,3033,8.53512555555556,47.37206
2,8,17,2689,832,FELD,18612,18602,18615,1462595087,714,2065,8.55231833333333,47.3602916666667
10,2,3,1829,3034,BOER,18618,18792,18792,299757189,868,3063,8.54453333333333,47.4113238888889
10,4,10,2292,1399,KINK,18624,18597,18607,261592023,878,3073,8.54638388888889,47.3888005555556
14,2,4,2262,1366,SIHP,18630,18635,18646,2030524957,550,2015,8.53456472222222,47.3763380555556
4,8,3,2298,2014,QUEL,18642,18665,18693,1417164453,706,2055,8.52890805555556,47.3866008333333
2,4,3,2250,3019,ZYPR,18648,18695,18698,1438840321,961,2062,8.51399138888889,47.3765941666667
8,4,5,2025,3044,BWOL,18654,18665,18677,1484749152,715,2066,8.53291388888889,47.3468763888889
6,1,1,2081,6032,DEP7,18660,18694,18694,296902335,985,3054,8.54397083333333,47.3950752777778
11,7,5,2257,6459,ZOER,18666,18663,18667,265849193,864,3059,8.55418222222222,47.4177616666667
2,2,5,2244,1364,KAPP,18672,18718,18727,1519579282,700,2049,8.49511694444444,47.3850619444444
2,8,18,2615,1286,HOES,18678,18670,18681,1462595425,714,2065,8.55483611111111,47.3578836111111
4,7,12,1565,440,BELL,18684,18697,18713,339642794,844,3037,8.54582055555556,47.3667766666667
2,6,2,1565,440,BELL,18690,18791,18804,1460027982,720,2071,8.54582055555556,47.3667766666667
12,10,13,2079,6660,DGIE07,18696,18743,18748,218918646,1016,3078,8.60786138888889,47.4023352777778
2,11,4,1528,1861,PARA,18702,18746,18756,333182322,840,3033,8.53938055555555,47.3697255555556
7,6,9,2356,1620,MATT,18708,18772,18810,1478109056,737,2091,8.59114055555555,47.3986172222222
3,7,6,1938,619,CENT,18714,18773,18793,210688408,812,3002,8.544565,47.3764586111111
9,11,1,2081,6032,DEP7,18720,18718,18718,1074164396,755,2110,8.54397083333333,47.3950752777778
2,4,4,1535,48,ALBP,18726,18760,18771,1438840641,961,2062,8.51051388888889,47.3781736111111
6,1,1,1543,1334,IRCH,18732,18834,18837,296902797,985,3054,8.54510472222222,47.3960897222222
2,2,6,2253,883,FREI,18738,18786,18795,1519579709,700,2049,8.49987083333333,47.3830302777778
2,8,19,2680,917,FROE,18744,18742,18745,1462595801,714,2065,8.55700111111111,47.355065
10,7,1,1816,972,GESS,18750,18778,18778,280827998,872,3067,8.53685416666667,47.3769188888889
13,3,17,2809,46,ALBG,18756,18791,18827,225557782,950,3003,8.50740527777778,47.3519097222222
3,2,6,2871,1252,HUBE,18762,18796,18801,1496051781,713,2064,8.49953694444445,47.3768897222222
6,1,2,2315,1507,LANM,18768,18848,18848,296902832,985,3054,8.54504166666667,47.3936886111111
11,2,20,2295,580,BURG,18774,18781,18792,2014751953,546,2011,8.57190027777778,47.3579152777778
4,3,1,2251,6030,DEP4,18780,18785,18785,354900411,821,3012,8.52163222222222,47.3733386111111
2,11,5,2228,601,BOES,18786,18803,18809,333182506,840,3033,8.53984277777778,47.3683719444444
2,6,3,2590,615,BURK,18792,18863,18873,1460028259,720,2071,8.54176583333333,47.3666086111111
10,4,13,1543,1334,IRCH,18798,18773,18786,261592894,878,3073,8.54510472222222,47.3960897222222
2,2,7,2245,1548,LETG,18804,18846,18855,1519580085,700,2049,8.50382,47.3811588888889
4,10,1,2536,5001,BALN,18810,18852,18852,345648670,836,3028,8.49052777777778,47.3921108333333
6,1,3,2274,1550,LETZ,18822,18885,18888,296903129,985,3054,8.54549222222222,47.3905091666667
2,4,5,2245,1548,LETG,18828,18853,18860,1438841243,961,2062,8.50382,47.3811588888889
11,14,1,1574,799,EWYS,18834,18813,18813,1452105919,712,2063,8.52358638888889,47.3899791666667
4,11,1,2299,6031,DEP5,18840,18891,18891,356093598,831,3023,8.52145805555556,47.3914925
3,2,7,2640,2385,SIEM,18846,18889,18898,1496052258,713,2064,8.49428805555556,47.3786469444444
4,8,6,2289,2395,SIHL,18852,18879,18889,1417165480,706,2055,8.53748972222222,47.3801241666667
4,3,2,1306,478,BEZI,18858,18947,18948,354900882,821,3012,8.52586861111111,47.3739463888889
15,1,7,1542,413,BQUA,18864,18871,18932,2059905511,549,2014,8.54203305555555,47.3776161111111
2,8,21,2788,3041,BTIE,18870,18870,19017,1462596447,714,2065,8.56126166666667,47.3499594444444
3,7,8,1305,1472,KUNS,18876,18963,18976,210689251,812,3002,8.54916722222222,47.3704416666667
2,2,8,1535,48,ALBP,18882,18927,18938,1519580681,700,2049,8.51051388888889,47.3781736111111
8,4,8,2413,1666,MUSR,18888,18938,18943,1484750710,715,2066,8.53160527777778,47.3605255555556
2,4,6,2253,883,FREI,18894,18916,18924,1438841620,961,2062,8.49987083333333,47.3830302777778
3,9,1,2251,6030,DEP4,18900,18937,18937,311892364,847,3040,8.52163222222222,47.3733386111111
8,7,9,2524,2551,BSEL,18906,18874,18977,573835322,730,2082,8.53178722222222,47.3706972222222
10,9,11,2260,2367,RIGI,18912,18941,18950,284793236,876,3071,8.54843861111111,47.3856955555556
7,6,2,2356,1620,MATT,18918,19065,19076,1478110143,737,2091,8.59114055555555,47.3986172222222
3,2,8,2713,840,FELL,18924,18972,18981,1496052827,713,2064,8.48879722222222,47.3755305555556
4,3,2,1502,2556,STAU,18930,19053,19053,354901269,821,3012,8.53029722222222,47.3735897222222
9,1,6,2812,1139,HEER,18936,18983,18987,1124538998,756,2111,8.57667333333333,47.4048055555556
2,6,5,1528,1861,PARA,18942,19019,19047,1460028705,720,2071,8.53938055555555,47.3697255555556
4,10,3,2740,7,AARG,18948,18974,18986,345649594,836,3028,8.50270361111111,47.3922511111111
2,2,9,2250,3019,ZYPR,18954,18993,19002,1519581005,700,2049,8.51399138888889,47.3765941666667
2,4,7,2244,1364,KAPP,18960,18993,19002,1438842054,961,2062,8.49511694444444,47.3850619444444
11,7,9,1829,3034,BOER,18966,18975,18999,265850565,864,3059,8.54453333333333,47.4113238888889
2,11,7,1565,440,BELL,18972,18949,18985,333183070,840,3033,8.54582055555556,47.3667766666667
3,9,2,1306,478,BEZI,18978,19061,19062,311892798,847,3040,8.52586861111111,47.3739463888889
3,7,9,2870,1251,HOTT,18984,19046,19054,210689705,812,3002,8.55527222222222,47.3692313888889
4,7,16,2615,1286,HOES,18990,18967,18979,339644033,844,3037,8.55483611111111,47.3578836111111
3,2,9,2810,47,ALBR,18996,19058,19085,1496053132,713,2064,8.48507888888889,47.3743230555556
9,1,7,2729,1590,LUEG,19002,19045,19057,1124539391,756,2111,8.58156027777778,47.4059444444444
4,10,4,2575,2449,SPOW,19008,19064,19067,345649871,836,3028,8.50612,47.3915361111111
9,11,2,1504,1643,MIBU,19014,19043,19060,1074165144,755,2110,8.54311194444444,47.3990141666667
2,2,10,2248,1579,LOCH,19020,19047,19059,1519581319,700,2049,8.51772777777778,47.3753444444444
8,4,10,2508,2689,TUNN,19032,19087,19096,1484751370,715,2066,8.532945,47.3664675
2,6,6,2657,2396,SIHS,19038,19123,19135,1460029159,720,2071,8.53512555555556,47.37206
2,4,8,2770,1026,GRIM,19044,19073,19083,1438842476,961,2062,8.49031888888889,47.3868955555556
7,9,1,1504,1643,MIBU,19050,19052,19052,1036959033,759,2116,8.54311194444444,47.3990141666667
4,7,17,2680,917,FROE,19056,19040,19043,339644413,844,3037,8.55700111111111,47.355065
5,1,2,2145,2950,WOLL,19062,19054,19064,1475831369,948,2090,8.53079277777778,47.3383058333333
4,10,5,2630,718,TONA,19068,19111,19114,345650269,836,3028,8.51087277777778,47.3900888888889
2,8,2,2651,2907,WILD,19074,19096,19108,1462596819,714,2065,8.5588925,47.3531038888889
3,2,1,2810,47,ALBR,19080,19105,19105,1496053160,713,2064,8.48507888888889,47.3743230555556
14,11,3,1873,845,FELS,19086,19177,19190,289720893,863,3058,8.54594638888889,47.4168425
4,3,3,2262,1366,SIHP,19092,19145,19150,354901749,821,3012,8.53456472222222,47.3763380555556
5,1,1,2145,2950,WOLL,19098,19108,19108,1475831499,948,2090,8.53079277777778,47.3383058333333
11,6,13,1895,416,BSTR,19104,19095,19123,1348797027,707,2056,8.53957,47.3763352777778
2,2,11,1906,1357,KALK,19110,19132,19139,1519581602,700,2049,8.52153222222222,47.3742838888889
2,4,9,2535,1570,LIND,19116,19135,19146,1438842793,961,2062,8.48684527777778,47.3887352777778
7,9,2,2406,2666,TIER,19122,19144,19155,1036959924,759,2116,8.55338166666667,47.4023069444444
7,13,2,2488,586,BUTZ,19128,19101,19114,1051439416,758,2115,8.53037333333333,47.3410805555556
2,8,3,2680,917,FROE,19134,19151,19159,1462597100,714,2065,8.55700111111111,47.355065
2,6,7,1502,2556,STAU,19140,19229,19279,1460029562,720,2071,8.53029722222222,47.3735897222222
11,14,6,2289,2395,SIHL,19146,19130,19152,1452107468,712,2063,8.53748972222222,47.3801241666667
12,12,8,1581,1176,HRTI07,19152,19180,19195,289130458,871,3066,8.57924138888889,47.4164558333333
4,11,2,2893,6759,SBAU,19158,19168,19182,356094178,831,3023,8.5201875,47.3882838888889
10,2,6,1504,1643,MIBU,19164,19271,19281,299759349,868,3063,8.54311194444444,47.3990141666667
2,4,10,2818,137,BACH,19170,19192,19198,1438843079,961,2062,8.48299583333333,47.3889858333333
2,2,12,1306,478,BEZI,19176,19201,19209,1519581965,700,2049,8.52586861111111,47.3739463888889
4,7,19,2788,3041,BTIE,19182,19167,19493,339645073,844,3037,8.56126166666667,47.3499594444444
4,3,4,2256,1608,LOEW,19188,19229,19231,354902020,821,3012,8.537525,47.3760488888889
8,4,11,2524,2551,BSEL,19194,19214,19225,1484752002,715,2066,8.53178722222222,47.3706972222222
2,8,4,2615,1286,HOES,19200,19213,19215,1462597478,714,2065,8.55483611111111,47.3578836111111
8,2,3,2245,1548,LETG,19206,19238,19245,1476434694,724,2076,8.50382,47.3811588888889
2,11,10,2689,832,FELD,19212,19187,19200,333183969,840,3033,8.55231833333333,47.3602916666667
4,10,7,2893,6759,SBAU,19218,19253,19265,345651053,836,3028,8.5201875,47.3882838888889
3,2,3,2640,2385,SIEM,19224,19276,19288,1496054094,713,2064,8.49428805555556,47.3786469444444
3,7,12,1905,1430,KLUS,19230,19302,19447,210690986,812,3002,8.56673861111111,47.3642266666667
2,4,11,1310,821,FARB,19236,19273,19300,1438843451,961,2062,8.47936138888889,47.3907547222222
3,9,3,2262,1366,SIHP,19242,19286,19298,311893664,847,3040,8.53456472222222,47.3763380555556
4,8,10,2774,2030,RATH,19248,19263,19266,1417166692,706,2055,8.54288833333333,47.3722288888889
9,11,5,2274,1550,LETZ,19254,19275,19278,1074166173,755,2110,8.54549222222222,47.3905091666667
2,8,5,2689,832,FELD,19260,19260,19273,1462597755,714,2065,8.55231833333333,47.3602916666667
2,2,13,1502,2556,STAU,19266,19289,19345,1519582324,700,2049,8.53029722222222,47.3735897222222
4,3,5,1541,412,BPLA,19272,19298,19307,354902266,821,3012,8.54050777777778,47.3768480555556
