agencyid,servicedate,routeid,runid,tripstart,direction,stopsequencenr,stopid,stopnameshort,stopname,vehicletypeshort,vehicletype,vehiclenumber,passengerboardingtrip,passengeralightingtrip,passengerdifferencetrip,passengerboardingstop,passengeralightingstop,passengerloadstop,year,month,day
VBZ,20121007,7,03,71700,1,25,547,BRUN,"Zürich, Brunaustrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,0,1,35,2012,10,7
VBZ,20121007,7,03,71700,1,24,1666,MUSR,"Zürich, Museum Rietberg",2.16M-SÄNFTE,,2105-2435,75,75,0,1,3,36,2012,10,7
VBZ,20121007,7,03,71700,1,23,3026,ENGE,"Zürich, Bahnhof Enge",2.16M-SÄNFTE,,2105-2435,75,75,0,5,0,38,2012,10,7
VBZ,20121007,7,03,71700,1,22,2689,TUNN,"Zürich, Tunnelstrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,0,0,33,2012,10,7
VBZ,20121007,7,03,71700,1,21,2582,STOC,"Zürich, Stockerstrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,4,0,33,2012,10,7
VBZ,20121007,7,03,71700,1,20,1861,PARA,"Zürich, Paradeplatz",2.16M-SÄNFTE,,2105-2435,75,75,0,5,6,29,2012,10,7
VBZ,20121007,7,03,71700,1,19,2054,RAUG,"Zürich, Rennweg",2.16M-SÄNFTE,,2105-2435,75,75,0,5,1,30,2012,10,7
VBZ,20121007,7,03,71700,1,18,416,BSTR,"Zürich, Bahnhofstrasse/HB",2.16M-SÄNFTE,,2105-2435,75,75,0,19,5,26,2012,10,7
VBZ,20121007,7,03,71700,1,17,619,CENT,"Zürich, Central",2.16M-SÄNFTE,,2105-2435,75,75,0,4,1,12,2012,10,7
VBZ,20121007,7,03,71700,1,16,1100,HEGG,"Zürich, Haldenegg",2.16M-SÄNFTE,,2105-2435,75,75,0,0,0,9,2012,10,7
VBZ,20121007,7,03,71700,1,15,2411,SONN,"Zürich, Sonneggstrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,1,0,9,2012,10,7
VBZ,20121007,7,03,71700,1,14,1856,OTTI,"Zürich, Ottikerstrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,1,0,8,2012,10,7
VBZ,20121007,7,03,71700,1,13,2128,ROES,"Zürich, Röslistrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,0,0,7,2012,10,7
VBZ,20121007,7,03,71700,1,12,2158,SPLA,"Zürich, Schaffhauserplatz",2.16M-SÄNFTE,,2105-2435,75,75,0,1,0,7,2012,10,7
VBZ,20121007,7,03,71700,1,11,1061,GUGG,"Zürich, Guggachstrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,2,0,6,2012,10,7
VBZ,20121007,7,03,71700,1,10,1643,MIBU,"Zürich, Milchbuck",2.16M-SÄNFTE,,2105-2435,75,75,0,2,3,4,2012,10,7
VBZ,20121007,7,03,71700,1,9,2666,TIER,"Zürich, Tierspital",2.16M-SÄNFTE,,2105-2435,75,75,0,1,0,5,2012,10,7
VBZ,20121007,7,03,71700,1,8,2814,WALD,"Zürich, Waldgarten",2.16M-SÄNFTE,,2105-2435,75,75,0,0,0,4,2012,10,7
VBZ,20121007,7,03,71700,1,7,2326,SCHO,"Zürich, Schörlistrasse",2.16M-SÄNFTE,,2105-2435,75,75,0,1,1,4,2012,10,7
VBZ,20121007,7,03,71700,1,6,2294,SCHW,"Zürich, Schwamendingerplatz",2.16M-SÄNFTE,,2105-2435,75,75,0,1,3,4,2012,10,7
VBZ,20121007,7,03,71700,1,5,2107,ROSW,"Zürich, Roswiesen",2.16M-SÄNFTE,,2105-2435,75,75,0,1,1,6,2012,10,7
VBZ,20121007,7,03,71700,1,4,998,GLAT,"Zürich, Glattwiesen",2.16M-SÄNFTE,,2105-2435,75,75,0,1,0,6,2012,10,7
VBZ,20121007,7,03,71700,1,3,2008,PROB,"Zürich, Probstei",2.16M-SÄNFTE,,2105-2435,75,75,0,0,2,5,2012,10,7
VBZ,20121007,7,03,71700,1,2,1620,MATT,"Zürich, Mattenhof",2.16M-SÄNFTE,,2105-2435,75,75,0,1,2,7,2012,10,7
VBZ,20121007,7,03,71700,1,1,2575,BSTE,"Zürich, Bahnhof Stettbach",2.16M-SÄNFTE,,2105-2435,75,75,0,8,0,8,2012,10,7
VBZ,20121007,7,03,68790,2,31,2575,BSTE,"Zürich, Bahnhof Stettbach",2.16M-SÄNFTE,,2105-2435,138,138,0,0,8,0,2012,10,7
VBZ,20121007,7,03,68790,2,30,1620,MATT,"Zürich, Mattenhof",2.16M-SÄNFTE,,2105-2435,138,138,0,0,2,8,2012,10,7
VBZ,20121007,7,03,68790,2,29,2008,PROB,"Zürich, Probstei",2.16M-SÄNFTE,,2105-2435,138,138,0,2,12,10,2012,10,7
VBZ,20121007,7,03,68790,2,28,998,GLAT,"Zürich, Glattwiesen",2.16M-SÄNFTE,,2105-2435,138,138,0,0,4,20,2012,10,7
VBZ,20121007,7,03,68790,2,27,2107,ROSW,"Zürich, Roswiesen",2.16M-SÄNFTE,,2105-2435,138,138,0,3,1,24,2012,10,7
VBZ,20121007,7,03,68790,2,26,2294,SCHW,"Zürich, Schwamendingerplatz",2.16M-SÄNFTE,,2105-2435,138,138,0,7,10,22,2012,10,7
VBZ,20121007,7,03,68790,2,25,2326,SCHO,"Zürich, Schörlistrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,2,4,25,2012,10,7
VBZ,20121007,7,03,68790,2,24,2814,WALD,"Zürich, Waldgarten",2.16M-SÄNFTE,,2105-2435,138,138,0,1,7,27,2012,10,7
VBZ,20121007,7,03,68790,2,23,2666,TIER,"Zürich, Tierspital",2.16M-SÄNFTE,,2105-2435,138,138,0,0,2,33,2012,10,7
VBZ,20121007,7,03,68790,2,22,1643,MIBU,"Zürich, Milchbuck",2.16M-SÄNFTE,,2105-2435,138,138,0,9,15,35,2012,10,7
VBZ,20121007,7,03,68790,2,21,1061,GUGG,"Zürich, Guggachstrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,0,4,41,2012,10,7
VBZ,20121007,7,03,68790,2,20,2158,SPLA,"Zürich, Schaffhauserplatz",2.16M-SÄNFTE,,2105-2435,138,138,0,8,6,45,2012,10,7
VBZ,20121007,7,03,68790,2,19,2128,ROES,"Zürich, Röslistrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,1,1,43,2012,10,7
VBZ,20121007,7,03,68790,2,18,1856,OTTI,"Zürich, Ottikerstrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,1,4,43,2012,10,7
VBZ,20121007,7,03,68790,2,17,2411,SONN,"Zürich, Sonneggstrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,0,2,46,2012,10,7
VBZ,20121007,7,03,68790,2,16,1100,HEGG,"Zürich, Haldenegg",2.16M-SÄNFTE,,2105-2435,138,138,0,1,4,48,2012,10,7
VBZ,20121007,7,03,68790,2,15,619,CENT,"Zürich, Central",2.16M-SÄNFTE,,2105-2435,138,138,0,30,2,51,2012,10,7
VBZ,20121007,7,03,68790,2,14,416,BSTR,"Zürich, Bahnhofstrasse/HB",2.16M-SÄNFTE,,2105-2435,138,138,0,13,18,23,2012,10,7
VBZ,20121007,7,03,68790,2,13,2054,RAUG,"Zürich, Rennweg",2.16M-SÄNFTE,,2105-2435,138,138,0,1,0,28,2012,10,7
VBZ,20121007,7,03,68790,2,12,1861,PARA,"Zürich, Paradeplatz",2.16M-SÄNFTE,,2105-2435,138,138,0,4,13,27,2012,10,7
VBZ,20121007,7,03,68790,2,11,2582,STOC,"Zürich, Stockerstrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,7,5,36,2012,10,7
VBZ,20121007,7,03,68790,2,10,2689,TUNN,"Zürich, Tunnelstrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,2,1,34,2012,10,7
VBZ,20121007,7,03,68790,2,9,3026,ENGE,"Zürich, Bahnhof Enge",2.16M-SÄNFTE,,2105-2435,138,138,0,11,8,33,2012,10,7
VBZ,20121007,7,03,68790,2,8,1666,MUSR,"Zürich, Museum Rietberg",2.16M-SÄNFTE,,2105-2435,138,138,0,2,1,30,2012,10,7
VBZ,20121007,7,03,68790,2,7,547,BRUN,"Zürich, Brunaustrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,1,0,29,2012,10,7
VBZ,20121007,7,03,68790,2,6,488,BILO,"Zürich, Billoweg",2.16M-SÄNFTE,,2105-2435,138,138,0,11,2,28,2012,10,7
VBZ,20121007,7,03,68790,2,5,3044,BWOL,"Zürich, Bhf Wollishofen (Tram)",2.16M-SÄNFTE,,2105-2435,138,138,0,2,1,19,2012,10,7
VBZ,20121007,7,03,68790,2,4,2005,PWOL,"Zürich, Post Wollishofen",2.16M-SÄNFTE,,2105-2435,138,138,0,2,0,18,2012,10,7
VBZ,20121007,7,03,68790,2,3,1660,MORG,"Zürich, Morgental",2.16M-SÄNFTE,,2105-2435,138,138,0,5,1,16,2012,10,7
VBZ,20121007,7,03,68790,2,2,586,BUTZ,"Zürich, Butzenstrasse",2.16M-SÄNFTE,,2105-2435,138,138,0,0,0,12,2012,10,7
VBZ,20121007,7,03,68790,2,1,2950,WOLL,"Zürich, Wollishofen",2.16M-SÄNFTE,,2105-2435,138,138,0,12,0,12,2012,10,7
VBZ,20121007,7,03,66300,1,31,2950,WOLL,"Zürich, Wollishofen",2.16M-SÄNFTE,,2105-2435,136,136,0,0,22,0,2012,10,7
VBZ,20121007,7,03,66300,1,30,586,BUTZ,"Zürich, Butzenstrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,0,8,22,2012,10,7
VBZ,20121007,7,03,66300,1,29,1660,MORG,"Zürich, Morgental",2.16M-SÄNFTE,,2105-2435,136,136,0,5,23,30,2012,10,7
VBZ,20121007,7,03,66300,1,28,2005,PWOL,"Zürich, Post Wollishofen",2.16M-SÄNFTE,,2105-2435,136,136,0,2,9,48,2012,10,7
VBZ,20121007,7,03,66300,1,27,3044,BWOL,"Zürich, Bhf Wollishofen (Tram)",2.16M-SÄNFTE,,2105-2435,136,136,0,1,1,55,2012,10,7
VBZ,20121007,7,03,66300,1,26,488,BILO,"Zürich, Billoweg",2.16M-SÄNFTE,,2105-2435,136,136,0,0,3,55,2012,10,7
VBZ,20121007,7,03,66300,1,25,547,BRUN,"Zürich, Brunaustrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,0,0,58,2012,10,7
VBZ,20121007,7,03,66300,1,24,1666,MUSR,"Zürich, Museum Rietberg",2.16M-SÄNFTE,,2105-2435,136,136,0,0,3,58,2012,10,7
VBZ,20121007,7,03,66300,1,23,3026,ENGE,"Zürich, Bahnhof Enge",2.16M-SÄNFTE,,2105-2435,136,136,0,13,3,61,2012,10,7
VBZ,20121007,7,03,66300,1,22,2689,TUNN,"Zürich, Tunnelstrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,1,1,51,2012,10,7
VBZ,20121007,7,03,66300,1,21,2582,STOC,"Zürich, Stockerstrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,3,3,51,2012,10,7
VBZ,20121007,7,03,66300,1,20,1861,PARA,"Zürich, Paradeplatz",2.16M-SÄNFTE,,2105-2435,136,136,0,12,3,51,2012,10,7
VBZ,20121007,7,03,66300,1,19,2054,RAUG,"Zürich, Rennweg",2.16M-SÄNFTE,,2105-2435,136,136,0,9,0,42,2012,10,7
VBZ,20121007,7,03,66300,1,18,416,BSTR,"Zürich, Bahnhofstrasse/HB",2.16M-SÄNFTE,,2105-2435,136,136,0,26,15,33,2012,10,7
VBZ,20121007,7,03,66300,1,17,619,CENT,"Zürich, Central",2.16M-SÄNFTE,,2105-2435,136,136,0,0,1,22,2012,10,7
VBZ,20121007,7,03,66300,1,16,1100,HEGG,"Zürich, Haldenegg",2.16M-SÄNFTE,,2105-2435,136,136,0,0,0,23,2012,10,7
VBZ,20121007,7,03,66300,1,15,2411,SONN,"Zürich, Sonneggstrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,7,0,23,2012,10,7
VBZ,20121007,7,03,66300,1,14,1856,OTTI,"Zürich, Ottikerstrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,0,1,16,2012,10,7
VBZ,20121007,7,03,66300,1,13,2128,ROES,"Zürich, Röslistrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,1,1,17,2012,10,7
VBZ,20121007,7,03,66300,1,12,2158,SPLA,"Zürich, Schaffhauserplatz",2.16M-SÄNFTE,,2105-2435,136,136,0,1,0,17,2012,10,7
VBZ,20121007,7,03,66300,1,11,1061,GUGG,"Zürich, Guggachstrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,2,4,16,2012,10,7
VBZ,20121007,7,03,66300,1,10,1643,MIBU,"Zürich, Milchbuck",2.16M-SÄNFTE,,2105-2435,136,136,0,3,11,18,2012,10,7
VBZ,20121007,7,03,66300,1,9,2666,TIER,"Zürich, Tierspital",2.16M-SÄNFTE,,2105-2435,136,136,0,4,2,26,2012,10,7
VBZ,20121007,7,03,66300,1,8,2814,WALD,"Zürich, Waldgarten",2.16M-SÄNFTE,,2105-2435,136,136,0,2,1,24,2012,10,7
VBZ,20121007,7,03,66300,1,7,2326,SCHO,"Zürich, Schörlistrasse",2.16M-SÄNFTE,,2105-2435,136,136,0,2,4,23,2012,10,7
VBZ,20121007,7,03,66300,1,6,2294,SCHW,"Zürich, Schwamendingerplatz",2.16M-SÄNFTE,,2105-2435,136,136,0,5,12,25,2012,10,7
VBZ,20121007,7,03,66300,1,5,2107,ROSW,"Zürich, Roswiesen",2.16M-SÄNFTE,,2105-2435,136,136,0,1,3,32,2012,10,7
VBZ,20121007,7,03,66300,1,4,998,GLAT,"Zürich, Glattwiesen",2.16M-SÄNFTE,,2105-2435,136,136,0,4,0,34,2012,10,7
VBZ,20121007,7,03,66300,1,3,2008,PROB,"Zürich, Probstei",2.16M-SÄNFTE,,2105-2435,136,136,0,12,2,30,2012,10,7
VBZ,20121007,7,03,66300,1,2,1620,MATT,"Zürich, Mattenhof",2.16M-SÄNFTE,,2105-2435,136,136,0,2,0,20,2012,10,7
VBZ,20121007,7,03,66300,1,1,2575,BSTE,"Zürich, Bahnhof Stettbach",2.16M-SÄNFTE,,2105-2435,136,136,0,18,0,18,2012,10,7
VBZ,20121007,7,03,63390,2,31,2575,BSTE,"Zürich, Bahnhof Stettbach",2.16M-SÄNFTE,,2105-2435,162,162,0,0,15,0,2012,10,7
VBZ,20121007,7,03,63390,2,30,1620,MATT,"Zürich, Mattenhof",2.16M-SÄNFTE,,2105-2435,162,162,0,1,3,15,2012,10,7
VBZ,20121007,7,03,63390,2,29,2008,PROB,"Zürich, Probstei",2.16M-SÄNFTE,,2105-2435,162,162,0,2,6,17,2012,10,7
VBZ,20121007,7,03,63390,2,28,998,GLAT,"Zürich, Glattwiesen",2.16M-SÄNFTE,,2105-2435,162,162,0,2,3,21,2012,10,7
VBZ,20121007,7,03,63390,2,27,2107,ROSW,"Zürich, Roswiesen",2.16M-SÄNFTE,,2105-2435,162,162,0,4,5,22,2012,10,7
VBZ,20121007,7,03,63390,2,26,2294,SCHW,"Zürich, Schwamendingerplatz",2.16M-SÄNFTE,,2105-2435,162,162,0,1,9,23,2012,10,7
VBZ,20121007,7,03,63390,2,25,2326,SCHO,"Zürich, Schörlistrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,0,7,31,2012,10,7
VBZ,20121007,7,03,63390,2,24,2814,WALD,"Zürich, Waldgarten",2.16M-SÄNFTE,,2105-2435,162,162,0,1,3,38,2012,10,7
VBZ,20121007,7,03,63390,2,23,2666,TIER,"Zürich, Tierspital",2.16M-SÄNFTE,,2105-2435,162,162,0,0,6,40,2012,10,7
VBZ,20121007,7,03,63390,2,22,1643,MIBU,"Zürich, Milchbuck",2.16M-SÄNFTE,,2105-2435,162,162,0,18,6,46,2012,10,7
VBZ,20121007,7,03,63390,2,21,1061,GUGG,"Zürich, Guggachstrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,2,6,34,2012,10,7
VBZ,20121007,7,03,63390,2,20,2158,SPLA,"Zürich, Schaffhauserplatz",2.16M-SÄNFTE,,2105-2435,162,162,0,7,2,38,2012,10,7
VBZ,20121007,7,03,63390,2,19,2128,ROES,"Zürich, Röslistrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,1,1,33,2012,10,7
VBZ,20121007,7,03,63390,2,18,1856,OTTI,"Zürich, Ottikerstrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,3,7,33,2012,10,7
VBZ,20121007,7,03,63390,2,17,2411,SONN,"Zürich, Sonneggstrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,1,4,37,2012,10,7
VBZ,20121007,7,03,63390,2,16,1100,HEGG,"Zürich, Haldenegg",2.16M-SÄNFTE,,2105-2435,162,162,0,3,8,40,2012,10,7
VBZ,20121007,7,03,63390,2,15,619,CENT,"Zürich, Central",2.16M-SÄNFTE,,2105-2435,162,162,0,19,3,45,2012,10,7
VBZ,20121007,7,03,63390,2,14,416,BSTR,"Zürich, Bahnhofstrasse/HB",2.16M-SÄNFTE,,2105-2435,162,162,0,20,36,29,2012,10,7
VBZ,20121007,7,03,63390,2,13,2054,RAUG,"Zürich, Rennweg",2.16M-SÄNFTE,,2105-2435,162,162,0,1,4,45,2012,10,7
VBZ,20121007,7,03,63390,2,12,1861,PARA,"Zürich, Paradeplatz",2.16M-SÄNFTE,,2105-2435,162,162,0,12,4,48,2012,10,7
VBZ,20121007,7,03,63390,2,11,2582,STOC,"Zürich, Stockerstrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,7,5,40,2012,10,7
VBZ,20121007,7,03,63390,2,10,2689,TUNN,"Zürich, Tunnelstrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,1,2,38,2012,10,7
VBZ,20121007,7,03,63390,2,9,3026,ENGE,"Zürich, Bahnhof Enge",2.16M-SÄNFTE,,2105-2435,162,162,0,15,10,39,2012,10,7
VBZ,20121007,7,03,63390,2,8,1666,MUSR,"Zürich, Museum Rietberg",2.16M-SÄNFTE,,2105-2435,162,162,0,1,0,34,2012,10,7
VBZ,20121007,7,03,63390,2,7,547,BRUN,"Zürich, Brunaustrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,0,0,33,2012,10,7
VBZ,20121007,7,03,63390,2,6,488,BILO,"Zürich, Billoweg",2.16M-SÄNFTE,,2105-2435,162,162,0,3,0,33,2012,10,7
VBZ,20121007,7,03,63390,2,5,3044,BWOL,"Zürich, Bhf Wollishofen (Tram)",2.16M-SÄNFTE,,2105-2435,162,162,0,0,5,30,2012,10,7
VBZ,20121007,7,03,63390,2,4,2005,PWOL,"Zürich, Post Wollishofen",2.16M-SÄNFTE,,2105-2435,162,162,0,7,0,35,2012,10,7
VBZ,20121007,7,03,63390,2,3,1660,MORG,"Zürich, Morgental",2.16M-SÄNFTE,,2105-2435,162,162,0,7,2,28,2012,10,7
VBZ,20121007,7,03,63390,2,2,586,BUTZ,"Zürich, Butzenstrasse",2.16M-SÄNFTE,,2105-2435,162,162,0,14,0,23,2012,10,7
VBZ,20121007,7,03,63390,2,1,2950,WOLL,"Zürich, Wollishofen",2.16M-SÄNFTE,,2105-2435,162,162,0,9,0,9,2012,10,7
VBZ,20121007,7,03,60900,1,31,2950,WOLL,"Zürich, Wollishofen",2.16M-SÄNFTE,,2105-2435,169,169,0,0,23,0,2012,10,7
VBZ,20121007,7,03,60900,1,30,586,BUTZ,"Zürich, Butzenstrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,0,10,23,2012,10,7
VBZ,20121007,7,03,60900,1,29,1660,MORG,"Zürich, Morgental",2.16M-SÄNFTE,,2105-2435,169,169,0,9,14,33,2012,10,7
VBZ,20121007,7,03,60900,1,28,2005,PWOL,"Zürich, Post Wollishofen",2.16M-SÄNFTE,,2105-2435,169,169,0,4,9,38,2012,10,7
VBZ,20121007,7,03,60900,1,27,3044,BWOL,"Zürich, Bhf Wollishofen (Tram)",2.16M-SÄNFTE,,2105-2435,169,169,0,2,15,43,2012,10,7
VBZ,20121007,7,03,60900,1,26,488,BILO,"Zürich, Billoweg",2.16M-SÄNFTE,,2105-2435,169,169,0,0,6,56,2012,10,7
VBZ,20121007,7,03,60900,1,25,547,BRUN,"Zürich, Brunaustrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,0,6,62,2012,10,7
VBZ,20121007,7,03,60900,1,24,1666,MUSR,"Zürich, Museum Rietberg",2.16M-SÄNFTE,,2105-2435,169,169,0,3,7,68,2012,10,7
VBZ,20121007,7,03,60900,1,23,3026,ENGE,"Zürich, Bahnhof Enge",2.16M-SÄNFTE,,2105-2435,169,169,0,25,9,72,2012,10,7
VBZ,20121007,7,03,60900,1,22,2689,TUNN,"Zürich, Tunnelstrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,0,1,56,2012,10,7
VBZ,20121007,7,03,60900,1,21,2582,STOC,"Zürich, Stockerstrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,7,5,57,2012,10,7
VBZ,20121007,7,03,60900,1,20,1861,PARA,"Zürich, Paradeplatz",2.16M-SÄNFTE,,2105-2435,169,169,0,14,4,55,2012,10,7
VBZ,20121007,7,03,60900,1,19,2054,RAUG,"Zürich, Rennweg",2.16M-SÄNFTE,,2105-2435,169,169,0,5,4,45,2012,10,7
VBZ,20121007,7,03,60900,1,18,416,BSTR,"Zürich, Bahnhofstrasse/HB",2.16M-SÄNFTE,,2105-2435,169,169,0,30,10,44,2012,10,7
VBZ,20121007,7,03,60900,1,17,619,CENT,"Zürich, Central",2.16M-SÄNFTE,,2105-2435,169,169,0,7,9,24,2012,10,7
VBZ,20121007,7,03,60900,1,16,1100,HEGG,"Zürich, Haldenegg",2.16M-SÄNFTE,,2105-2435,169,169,0,5,1,26,2012,10,7
VBZ,20121007,7,03,60900,1,15,2411,SONN,"Zürich, Sonneggstrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,0,0,22,2012,10,7
VBZ,20121007,7,03,60900,1,14,1856,OTTI,"Zürich, Ottikerstrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,4,0,22,2012,10,7
VBZ,20121007,7,03,60900,1,13,2128,ROES,"Zürich, Röslistrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,0,0,18,2012,10,7
VBZ,20121007,7,03,60900,1,12,2158,SPLA,"Zürich, Schaffhauserplatz",2.16M-SÄNFTE,,2105-2435,169,169,0,1,2,18,2012,10,7
VBZ,20121007,7,03,60900,1,11,1061,GUGG,"Zürich, Guggachstrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,1,3,19,2012,10,7
VBZ,20121007,7,03,60900,1,10,1643,MIBU,"Zürich, Milchbuck",2.16M-SÄNFTE,,2105-2435,169,169,0,3,7,21,2012,10,7
VBZ,20121007,7,03,60900,1,9,2666,TIER,"Zürich, Tierspital",2.16M-SÄNFTE,,2105-2435,169,169,0,0,6,25,2012,10,7
VBZ,20121007,7,03,60900,1,8,2814,WALD,"Zürich, Waldgarten",2.16M-SÄNFTE,,2105-2435,169,169,0,0,0,31,2012,10,7
VBZ,20121007,7,03,60900,1,7,2326,SCHO,"Zürich, Schörlistrasse",2.16M-SÄNFTE,,2105-2435,169,169,0,1,2,31,2012,10,7
VBZ,20121007,7,03,60900,1,6,2294,SCHW,"Zürich, Schwamendingerplatz",2.16M-SÄNFTE,,2105-2435,169,169,0,20,11,32,2012,10,7
VBZ,20121007,7,03,60900,1,5,2107,ROSW,"Zürich, Roswiesen",2.16M-SÄNFTE,,2105-2435,169,169,0,2,1,23,2012,10,7
