agencyid,servicedate,routeid,runid,tripstart,direction,stopsequencenr,stopid,stopnameshort,stopname,vehicletypeshort,vehicletype,vehiclenumber,passengerboardingtrip,passengeralightingtrip,passengerdifferencetrip,passengerboardingstop,passengeralightingstop,passengerloadstop,year,month,day
VBZ,20121002,4,08,77160,1,18,1157,HELM,"Zürich, Helmhaus",COBRA,VBZ Tram Cobra,3023,93,93,0,1,2,23,2012,10,2
VBZ,20121002,4,08,77160,1,17,2030,RATH,"Zürich, Rathaus",COBRA,VBZ Tram Cobra,3023,93,93,0,1,9,24,2012,10,2
VBZ,20121002,4,08,77160,1,16,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",COBRA,VBZ Tram Cobra,3023,93,93,0,4,1,32,2012,10,2
VBZ,20121002,4,08,77160,1,15,619,CENT,"Zürich, Central",COBRA,VBZ Tram Cobra,3023,93,93,0,10,6,29,2012,10,2
VBZ,20121002,4,08,77160,1,14,413,BQUA,"Zürich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3023,93,93,0,14,5,25,2012,10,2
VBZ,20121002,4,08,77160,1,13,2395,SIHL,"Zürich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3023,93,93,0,7,15,16,2012,10,2
VBZ,20121002,4,08,77160,1,12,1667,MUFG,"Zürich, Museum für Gestaltung",COBRA,VBZ Tram Cobra,3023,93,93,0,0,1,24,2012,10,2
VBZ,20121002,4,08,77160,1,11,1557,LIMM,"Zürich, Limmatplatz",COBRA,VBZ Tram Cobra,3023,93,93,0,10,2,25,2012,10,2
VBZ,20121002,4,08,77160,1,10,2014,QUEL,"Zürich, Quellenstrasse",COBRA,VBZ Tram Cobra,3023,93,93,0,2,0,17,2012,10,2
VBZ,20121002,4,08,77160,1,9,648,DAMM,"Zürich, Dammweg",COBRA,VBZ Tram Cobra,3023,93,93,0,3,0,15,2012,10,2
VBZ,20121002,4,08,77160,1,8,799,EWYS,"Zürich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3023,93,93,0,7,0,12,2012,10,2
VBZ,20121002,4,08,77160,1,7,6759,SBAU,"Zürich, Schiffbau",COBRA,VBZ Tram Cobra,3023,93,93,0,0,3,5,2012,10,2
VBZ,20121002,4,08,77160,1,6,3453,TECH,"Zürich, Technopark",COBRA,VBZ Tram Cobra,3023,93,93,0,6,0,8,2012,10,2
VBZ,20121002,4,08,77160,1,5,718,TONA,"Zürich, Toni-Areal",COBRA,VBZ Tram Cobra,3023,93,93,0,0,1,2,2012,10,2
VBZ,20121002,4,08,77160,1,4,2449,SPOW,"Zürich, Sportweg",COBRA,VBZ Tram Cobra,3023,93,93,0,0,0,3,2012,10,2
VBZ,20121002,4,08,77160,1,3,7,AARG,"Zürich, Aargauerstrasse",COBRA,VBZ Tram Cobra,3023,93,93,0,0,0,3,2012,10,2
VBZ,20121002,4,08,77160,1,2,6648,WURZ,"Zürich, Würzgraben",COBRA,VBZ Tram Cobra,3023,93,93,0,1,1,3,2012,10,2
VBZ,20121002,4,08,77160,1,1,5001,BALN,"Zürich, Bahnhof Altstetten N",COBRA,VBZ Tram Cobra,3023,93,93,0,3,0,3,2012,10,2
VBZ,20121002,4,08,74460,2,26,5001,BALN,"Zürich, Bahnhof Altstetten N",COBRA,VBZ Tram Cobra,3023,130,130,0,0,22,0,2012,10,2
VBZ,20121002,4,08,74460,2,25,6648,WURZ,"Zürich, Würzgraben",COBRA,VBZ Tram Cobra,3023,130,130,0,0,0,22,2012,10,2
VBZ,20121002,4,08,74460,2,24,7,AARG,"Zürich, Aargauerstrasse",COBRA,VBZ Tram Cobra,3023,130,130,0,2,1,22,2012,10,2
VBZ,20121002,4,08,74460,2,23,2449,SPOW,"Zürich, Sportweg",COBRA,VBZ Tram Cobra,3023,130,130,0,1,3,21,2012,10,2
VBZ,20121002,4,08,74460,2,22,718,TONA,"Zürich, Toni-Areal",COBRA,VBZ Tram Cobra,3023,130,130,0,2,0,23,2012,10,2
VBZ,20121002,4,08,74460,2,21,3453,TECH,"Zürich, Technopark",COBRA,VBZ Tram Cobra,3023,130,130,0,2,3,21,2012,10,2
VBZ,20121002,4,08,74460,2,20,6759,SBAU,"Zürich, Schiffbau",COBRA,VBZ Tram Cobra,3023,130,130,0,5,0,22,2012,10,2
VBZ,20121002,4,08,74460,2,19,799,EWYS,"Zürich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3023,130,130,0,6,18,17,2012,10,2
VBZ,20121002,4,08,74460,2,18,648,DAMM,"Zürich, Dammweg",COBRA,VBZ Tram Cobra,3023,130,130,0,0,1,29,2012,10,2
VBZ,20121002,4,08,74460,2,17,2014,QUEL,"Zürich, Quellenstrasse",COBRA,VBZ Tram Cobra,3023,130,130,0,2,3,30,2012,10,2
VBZ,20121002,4,08,74460,2,16,1557,LIMM,"Zürich, Limmatplatz",COBRA,VBZ Tram Cobra,3023,130,130,0,0,14,31,2012,10,2
VBZ,20121002,4,08,74460,2,15,1667,MUFG,"Zürich, Museum für Gestaltung",COBRA,VBZ Tram Cobra,3023,130,130,0,1,1,45,2012,10,2
VBZ,20121002,4,08,74460,2,14,2395,SIHL,"Zürich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3023,130,130,0,5,0,45,2012,10,2
VBZ,20121002,4,08,74460,2,13,413,BQUA,"Zürich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3023,130,130,0,8,20,40,2012,10,2
VBZ,20121002,4,08,74460,2,12,619,CENT,"Zürich, Central",COBRA,VBZ Tram Cobra,3023,130,130,0,14,7,52,2012,10,2
VBZ,20121002,4,08,74460,2,11,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",COBRA,VBZ Tram Cobra,3023,130,130,0,3,1,45,2012,10,2
VBZ,20121002,4,08,74460,2,10,2030,RATH,"Zürich, Rathaus",COBRA,VBZ Tram Cobra,3023,130,130,0,5,3,43,2012,10,2
VBZ,20121002,4,08,74460,2,9,1157,HELM,"Zürich, Helmhaus",COBRA,VBZ Tram Cobra,3023,130,130,0,0,1,41,2012,10,2
VBZ,20121002,4,08,74460,2,8,440,BELL,"Zürich, Bellevue",COBRA,VBZ Tram Cobra,3023,130,130,0,17,13,42,2012,10,2
VBZ,20121002,4,08,74460,2,7,1845,OPER,"Zürich, Opernhaus",COBRA,VBZ Tram Cobra,3023,130,130,0,8,13,38,2012,10,2
VBZ,20121002,4,08,74460,2,6,1456,KRES,"Zürich, Kreuzstrasse",COBRA,VBZ Tram Cobra,3023,130,130,0,12,1,43,2012,10,2
VBZ,20121002,4,08,74460,2,5,832,FELD,"Zürich, Feldeggstrasse",COBRA,VBZ Tram Cobra,3023,130,130,0,10,1,32,2012,10,2
VBZ,20121002,4,08,74460,2,4,1286,HOES,"Zürich, Höschgasse",COBRA,VBZ Tram Cobra,3023,130,130,0,10,2,23,2012,10,2
VBZ,20121002,4,08,74460,2,3,917,FROE,"Zürich, Fröhlichstrasse",COBRA,VBZ Tram Cobra,3023,130,130,0,3,1,15,2012,10,2
VBZ,20121002,4,08,74460,2,2,2907,WILD,"Zürich, Wildbachstrasse",COBRA,VBZ Tram Cobra,3023,130,130,0,4,1,13,2012,10,2
VBZ,20121002,4,08,74460,2,1,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",COBRA,VBZ Tram Cobra,3023,130,130,0,10,0,10,2012,10,2
VBZ,20121002,4,08,72120,1,26,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",COBRA,VBZ Tram Cobra,3023,136,136,0,0,11,0,2012,10,2
VBZ,20121002,4,08,72120,1,25,2907,WILD,"Zürich, Wildbachstrasse",COBRA,VBZ Tram Cobra,3023,136,136,0,0,2,11,2012,10,2
VBZ,20121002,4,08,72120,1,24,917,FROE,"Zürich, Fröhlichstrasse",COBRA,VBZ Tram Cobra,3023,136,136,0,1,4,13,2012,10,2
VBZ,20121002,4,08,72120,1,23,1286,HOES,"Zürich, Höschgasse",COBRA,VBZ Tram Cobra,3023,136,136,0,0,10,16,2012,10,2
VBZ,20121002,4,08,72120,1,22,832,FELD,"Zürich, Feldeggstrasse",COBRA,VBZ Tram Cobra,3023,136,136,0,0,8,26,2012,10,2
VBZ,20121002,4,08,72120,1,21,1456,KRES,"Zürich, Kreuzstrasse",COBRA,VBZ Tram Cobra,3023,136,136,0,3,1,34,2012,10,2
VBZ,20121002,4,08,72120,1,20,1845,OPER,"Zürich, Opernhaus",COBRA,VBZ Tram Cobra,3023,136,136,0,6,6,32,2012,10,2
VBZ,20121002,4,08,72120,1,19,440,BELL,"Zürich, Bellevue",COBRA,VBZ Tram Cobra,3023,136,136,0,11,24,32,2012,10,2
VBZ,20121002,4,08,72120,1,18,1157,HELM,"Zürich, Helmhaus",COBRA,VBZ Tram Cobra,3023,136,136,0,5,3,45,2012,10,2
VBZ,20121002,4,08,72120,1,17,2030,RATH,"Zürich, Rathaus",COBRA,VBZ Tram Cobra,3023,136,136,0,12,2,43,2012,10,2
VBZ,20121002,4,08,72120,1,16,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",COBRA,VBZ Tram Cobra,3023,136,136,0,2,9,33,2012,10,2
VBZ,20121002,4,08,72120,1,15,619,CENT,"Zürich, Central",COBRA,VBZ Tram Cobra,3023,136,136,0,6,6,40,2012,10,2
VBZ,20121002,4,08,72120,1,14,413,BQUA,"Zürich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3023,136,136,0,24,14,40,2012,10,2
VBZ,20121002,4,08,72120,1,13,2395,SIHL,"Zürich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3023,136,136,0,1,19,30,2012,10,2
VBZ,20121002,4,08,72120,1,12,1667,MUFG,"Zürich, Museum für Gestaltung",COBRA,VBZ Tram Cobra,3023,136,136,0,6,2,48,2012,10,2
VBZ,20121002,4,08,72120,1,11,1557,LIMM,"Zürich, Limmatplatz",COBRA,VBZ Tram Cobra,3023,136,136,0,20,8,44,2012,10,2
VBZ,20121002,4,08,72120,1,10,2014,QUEL,"Zürich, Quellenstrasse",COBRA,VBZ Tram Cobra,3023,136,136,0,8,0,32,2012,10,2
VBZ,20121002,4,08,72120,1,9,648,DAMM,"Zürich, Dammweg",COBRA,VBZ Tram Cobra,3023,136,136,0,2,1,24,2012,10,2
VBZ,20121002,4,08,72120,1,8,799,EWYS,"Zürich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3023,136,136,0,10,2,23,2012,10,2
VBZ,20121002,4,08,72120,1,7,6759,SBAU,"Zürich, Schiffbau",COBRA,VBZ Tram Cobra,3023,136,136,0,5,4,15,2012,10,2
VBZ,20121002,4,08,72120,1,6,3453,TECH,"Zürich, Technopark",COBRA,VBZ Tram Cobra,3023,136,136,0,8,0,14,2012,10,2
VBZ,20121002,4,08,72120,1,5,718,TONA,"Zürich, Toni-Areal",COBRA,VBZ Tram Cobra,3023,136,136,0,2,0,6,2012,10,2
VBZ,20121002,4,08,72120,1,4,2449,SPOW,"Zürich, Sportweg",COBRA,VBZ Tram Cobra,3023,136,136,0,0,0,4,2012,10,2
VBZ,20121002,4,08,72120,1,3,7,AARG,"Zürich, Aargauerstrasse",COBRA,VBZ Tram Cobra,3023,136,136,0,2,0,4,2012,10,2
VBZ,20121002,4,08,72120,1,2,6648,WURZ,"Zürich, Würzgraben",COBRA,VBZ Tram Cobra,3023,136,136,0,0,0,2,2012,10,2
VBZ,20121002,4,08,72120,1,1,5001,BALN,"Zürich, Bahnhof Altstetten N",COBRA,VBZ Tram Cobra,3023,136,136,0,2,0,2,2012,10,2
VBZ,20121002,4,08,69480,2,26,5001,BALN,"Zürich, Bahnhof Altstetten N",COBRA,VBZ Tram Cobra,3023,164,164,0,0,5,0,2012,10,2
VBZ,20121002,4,08,69480,2,25,6648,WURZ,"Zürich, Würzgraben",COBRA,VBZ Tram Cobra,3023,164,164,0,0,0,5,2012,10,2
VBZ,20121002,4,08,69480,2,24,7,AARG,"Zürich, Aargauerstrasse",COBRA,VBZ Tram Cobra,3023,164,164,0,0,2,5,2012,10,2
VBZ,20121002,4,08,69480,2,23,2449,SPOW,"Zürich, Sportweg",COBRA,VBZ Tram Cobra,3023,164,164,0,0,0,7,2012,10,2
VBZ,20121002,4,08,69480,2,22,718,TONA,"Zürich, Toni-Areal",COBRA,VBZ Tram Cobra,3023,164,164,0,0,0,7,2012,10,2
VBZ,20121002,4,08,69480,2,21,3453,TECH,"Zürich, Technopark",COBRA,VBZ Tram Cobra,3023,164,164,0,2,2,7,2012,10,2
VBZ,20121002,4,08,69480,2,20,6759,SBAU,"Zürich, Schiffbau",COBRA,VBZ Tram Cobra,3023,164,164,0,1,2,7,2012,10,2
VBZ,20121002,4,08,69480,2,19,799,EWYS,"Zürich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3023,164,164,0,4,15,8,2012,10,2
VBZ,20121002,4,08,69480,2,18,648,DAMM,"Zürich, Dammweg",COBRA,VBZ Tram Cobra,3023,164,164,0,1,7,19,2012,10,2
VBZ,20121002,4,08,69480,2,17,2014,QUEL,"Zürich, Quellenstrasse",COBRA,VBZ Tram Cobra,3023,164,164,0,2,9,25,2012,10,2
VBZ,20121002,4,08,69480,2,16,1557,LIMM,"Zürich, Limmatplatz",COBRA,VBZ Tram Cobra,3023,164,164,0,4,18,32,2012,10,2
VBZ,20121002,4,08,69480,2,15,1667,MUFG,"Zürich, Museum für Gestaltung",COBRA,VBZ Tram Cobra,3023,164,164,0,2,7,46,2012,10,2
VBZ,20121002,4,08,69480,2,14,2395,SIHL,"Zürich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3023,164,164,0,13,8,51,2012,10,2
VBZ,20121002,4,08,69480,2,13,413,BQUA,"Zürich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3023,164,164,0,27,31,46,2012,10,2
VBZ,20121002,4,08,69480,2,12,619,CENT,"Zürich, Central",COBRA,VBZ Tram Cobra,3023,164,164,0,3,20,50,2012,10,2
VBZ,20121002,4,08,69480,2,11,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",COBRA,VBZ Tram Cobra,3023,164,164,0,11,1,67,2012,10,2
VBZ,20121002,4,08,69480,2,10,2030,RATH,"Zürich, Rathaus",COBRA,VBZ Tram Cobra,3023,164,164,0,19,13,57,2012,10,2
VBZ,20121002,4,08,69480,2,9,1157,HELM,"Zürich, Helmhaus",COBRA,VBZ Tram Cobra,3023,164,164,0,3,1,51,2012,10,2
VBZ,20121002,4,08,69480,2,8,440,BELL,"Zürich, Bellevue",COBRA,VBZ Tram Cobra,3023,164,164,0,25,7,49,2012,10,2
VBZ,20121002,4,08,69480,2,7,1845,OPER,"Zürich, Opernhaus",COBRA,VBZ Tram Cobra,3023,164,164,0,7,12,31,2012,10,2
VBZ,20121002,4,08,69480,2,6,1456,KRES,"Zürich, Kreuzstrasse",COBRA,VBZ Tram Cobra,3023,164,164,0,5,3,36,2012,10,2
VBZ,20121002,4,08,69480,2,5,832,FELD,"Zürich, Feldeggstrasse",COBRA,VBZ Tram Cobra,3023,164,164,0,11,1,34,2012,10,2
VBZ,20121002,4,08,69480,2,4,1286,HOES,"Zürich, Höschgasse",COBRA,VBZ Tram Cobra,3023,164,164,0,7,0,24,2012,10,2
VBZ,20121002,4,08,69480,2,3,917,FROE,"Zürich, Fröhlichstrasse",COBRA,VBZ Tram Cobra,3023,164,164,0,5,0,17,2012,10,2
VBZ,20121002,4,08,69480,2,2,2907,WILD,"Zürich, Wildbachstrasse",COBRA,VBZ Tram Cobra,3023,164,164,0,8,0,12,2012,10,2
VBZ,20121002,4,08,69480,2,1,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",COBRA,VBZ Tram Cobra,3023,164,164,0,4,0,4,2012,10,2
VBZ,20121002,4,08,67080,1,26,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",COBRA,VBZ Tram Cobra,3023,161,161,0,0,4,0,2012,10,2
VBZ,20121002,4,08,67080,1,25,2907,WILD,"Zürich, Wildbachstrasse",COBRA,VBZ Tram Cobra,3023,161,161,0,0,1,4,2012,10,2
VBZ,20121002,4,08,67080,1,24,917,FROE,"Zürich, Fröhlichstrasse",COBRA,VBZ Tram Cobra,3023,161,161,0,0,4,5,2012,10,2
VBZ,20121002,4,08,67080,1,23,1286,HOES,"Zürich, Höschgasse",COBRA,VBZ Tram Cobra,3023,161,161,0,0,8,9,2012,10,2
VBZ,20121002,4,08,67080,1,22,832,FELD,"Zürich, Feldeggstrasse",COBRA,VBZ Tram Cobra,3023,161,161,0,0,13,17,2012,10,2
VBZ,20121002,4,08,67080,1,21,1456,KRES,"Zürich, Kreuzstrasse",COBRA,VBZ Tram Cobra,3023,161,161,0,0,7,30,2012,10,2
VBZ,20121002,4,08,67080,1,20,1845,OPER,"Zürich, Opernhaus",COBRA,VBZ Tram Cobra,3023,161,161,0,11,10,37,2012,10,2
VBZ,20121002,4,08,67080,1,19,440,BELL,"Zürich, Bellevue",COBRA,VBZ Tram Cobra,3023,161,161,0,11,24,36,2012,10,2
VBZ,20121002,4,08,67080,1,18,1157,HELM,"Zürich, Helmhaus",COBRA,VBZ Tram Cobra,3023,161,161,0,2,4,49,2012,10,2
VBZ,20121002,4,08,67080,1,17,2030,RATH,"Zürich, Rathaus",COBRA,VBZ Tram Cobra,3023,161,161,0,7,2,51,2012,10,2
VBZ,20121002,4,08,67080,1,16,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",COBRA,VBZ Tram Cobra,3023,161,161,0,8,5,46,2012,10,2
VBZ,20121002,4,08,67080,1,15,619,CENT,"Zürich, Central",COBRA,VBZ Tram Cobra,3023,161,161,0,22,5,43,2012,10,2
VBZ,20121002,4,08,67080,1,14,413,BQUA,"Zürich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3023,161,161,0,15,14,26,2012,10,2
VBZ,20121002,4,08,67080,1,13,2395,SIHL,"Zürich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3023,161,161,0,2,27,25,2012,10,2
VBZ,20121002,4,08,67080,1,12,1667,MUFG,"Zürich, Museum für Gestaltung",COBRA,VBZ Tram Cobra,3023,161,161,0,3,1,50,2012,10,2
VBZ,20121002,4,08,67080,1,11,1557,LIMM,"Zürich, Limmatplatz",COBRA,VBZ Tram Cobra,3023,161,161,0,17,8,48,2012,10,2
VBZ,20121002,4,08,67080,1,10,2014,QUEL,"Zürich, Quellenstrasse",COBRA,VBZ Tram Cobra,3023,161,161,0,6,5,39,2012,10,2
VBZ,20121002,4,08,67080,1,9,648,DAMM,"Zürich, Dammweg",COBRA,VBZ Tram Cobra,3023,161,161,0,17,4,38,2012,10,2
VBZ,20121002,4,08,67080,1,8,799,EWYS,"Zürich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3023,161,161,0,8,6,25,2012,10,2
VBZ,20121002,4,08,67080,1,7,6759,SBAU,"Zürich, Schiffbau",COBRA,VBZ Tram Cobra,3023,161,161,0,5,7,23,2012,10,2
VBZ,20121002,4,08,67080,1,6,3453,TECH,"Zürich, Technopark",COBRA,VBZ Tram Cobra,3023,161,161,0,13,2,25,2012,10,2
VBZ,20121002,4,08,67080,1,5,718,TONA,"Zürich, Toni-Areal",COBRA,VBZ Tram Cobra,3023,161,161,0,2,0,14,2012,10,2
VBZ,20121002,4,08,67080,1,4,2449,SPOW,"Zürich, Sportweg",COBRA,VBZ Tram Cobra,3023,161,161,0,2,0,12,2012,10,2
VBZ,20121002,4,08,67080,1,3,7,AARG,"Zürich, Aargauerstrasse",COBRA,VBZ Tram Cobra,3023,161,161,0,0,0,10,2012,10,2
VBZ,20121002,4,08,67080,1,2,6648,WURZ,"Zürich, Würzgraben",COBRA,VBZ Tram Cobra,3023,161,161,0,2,0,10,2012,10,2
VBZ,20121002,4,08,67080,1,1,5001,BALN,"Zürich, Bahnhof Altstetten N",COBRA,VBZ Tram Cobra,3023,161,161,0,8,0,8,2012,10,2
VBZ,20121002,4,08,64440,2,26,5001,BALN,"Zürich, Bahnhof Altstetten N",COBRA,VBZ Tram Cobra,3023,328,328,0,0,18,0,2012,10,2
VBZ,20121002,4,08,64440,2,25,6648,WURZ,"Zürich, Würzgraben",COBRA,VBZ Tram Cobra,3023,328,328,0,0,3,18,2012,10,2
VBZ,20121002,4,08,64440,2,24,7,AARG,"Zürich, Aargauerstrasse",COBRA,VBZ Tram Cobra,3023,328,328,0,0,0,21,2012,10,2
VBZ,20121002,4,08,64440,2,23,2449,SPOW,"Zürich, Sportweg",COBRA,VBZ Tram Cobra,3023,328,328,0,2,2,21,2012,10,2
VBZ,20121002,4,08,64440,2,22,718,TONA,"Zürich, Toni-Areal",COBRA,VBZ Tram Cobra,3023,328,328,0,6,5,21,2012,10,2
VBZ,20121002,4,08,64440,2,21,3453,TECH,"Zürich, Technopark",COBRA,VBZ Tram Cobra,3023,328,328,0,3,4,20,2012,10,2
VBZ,20121002,4,08,64440,2,20,6759,SBAU,"Zürich, Schiffbau",COBRA,VBZ Tram Cobra,3023,328,328,0,9,6,21,2012,10,2
VBZ,20121002,4,08,64440,2,19,799,EWYS,"Zürich, Escher-Wyss-Platz",COBRA,VBZ Tram Cobra,3023,328,328,0,2,12,18,2012,10,2
VBZ,20121002,4,08,64440,2,18,648,DAMM,"Zürich, Dammweg",COBRA,VBZ Tram Cobra,3023,328,328,0,2,8,28,2012,10,2
VBZ,20121002,4,08,64440,2,17,2014,QUEL,"Zürich, Quellenstrasse",COBRA,VBZ Tram Cobra,3023,328,328,0,2,10,34,2012,10,2
VBZ,20121002,4,08,64440,2,16,1557,LIMM,"Zürich, Limmatplatz",COBRA,VBZ Tram Cobra,3023,328,328,0,4,28,42,2012,10,2
VBZ,20121002,4,08,64440,2,15,1667,MUFG,"Zürich, Museum für Gestaltung",COBRA,VBZ Tram Cobra,3023,328,328,0,4,14,66,2012,10,2
VBZ,20121002,4,08,64440,2,14,2395,SIHL,"Zürich, Sihlquai/HB",COBRA,VBZ Tram Cobra,3023,328,328,0,9,9,76,2012,10,2
VBZ,20121002,4,08,64440,2,13,413,BQUA,"Zürich, Bahnhofquai/HB",COBRA,VBZ Tram Cobra,3023,328,328,0,8,46,76,2012,10,2
VBZ,20121002,4,08,64440,2,12,619,CENT,"Zürich, Central",COBRA,VBZ Tram Cobra,3023,328,328,0,21,32,114,2012,10,2
VBZ,20121002,4,08,64440,2,11,2113,RBRU,"Zürich, Rudolf-Brun-Brücke",COBRA,VBZ Tram Cobra,3023,328,328,0,22,12,125,2012,10,2
VBZ,20121002,4,08,64440,2,10,2030,RATH,"Zürich, Rathaus",COBRA,VBZ Tram Cobra,3023,328,328,0,30,14,115,2012,10,2
VBZ,20121002,4,08,64440,2,9,1157,HELM,"Zürich, Helmhaus",COBRA,VBZ Tram Cobra,3023,328,328,0,16,9,99,2012,10,2
VBZ,20121002,4,08,64440,2,8,440,BELL,"Zürich, Bellevue",COBRA,VBZ Tram Cobra,3023,328,328,0,39,33,92,2012,10,2
VBZ,20121002,4,08,64440,2,7,1845,OPER,"Zürich, Opernhaus",COBRA,VBZ Tram Cobra,3023,328,328,0,25,51,86,2012,10,2
VBZ,20121002,4,08,64440,2,6,1456,KRES,"Zürich, Kreuzstrasse",COBRA,VBZ Tram Cobra,3023,328,328,0,24,4,112,2012,10,2
VBZ,20121002,4,08,64440,2,5,832,FELD,"Zürich, Feldeggstrasse",COBRA,VBZ Tram Cobra,3023,328,328,0,17,4,92,2012,10,2
VBZ,20121002,4,08,64440,2,4,1286,HOES,"Zürich, Höschgasse",COBRA,VBZ Tram Cobra,3023,328,328,0,40,4,79,2012,10,2
VBZ,20121002,4,08,64440,2,3,917,FROE,"Zürich, Fröhlichstrasse",COBRA,VBZ Tram Cobra,3023,328,328,0,28,0,43,2012,10,2
VBZ,20121002,4,08,64440,2,2,2907,WILD,"Zürich, Wildbachstrasse",COBRA,VBZ Tram Cobra,3023,328,328,0,12,0,15,2012,10,2
VBZ,20121002,4,08,64440,2,1,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",COBRA,VBZ Tram Cobra,3023,328,328,0,3,0,3,2012,10,2
VBZ,20121002,4,08,57270,1,26,3041,BTIE,"Zürich, Bahnhof Tiefenbrunnen",COBRA,VBZ Tram Cobra,3023,221,221,0,0,14,0,2012,10,2
VBZ,20121002,4,08,57270,1,25,2907,WILD,"Zürich, Wildbachstrasse",COBRA,VBZ Tram Cobra,3023,221,221,0,1,8,14,2012,10,2
VBZ,20121002,4,08,57270,1,24,917,FROE,"Zürich, Fröhlichstrasse",COBRA,VBZ Tram Cobra,3023,221,221,0,1,7,21,2012,10,2
VBZ,20121002,4,08,57270,1,23,1286,HOES,"Zürich, Höschgasse",COBRA,VBZ Tram Cobra,3023,221,221,0,1,18,27,2012,10,2
VBZ,20121002,4,08,57270,1,22,832,FELD,"Zürich, Feldeggstrasse",COBRA,VBZ Tram Cobra,3023,221,221,0,5,8,44,2012,10,2
VBZ,20121002,4,08,57270,1,21,1456,KRES,"Zürich, Kreuzstrasse",COBRA,VBZ Tram Cobra,3023,221,221,0,12,9,47,2012,10,2
