tripStart,routeName,routeVLD,runNumber,direction,stopId,stopNameShort,stopName,arrivalScheduled,departureScheduled,departureActual
51690,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,51690,51690,51707
51690,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,51750,51780,51785
51690,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,51810,51840,51844
51690,2,531,1,2,2615,HOES,Zürich Höschgasse,51876,51906,51928
51690,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,51942,51978,51980
51690,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,52020,52044,52048
51690,2,531,1,2,2104,OPER,Zürich Opernhaus,52092,52134,52142
51690,2,531,1,2,1565,BELL,Zürich Bellevue,52218,52272,52272
51690,2,531,1,2,2590,BURK,Zürich Bürkliplatz,52344,52404,52395
51690,2,531,1,2,2228,BOES,Zürich Börsenstrasse,52440,52470,52466
51690,2,531,1,2,1528,PARA,Zürich Paradeplatz,52500,52560,52565
51690,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,52620,52668,52675
51690,2,531,1,2,1502,STAU,Zürich Stauffacher,52740,52830,52824
51690,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,52884,52926,52928
51690,2,531,1,2,1906,KALK,Zürich Kalkbreite,52962,52998,53010
51690,2,531,1,2,2248,LOCH,Zürich Lochergut,53046,53076,53085
51690,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,53118,53148,53156
51690,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,53202,53250,53264
51690,2,531,1,2,2245,LETG,Zürich Letzigrund,53310,53334,53357
51690,2,531,1,2,2253,FREI,Zürich Freihofstrasse,53382,53406,53420
51690,2,531,1,2,2244,KAPP,Zürich Kappeli,53454,53472,53492
51690,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,53544,53562,53581
51690,2,531,1,2,2535,LIND,Zürich Lindenplatz,53616,53640,53646
51690,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,53682,53700,53705
51690,2,531,1,2,1310,FARB,Zürich Farbhof,53754,53754,53886
53880,2,531,1,1,1310,FARB,Zürich Farbhof,53880,53880,53902
53880,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,53934,53952,53962
53880,2,531,1,1,2535,LIND,Zürich Lindenplatz,53982,54012,54024
53880,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,54054,54084,54106
53880,2,531,1,1,2244,KAPP,Zürich Kappeli,54150,54174,54188
53880,2,531,1,1,2253,FREI,Zürich Freihofstrasse,54222,54246,54268
53880,2,531,1,1,2245,LETG,Zürich Letzigrund,54294,54318,54330
53880,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,54378,54420,54437
53880,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,54456,54486,54504
53880,2,531,1,1,2248,LOCH,Zürich Lochergut,54522,54552,54563
53880,2,531,1,1,1906,KALK,Zürich Kalkbreite,54612,54654,54692
53880,2,531,1,1,1306,BEZI,Zürich Bezirksgebäude,54690,54732,54772
53880,2,531,1,1,1502,STAU,Zürich Stauffacher,54792,54882,54891
53880,2,531,1,1,2657,SIHS,Zürich Sihlstrasse,54960,55002,55014
53880,2,531,1,1,1528,PARA,Zürich Paradeplatz,55062,55122,55133
53880,2,531,1,1,2228,BOES,Zürich Börsenstrasse,55164,55182,55194
53880,2,531,1,1,2590,BURK,Zürich Bürkliplatz,55254,55290,55295
53880,2,531,1,1,1565,BELL,Zürich Bellevue,55368,55428,55405
53880,2,531,1,1,2104,OPER,Zürich Opernhaus,55476,55512,55518
53880,2,531,1,1,2612,KRES,Zürich Kreuzstrasse,55542,55572,55580
53880,2,531,1,1,2689,FELD,Zürich Feldeggstrasse,55614,55644,55650
53880,2,531,1,1,2615,HOES,Zürich Höschgasse,55686,55716,55720
53880,2,531,1,1,2680,FROE,Zürich Fröhlichstrasse,55764,55794,55807
53880,2,531,1,1,2651,WILD,Zürich Wildbachstrasse,55824,55848,55864
53880,2,531,1,1,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,55890,55890,56186
56190,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,56190,56190,56197
56190,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,56250,56280,56277
56190,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,56310,56340,56340
56190,2,531,1,2,2615,HOES,Zürich Höschgasse,56376,56406,56424
56190,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,56442,56478,56493
56190,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,56520,56544,56559
56190,2,531,1,2,2104,OPER,Zürich Opernhaus,56592,56634,56650
56190,2,531,1,2,1565,BELL,Zürich Bellevue,56718,56772,56791
56190,2,531,1,2,2590,BURK,Zürich Bürkliplatz,56844,56904,56982
56190,2,531,1,2,2228,BOES,Zürich Börsenstrasse,56940,56970,57067
56190,2,531,1,2,1528,PARA,Zürich Paradeplatz,57000,57060,57169
56190,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,57120,57168,57278
56190,2,531,1,2,1502,STAU,Zürich Stauffacher,57240,57330,57401
56190,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,57384,57426,57496
56190,2,531,1,2,1906,KALK,Zürich Kalkbreite,57462,57498,57569
56190,2,531,1,2,2248,LOCH,Zürich Lochergut,57546,57576,57643
56190,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,57618,57648,57702
56190,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,57702,57750,57789
56190,2,531,1,2,2245,LETG,Zürich Letzigrund,57810,57834,57888
56190,2,531,1,2,2253,FREI,Zürich Freihofstrasse,57882,57906,57960
56190,2,531,1,2,2244,KAPP,Zürich Kappeli,57954,57972,58038
56190,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,58044,58062,58134
56190,2,531,1,2,2535,LIND,Zürich Lindenplatz,58116,58140,58221
56190,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,58182,58200,58303
56190,2,531,1,2,1310,FARB,Zürich Farbhof,58254,58254,58755
58770,2,531,1,1,1310,FARB,Zürich Farbhof,58770,58770,58773
58770,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,58824,58842,58828
58770,2,531,1,1,2535,LIND,Zürich Lindenplatz,58878,58914,58894
58770,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,58956,58986,58961
58770,2,531,1,1,2244,KAPP,Zürich Kappeli,59052,59076,59065
58770,2,531,1,1,2253,FREI,Zürich Freihofstrasse,59124,59148,59147
58770,2,531,1,1,2245,LETG,Zürich Letzigrund,59196,59220,59232
58770,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,59286,59328,59336
58770,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,59364,59394,59405
58770,2,531,1,1,2248,LOCH,Zürich Lochergut,59436,59466,59467
58770,2,531,1,1,1906,KALK,Zürich Kalkbreite,59526,59562,59559
58770,2,531,1,1,1306,BEZI,Zürich Bezirksgebäude,59604,59646,59638
58770,2,531,1,1,1502,STAU,Zürich Stauffacher,59718,59808,59796
58770,2,531,1,1,2657,SIHS,Zürich Sihlstrasse,59880,59922,59911
58770,2,531,1,1,1528,PARA,Zürich Paradeplatz,59982,60042,60060
58770,2,531,1,1,2228,BOES,Zürich Börsenstrasse,60084,60102,60117
58770,2,531,1,1,2590,BURK,Zürich Bürkliplatz,60186,60222,60205
58770,2,531,1,1,1565,BELL,Zürich Bellevue,60312,60372,60355
58770,2,531,1,1,2104,OPER,Zürich Opernhaus,60420,60462,60465
58770,2,531,1,1,2612,KRES,Zürich Kreuzstrasse,60492,60522,60526
58770,2,531,1,1,2689,FELD,Zürich Feldeggstrasse,60570,60600,60614
58770,2,531,1,1,2615,HOES,Zürich Höschgasse,60642,60672,60680
58770,2,531,1,1,2680,FROE,Zürich Fröhlichstrasse,60720,60750,60752
58770,2,531,1,1,2651,WILD,Zürich Wildbachstrasse,60780,60804,60804
58770,2,531,1,1,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,60846,60846,61074
61080,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,61080,61080,61088
61080,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,61140,61170,61158
61080,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,61206,61236,61229
61080,2,531,1,2,2615,HOES,Zürich Höschgasse,61278,61308,61342
61080,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,61344,61380,61402
61080,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,61428,61452,61468
61080,2,531,1,2,2104,OPER,Zürich Opernhaus,61500,61542,61633
61080,2,531,1,2,1565,BELL,Zürich Bellevue,61638,61692,61731
61080,2,531,1,2,2590,BURK,Zürich Bürkliplatz,61776,61836,61849
61080,2,531,1,2,2228,BOES,Zürich Börsenstrasse,61878,61914,61942
61080,2,531,1,2,1528,PARA,Zürich Paradeplatz,61950,62010,62053
61080,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,62064,62118,62169
61080,2,531,1,2,1502,STAU,Zürich Stauffacher,62190,62280,62397
61080,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,62334,62376,62482
61080,2,531,1,2,1906,KALK,Zürich Kalkbreite,62418,62454,62584
61080,2,531,1,2,2248,LOCH,Zürich Lochergut,62508,62544,62676
61080,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,62586,62616,62745
61080,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,62676,62724,62867
61080,2,531,1,2,2245,LETG,Zürich Letzigrund,62796,62820,62978
61080,2,531,1,2,2253,FREI,Zürich Freihofstrasse,62862,62886,63053
61080,2,531,1,2,2244,KAPP,Zürich Kappeli,62940,62964,63135
61080,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,63036,63054,63224
61080,2,531,1,2,2535,LIND,Zürich Lindenplatz,63108,63138,63312
61080,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,63186,63204,63366
61080,2,531,1,2,1310,FARB,Zürich Farbhof,63258,63258,63723
63720,2,531,1,1,1310,FARB,Zürich Farbhof,63720,63720,63737
63720,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,63774,63792,63794
63720,2,531,1,1,2535,LIND,Zürich Lindenplatz,63828,63864,63864
63720,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,63906,63936,63932
63720,2,531,1,1,2244,KAPP,Zürich Kappeli,64002,64026,64048
63720,2,531,1,1,2253,FREI,Zürich Freihofstrasse,64074,64098,64136
63720,2,531,1,1,2245,LETG,Zürich Letzigrund,64146,64170,64208
63720,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,64236,64278,64328
63720,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,64314,64344,64395
63720,2,531,1,1,2248,LOCH,Zürich Lochergut,64386,64416,64452
63720,2,531,1,1,1906,KALK,Zürich Kalkbreite,64476,64512,64566
63720,2,531,1,1,1306,BEZI,Zürich Bezirksgebäude,64554,64596,64648
63720,2,531,1,1,1502,STAU,Zürich Stauffacher,64668,64758,64763
63720,2,531,1,1,2657,SIHS,Zürich Sihlstrasse,64830,64872,64869
63720,2,531,1,1,1528,PARA,Zürich Paradeplatz,64932,64992,65036
63720,2,531,1,1,2228,BOES,Zürich Börsenstrasse,65034,65052,65092
63720,2,531,1,1,2590,BURK,Zürich Bürkliplatz,65136,65172,65194
63720,2,531,1,1,1565,BELL,Zürich Bellevue,65262,65322,65296
63720,2,531,1,1,2104,OPER,Zürich Opernhaus,65370,65412,65423
63720,2,531,1,1,2612,KRES,Zürich Kreuzstrasse,65442,65472,65481
63720,2,531,1,1,2689,FELD,Zürich Feldeggstrasse,65520,65550,65560
63720,2,531,1,1,2615,HOES,Zürich Höschgasse,65592,65622,65626
63720,2,531,1,1,2680,FROE,Zürich Fröhlichstrasse,65670,65700,65709
63720,2,531,1,1,2651,WILD,Zürich Wildbachstrasse,65730,65754,65758
63720,2,531,1,1,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,65796,65796,66020
66030,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,66030,66030,66035
66030,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,66090,66120,66109
66030,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,66156,66186,66186
66030,2,531,1,2,2615,HOES,Zürich Höschgasse,66228,66258,66258
66030,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,66294,66330,66323
66030,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,66378,66402,66397
66030,2,531,1,2,2104,OPER,Zürich Opernhaus,66450,66492,66499
66030,2,531,1,2,1565,BELL,Zürich Bellevue,66588,66642,66643
66030,2,531,1,2,2590,BURK,Zürich Bürkliplatz,66726,66786,66732
66030,2,531,1,2,2228,BOES,Zürich Börsenstrasse,66828,66864,66823
66030,2,531,1,2,1528,PARA,Zürich Paradeplatz,66900,66960,66926
66030,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,67014,67068,67044
66030,2,531,1,2,1502,STAU,Zürich Stauffacher,67140,67230,67253
66030,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,67284,67326,67347
66030,2,531,1,2,1906,KALK,Zürich Kalkbreite,67368,67404,67464
66030,2,531,1,2,2248,LOCH,Zürich Lochergut,67458,67494,67573
66030,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,67536,67566,67651
66030,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,67626,67674,67784
66030,2,531,1,2,2245,LETG,Zürich Letzigrund,67746,67770,67912
66030,2,531,1,2,2253,FREI,Zürich Freihofstrasse,67812,67836,67975
66030,2,531,1,2,2244,KAPP,Zürich Kappeli,67890,67914,68075
66030,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,67986,68004,68157
66030,2,531,1,2,2535,LIND,Zürich Lindenplatz,68058,68088,68260
66030,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,68136,68154,68307
66030,2,531,1,2,1310,FARB,Zürich Farbhof,68208,68208,68765
68730,2,531,1,1,1310,FARB,Zürich Farbhof,68730,68730,68779
68730,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,68784,68802,68829
68730,2,531,1,1,2535,LIND,Zürich Lindenplatz,68832,68862,68887
68730,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,68904,68934,68949
68730,2,531,1,1,2244,KAPP,Zürich Kappeli,69000,69024,69033
68730,2,531,1,1,2253,FREI,Zürich Freihofstrasse,69072,69096,69105
68730,2,531,1,1,2245,LETG,Zürich Letzigrund,69144,69168,69178
68730,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,69228,69270,69274
68730,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,69306,69336,69335
68730,2,531,1,1,2248,LOCH,Zürich Lochergut,69372,69402,69392
68730,2,531,1,1,1906,KALK,Zürich Kalkbreite,69462,69504,69507
68730,2,531,1,1,1306,BEZI,Zürich Bezirksgebäude,69540,69582,69580
68730,2,531,1,1,1502,STAU,Zürich Stauffacher,69642,69732,69735
68730,2,531,1,1,2657,SIHS,Zürich Sihlstrasse,69810,69852,69874
68730,2,531,1,1,1528,PARA,Zürich Paradeplatz,69912,69972,69973
68730,2,531,1,1,2228,BOES,Zürich Börsenstrasse,70014,70032,70029
68730,2,531,1,1,2590,BURK,Zürich Bürkliplatz,70104,70140,70138
68730,2,531,1,1,1565,BELL,Zürich Bellevue,70218,70278,70261
68730,2,531,1,1,2104,OPER,Zürich Opernhaus,70326,70362,70348
68730,2,531,1,1,2612,KRES,Zürich Kreuzstrasse,70392,70422,70401
68730,2,531,1,1,2689,FELD,Zürich Feldeggstrasse,70464,70494,70474
68730,2,531,1,1,2615,HOES,Zürich Höschgasse,70536,70566,70536
68730,2,531,1,1,2680,FROE,Zürich Fröhlichstrasse,70614,70644,70607
68730,2,531,1,1,2651,WILD,Zürich Wildbachstrasse,70674,70698,70652
68730,2,531,1,1,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,70740,70740,71141
71040,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,71040,71040,71152
71040,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,71100,71130,71220
71040,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,71160,71190,71270
71040,2,531,1,2,2615,HOES,Zürich Höschgasse,71226,71256,71341
71040,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,71292,71328,71392
71040,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,71370,71394,71459
71040,2,531,1,2,2104,OPER,Zürich Opernhaus,71442,71484,71542
71040,2,531,1,2,1565,BELL,Zürich Bellevue,71568,71622,71630
71040,2,531,1,2,2590,BURK,Zürich Bürkliplatz,71694,71754,71752
71040,2,531,1,2,2228,BOES,Zürich Börsenstrasse,71790,71820,71822
71040,2,531,1,2,1528,PARA,Zürich Paradeplatz,71850,71910,71898
71040,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,71970,72018,71999
71040,2,531,1,2,1502,STAU,Zürich Stauffacher,72090,72180,72276
71040,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,72234,72276,72348
71040,2,531,1,2,1906,KALK,Zürich Kalkbreite,72312,72348,72420
71040,2,531,1,2,2248,LOCH,Zürich Lochergut,72396,72426,72487
71040,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,72468,72498,72545
71040,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,72552,72600,72615
71040,2,531,1,2,2245,LETG,Zürich Letzigrund,72660,72684,72702
71040,2,531,1,2,2253,FREI,Zürich Freihofstrasse,72732,72756,72762
71040,2,531,1,2,2244,KAPP,Zürich Kappeli,72804,72822,72828
71040,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,72894,72912,72907
71040,2,531,1,2,2535,LIND,Zürich Lindenplatz,72966,72990,72964
71040,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,73032,73050,73013
71040,2,531,1,2,1310,FARB,Zürich Farbhof,73104,73104,73410
73320,2,531,1,1,1310,FARB,Zürich Farbhof,73320,73320,73424
73320,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,73368,73380,73470
73320,2,531,1,1,2535,LIND,Zürich Lindenplatz,73410,73440,73526
73320,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,73482,73506,73581
73320,2,531,1,1,2244,KAPP,Zürich Kappeli,73572,73596,73662
73320,2,531,1,1,2253,FREI,Zürich Freihofstrasse,73638,73656,73732
73320,2,531,1,1,2245,LETG,Zürich Letzigrund,73704,73728,73800
73320,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,73782,73818,73886
73320,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,73854,73884,73941
73320,2,531,1,1,2248,LOCH,Zürich Lochergut,73920,73950,73998
73320,2,531,1,1,1906,KALK,Zürich Kalkbreite,74010,74040,74086
73320,2,531,1,1,1306,BEZI,Zürich Bezirksgebäude,74076,74106,74158
73320,2,531,1,1,1502,STAU,Zürich Stauffacher,74166,74256,74268
73320,2,531,1,1,2657,SIHS,Zürich Sihlstrasse,74322,74358,74383
73320,2,531,1,1,1528,PARA,Zürich Paradeplatz,74418,74466,74512
73320,2,531,1,1,2228,BOES,Zürich Börsenstrasse,74502,74520,74558
73320,2,531,1,1,2590,BURK,Zürich Bürkliplatz,74586,74616,74675
73320,2,531,1,1,1565,BELL,Zürich Bellevue,74688,74748,74780
73320,2,531,1,1,2104,OPER,Zürich Opernhaus,74790,74826,74851
73320,2,531,1,1,2612,KRES,Zürich Kreuzstrasse,74850,74886,74897
73320,2,531,1,1,2689,FELD,Zürich Feldeggstrasse,74928,74958,74971
73320,2,531,1,1,2615,HOES,Zürich Höschgasse,74994,75024,75032
73320,2,531,1,1,2680,FROE,Zürich Fröhlichstrasse,75060,75090,75103
73320,2,531,1,1,2651,WILD,Zürich Wildbachstrasse,75120,75144,75151
73320,2,531,1,1,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,75186,75186,75330
75300,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,75300,75300,75347
75300,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,75354,75384,75410
75300,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,75414,75444,75656
75300,2,531,1,2,2615,HOES,Zürich Höschgasse,75480,75510,75727
75300,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,75540,75576,75800
75300,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,75618,75636,75861
75300,2,531,1,2,2104,OPER,Zürich Opernhaus,75684,75720,75924
75300,2,531,1,2,1565,BELL,Zürich Bellevue,75798,75852,76044
75300,2,531,1,2,2590,BURK,Zürich Bürkliplatz,75912,75966,76202
75300,2,531,1,2,2228,BOES,Zürich Börsenstrasse,76002,76032,76275
75300,2,531,1,2,1528,PARA,Zürich Paradeplatz,76062,76110,76341
75300,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,76158,76200,76428
75300,2,531,1,2,1502,STAU,Zürich Stauffacher,76260,76350,76530
75300,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,76404,76440,76601
75300,2,531,1,2,1906,KALK,Zürich Kalkbreite,76476,76506,76671
75300,2,531,1,2,2248,LOCH,Zürich Lochergut,76548,76578,76760
75300,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,76614,76638,76807
75300,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,76692,76734,76875
75300,2,531,1,2,2245,LETG,Zürich Letzigrund,76794,76812,76954
75300,2,531,1,2,2253,FREI,Zürich Freihofstrasse,76860,76878,77012
75300,2,531,1,2,2244,KAPP,Zürich Kappeli,76926,76944,77075
75300,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,77010,77028,77152
75300,2,531,1,2,2535,LIND,Zürich Lindenplatz,77082,77100,77204
75300,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,77136,77148,77252
75300,2,531,1,2,1310,FARB,Zürich Farbhof,77202,77202,77560
77520,2,531,1,1,1310,FARB,Zürich Farbhof,77520,77520,77575
77520,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,77568,77580,77620
77520,2,531,1,1,2535,LIND,Zürich Lindenplatz,77610,77640,77669
77520,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,77682,77706,77718
77520,2,531,1,1,2244,KAPP,Zürich Kappeli,77772,77796,77792
77520,2,531,1,1,2253,FREI,Zürich Freihofstrasse,77838,77856,77853
77520,2,531,1,1,2245,LETG,Zürich Letzigrund,77904,77928,77957
77520,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,77982,78018,78044
77520,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,78054,78084,78104
77520,2,531,1,1,2248,LOCH,Zürich Lochergut,78120,78150,78164
77520,2,531,1,1,1906,KALK,Zürich Kalkbreite,78210,78240,78237
77520,2,531,1,1,1306,BEZI,Zürich Bezirksgebäude,78276,78306,78311
77520,2,531,1,1,1502,STAU,Zürich Stauffacher,78366,78456,78467
77520,2,531,1,1,2657,SIHS,Zürich Sihlstrasse,78522,78558,78554
77520,2,531,1,1,1528,PARA,Zürich Paradeplatz,78618,78666,78679
77520,2,531,1,1,2228,BOES,Zürich Börsenstrasse,78702,78720,78734
77520,2,531,1,1,2590,BURK,Zürich Bürkliplatz,78786,78816,78816
77520,2,531,1,1,1565,BELL,Zürich Bellevue,78888,78948,78916
77520,2,531,1,1,2104,OPER,Zürich Opernhaus,78990,79026,78987
77520,2,531,1,1,2612,KRES,Zürich Kreuzstrasse,79050,79086,79053
77520,2,531,1,1,2689,FELD,Zürich Feldeggstrasse,79128,79158,79121
77520,2,531,1,1,2615,HOES,Zürich Höschgasse,79194,79224,79173
77520,2,531,1,1,2680,FROE,Zürich Fröhlichstrasse,79260,79290,79230
77520,2,531,1,1,2651,WILD,Zürich Wildbachstrasse,79320,79344,79277
77520,2,531,1,1,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,79386,79386,79545
79500,2,531,1,2,2788,BTIE,Zürich Bahnhof Tiefenbrunnen,79500,79500,79557
79500,2,531,1,2,2651,WILD,Zürich Wildbachstrasse,79554,79584,79636
79500,2,531,1,2,2680,FROE,Zürich Fröhlichstrasse,79614,79644,79686
79500,2,531,1,2,2615,HOES,Zürich Höschgasse,79680,79710,79750
79500,2,531,1,2,2689,FELD,Zürich Feldeggstrasse,79740,79776,79798
79500,2,531,1,2,2612,KRES,Zürich Kreuzstrasse,79818,79836,79851
79500,2,531,1,2,2104,OPER,Zürich Opernhaus,79884,79920,79920
79500,2,531,1,2,1565,BELL,Zürich Bellevue,79998,80052,80006
79500,2,531,1,2,2590,BURK,Zürich Bürkliplatz,80112,80166,80111
79500,2,531,1,2,2228,BOES,Zürich Börsenstrasse,80202,80232,80191
79500,2,531,1,2,1528,PARA,Zürich Paradeplatz,80262,80310,80263
79500,2,531,1,2,2657,SIHS,Zürich Sihlstrasse,80358,80400,80361
79500,2,531,1,2,1502,STAU,Zürich Stauffacher,80460,80550,80510
79500,2,531,1,2,1306,BEZI,Zürich Bezirksgebäude,80604,80640,80596
79500,2,531,1,2,1906,KALK,Zürich Kalkbreite,80676,80706,80677
79500,2,531,1,2,2248,LOCH,Zürich Lochergut,80748,80778,80759
79500,2,531,1,2,2250,ZYPR,Zürich Zypressenstrasse,80814,80838,80815
79500,2,531,1,2,1535,ALBP,Zürich Albisriederplatz,80892,80934,80908
79500,2,531,1,2,2245,LETG,Zürich Letzigrund,80994,81012,80995
79500,2,531,1,2,2253,FREI,Zürich Freihofstrasse,81060,81078,81051
79500,2,531,1,2,2244,KAPP,Zürich Kappeli,81126,81144,81111
79500,2,531,1,2,2770,GRIM,Zürich Grimselstrasse,81210,81228,81190
79500,2,531,1,2,2535,LIND,Zürich Lindenplatz,81282,81300,81273
79500,2,531,1,2,2818,BACH,Zürich Bachmattstrasse,81336,81348,81356
79500,2,531,1,2,1310,FARB,Zürich Farbhof,81402,81402,81541
81540,2,531,1,1,1310,FARB,Zürich Farbhof,81540,81540,81554
81540,2,531,1,1,2818,BACH,Zürich Bachmattstrasse,81588,81600,81594
81540,2,531,1,1,2535,LIND,Zürich Lindenplatz,81630,81660,81649
81540,2,531,1,1,2770,GRIM,Zürich Grimselstrasse,81702,81726,81722
81540,2,531,1,1,2244,KAPP,Zürich Kappeli,81792,81816,81799
81540,2,531,1,1,2253,FREI,Zürich Freihofstrasse,81858,81876,81852
81540,2,531,1,1,2245,LETG,Zürich Letzigrund,81924,81948,81909
81540,2,531,1,1,1535,ALBP,Zürich Albisriederplatz,82002,82038,81996
81540,2,531,1,1,2250,ZYPR,Zürich Zypressenstrasse,82074,82104,82053
81540,2,531,1,1,2248,LOCH,Zürich Lochergut,82140,82170,82111
81540,2,531,1,1,1906,KALK,Zürich Kalkbreite,82230,82230,82213
82290,2,531,1,2,1906,KALK,Zürich Kalkbreite,82290,82290,82306
17580,2,531,2,1,2251,DEP4,Zürich Depot 4 Elisabethenstr,17580,17580,17584
17640,2,531,2,2,1906,KALK,Zürich Kalkbreite,17640,17640,17663
17640,2,531,2,2,2248,LOCH,Zürich Lochergut,17682,17712,17732
17640,2,531,2,2,2250,ZYPR,Zürich Zypressenstrasse,17748,17772,17786
17640,2,531,2,2,1535,ALBP,Zürich Albisriederplatz,17826,17868,17855
17640,2,531,2,2,2245,LETG,Zürich Letzigrund,17928,17946,17949
17640,2,531,2,2,2253,FREI,Zürich Freihofstrasse,17994,18012,18015
17640,2,531,2,2,2244,KAPP,Zürich Kappeli,18060,18078,18102
17640,2,531,2,2,2770,GRIM,Zürich Grimselstrasse,18144,18162,18196
17640,2,531,2,2,2535,LIND,Zürich Lindenplatz,18216,18234,18312
