stop_seq,stop_name,passenger_on,passenger_off,passenger_load,seconds,route,latitude,longitude,trip_id,dir,vehno,timestop,timedoorclose,timepullout,doordwell,waitdwell,sincemidnight,hms,
28, TURK ST&ROSELYN TER SE-FS/BZ,0,0,13,40,31,37.7783,-122.449,464,1,5500,4:56:40,4:56:40,4:56:40,00:00:00,00:00:00,17800,4:56:40
49, MAIN ST&MARKET ST NE-MB/BB,5,5,5,57,14,37.7931,-122.396,480,1,7118,4:56:57,5:03:43,5:04:43,00:06:46,00:01:00,17817,4:56:57
29, TURK ST&MASONIC AVE SW-NS/BZ,0,0,13,3,31,37.7786,-122.447,464,1,5500,4:57:03,4:57:03,4:57:03,00:00:00,00:00:00,17823,4:57:3
30, TURK ST&CENTRAL AVE SW-NS/SB,0,0,13,26,31,37.7788,-122.445,464,1,5500,4:57:26,4:57:26,4:57:26,00:00:00,00:00:00,17846,4:57:26
31, TURK ST&LYON ST SW-NS/SB,0,0,13,42,31,37.779,-122.444,464,1,5500,4:57:42,4:57:42,4:57:42,00:00:00,00:00:00,17862,4:57:42
32, TURK ST&BAKER ST SW-NS/PS,0,0,13,53,31,37.7792,-122.442,464,1,5500,4:57:53,4:58:00,4:58:00,00:00:07,00:00:00,17873,4:57:53
33, TURK ST&BRODERICK ST SW-NS/B,0,0,13,38,31,37.7797,-122.44,464,1,5500,4:58:38,4:58:38,4:58:38,00:00:00,00:00:00,17918,4:58:38
34, EDDY ST&DIVISADERO ST SE-FS/,0,0,13,7,31,37.78,-122.439,464,1,5500,4:59:07,4:59:07,4:59:07,00:00:00,00:00:00,17947,4:59:7
35, EDDY ST&SCOTT ST SW-NS/PS,0,0,13,37,31,37.7808,-122.438,464,1,5500,4:59:37,4:59:37,4:59:37,00:00:00,00:00:00,17977,4:59:37
36, EDDY ST&PIERCE ST SW-NS/BZ,0,0,13,6,31,37.781,-122.436,464,1,5500,5:00:06,5:00:06,5:00:06,00:00:00,00:00:00,18006,5:0:6
42, LYON ST&GREENWICH ST SW-FS/B,0,0,0,19,41,37.7972,-122.447,473,0,7122,5:00:19,5:00:19,5:00:19,00:00:00,00:00:00,18019,5:0:19
37, EDDY ST&FILLMORE ST SW-NS/BZ,0,0,13,37,31,37.7815,-122.433,464,1,5500,5:00:37,5:00:37,5:00:37,00:00:00,00:00:00,18037,5:0:37
38, EDDY ST&BUCHANAN ST SW-NS/BZ,0,0,13,35,31,37.7818,-122.43,464,1,5500,5:01:35,5:01:35,5:01:35,00:00:00,00:00:00,18095,5:1:35
